#OG_name	protein_names
OG_883	Ahyacinthus25056-RA protein|evm.model.Ap4.772 Ahyacinthus13941-RA Ahyacinthus13942-RA protein|evm.model.Ap4.6062 Ahyacinthus13940-RA Ahyacinthus25055-RA Ahyacinthus25124-RA protein|evm.model.Ap9.1174 protein|evm.model.Ap9.1176 Ahyacinthus23773-RA Ahyacinthus23774-RA
OG_884	Ahyacinthus02398-RA protein|evm.model.Ap6.1489 Ahyacinthus02397-RA protein|evm.model.Ap12.2679 Ahyacinthus02399-RA Ahyacinthus02400-RA protein|evm.model.Ap12.2675
OG_885	Ahyacinthus02852-RA protein|evm.model.Ap3.2111 NV2t015519001.1 NV2t015519002.1 Ahyacinthus02850-RA Ahyacinthus02853-RA
OG_886	Ahyacinthus03006-RA Ahyacinthus19478-RA Ahyacinthus25657-RA Ahyacinthus24028-RA Ahyacinthus07002-RA Ahyacinthus01021-RA Ahyacinthus25659-RA Ahyacinthus26581-RA Ahyacinthus06355-RA Ahyacinthus25863-RA Ahyacinthus15520-RA protein|evm.model.Ap14.1102 Ahyacinthus06962-RA Ahyacinthus25797-RA Ahyacinthus21957-RA Ahyacinthus00957-RA protein|evm.model.Ap6.2122 NV2t019869001.1 Ahyacinthus25407-RA protein|evm.model.Ap4.5992 Ahyacinthus25715-RA protein|evm.model.Ap4.3243 protein|evm.model.Ap4.2623 protein|evm.model.Ap2.3562 protein|evm.model.Ap6.1884 protein|evm.model.Ap2.3572 protein|evm.model.Ap9.2524 protein|evm.model.Ap6.2121 Ahyacinthus16799-RA
OG_887	Ahyacinthus03241-RA Ahyacinthus19326-RA Ahyacinthus21933-RA Ahyacinthus20164-RA Ahyacinthus19370-RA Ahyacinthus24727-RA Ahyacinthus24721-RA Ahyacinthus06991-RA protein|evm.model.Ap4.4449 Ahyacinthus26777-RA Ahyacinthus17081-RA protein|evm.model.Ap9.1828 Ahyacinthus23894-RA
OG_888	Ahyacinthus03260-RA Ahyacinthus08777-RA Ahyacinthus25631-RA protein|evm.model.Ap7.2621 Ahyacinthus26702-RA protein|evm.model.Ap9.2392 protein|evm.model.Ap5.877 protein|evm.model.Ap4.4813 protein|evm.model.Ap9.824 protein|evm.model.Ap4.6242 Ahyacinthus16986-RA
OG_889	Ahyacinthus03323-RA protein|evm.model.Ap4.3738 Ahyacinthus15519-RA Ahyacinthus25507-RA protein|evm.model.Ap1.770 protein|evm.model.Ap1.771 protein|evm.model.Ap1.769 protein|evm.model.Ap4.3726 protein|evm.model.Ap4.3737 protein|evm.model.Ap1.772 protein|evm.model.Ap4.3725 protein|evm.model.Ap4.2531 Ahyacinthus22980-RA Ahyacinthus25589-RA Ahyacinthus19248-RA Ahyacinthus26861-RA Ahyacinthus23567-RA Ahyacinthus16493-RA Ahyacinthus25405-RA Ahyacinthus26100-RA Ahyacinthus24668-RA protein|evm.model.Ap11.141 protein|evm.model.Ap12.701 protein|evm.model.Ap4.3108 protein|evm.model.Ap4.4622 protein|evm.model.Ap10.132 protein|evm.model.Ap10.131 protein|evm.model.Ap4.1435 protein|evm.model.Ap4.1436 protein|evm.model.Ap4.3365 protein|evm.model.Ap2.3506 protein|evm.model.Ap2.3507 NV2t009162001.1 NV2t019331001.1 protein|evm.model.Ap4.1428 Ahyacinthus19357-RA Ahyacinthus05970-RA Ahyacinthus21856-RA
OG_890	Ahyacinthus23551-RA protein|evm.model.Ap10.1224 protein|evm.model.Ap13.1470 protein|evm.model.Ap5.1466 Ahyacinthus17047-RA Ahyacinthus11825-RA Ahyacinthus24498-RA
OG_891	Ahyacinthus23636-RA protein|evm.model.Ap13.2030 protein|evm.model.Ap13.2031 Ahyacinthus12469-RA Ahyacinthus23577-RA Ahyacinthus26503-RA protein|evm.model.Ap2.2689 Ahyacinthus26502-RA Ahyacinthus13867-RA protein|evm.model.Ap1.1340 Ahyacinthus25094-RA Ahyacinthus24962-RA Ahyacinthus18228-RA NV2t022972001.1 protein|evm.model.Ap5.1446 protein|evm.model.Ap4.4457 Ahyacinthus16878-RA
OG_892	Ahyacinthus23753-RA Ahyacinthus23942-RA NV2t008445001.1 NV2t002967001.1 Ahyacinthus25839-RA Ahyacinthus16820-RA Ahyacinthus24665-RA Ahyacinthus07342-RA Ahyacinthus26742-RA Ahyacinthus23814-RA Ahyacinthus06210-RA protein|evm.model.Ap4.3223 Ahyacinthus00590-RA Ahyacinthus26252-RA Ahyacinthus13693-RA protein|evm.model.Ap4.2712 Ahyacinthus20175-RA NV2t015578001.1 Ahyacinthus00197-RA Ahyacinthus26983-RA
OG_893	Ahyacinthus23796-RA Ahyacinthus06958-RA protein|evm.model.Ap10.1290 protein|evm.model.Ap5.1158 protein|evm.model.Ap8.2597 Ahyacinthus24763-RA Ahyacinthus19333-RA
OG_894	Ahyacinthus23822-RA protein|evm.model.Ap6.1670 Ahyacinthus23613-RA Ahyacinthus25309-RA Ahyacinthus19156-RA Ahyacinthus26141-RA Ahyacinthus23614-RA Ahyacinthus25287-RA NV2t015372001.1 Ahyacinthus07180-RA Ahyacinthus01019-RA Ahyacinthus26006-RA Ahyacinthus21756-RA NV2t010222001.1 Ahyacinthus07470-RA protein|evm.model.Ap4.4613 protein|evm.model.Ap4.2262 protein|evm.model.Ap4.2263 protein|evm.model.Ap9.963 protein|evm.model.Ap4.4614 protein|evm.model.Ap6.1671 protein|evm.model.Ap7.701 protein|evm.model.Ap4.2596 NV2t016356001.1 NV2t007609001.1 protein|evm.model.Ap9.962 Ahyacinthus21770-RA
OG_895	Ahyacinthus23840-RA Ahyacinthus18025-RA Ahyacinthus23798-RA Ahyacinthus21845-RA protein|evm.model.Ap12.2131 NV2t024672001.1 NV2t006532001.1 NV2t007336001.1 NV2t020834001.1 NV2t001485001.1 NV2t001503001.1 NV2t005686002.1 NV2t005686003.1 NV2t005686004.1 NV2t005686001.1 Ahyacinthus16704-RA Ahyacinthus24719-RA NV2t022747001.1 NV2t013981001.1 NV2t011678001.1 protein|evm.model.Ap2.2819
OG_896	Ahyacinthus23914-RA protein|evm.model.Ap1.3950 protein|evm.model.Ap1.3887 protein|evm.model.Ap1.3889 protein|evm.model.Ap1.3964 protein|evm.model.Ap6.984 protein|evm.model.Ap1.3958 protein|evm.model.Ap1.3885 protein|evm.model.Ap1.3933
OG_897	Ahyacinthus24032-RA protein|evm.model.Ap4.2351 Ahyacinthus01042-RA Ahyacinthus11906-RA Ahyacinthus25713-RA Ahyacinthus14205-RA
OG_898	Ahyacinthus26767-RA Ahyacinthus07006-RA Ahyacinthus22146-RA Ahyacinthus22147-RA Ahyacinthus25030-RA NV2t004634001.1 Ahyacinthus26227-RA Ahyacinthus07438-RA Ahyacinthus06405-RA Ahyacinthus00872-RA Ahyacinthus24529-RA Ahyacinthus14137-RA Ahyacinthus00841-RA Ahyacinthus07007-RA Ahyacinthus04044-RA Ahyacinthus00830-RA protein|evm.model.Ap4.3380
OG_899	Ahyacinthus25146-RA Ahyacinthus06024-RA NV2t021912001.1 protein|evm.model.Ap6.220 protein|evm.model.Ap4.1212 protein|evm.model.Ap13.1267 Ahyacinthus00190-RA Ahyacinthus11766-RA Ahyacinthus18895-RA Ahyacinthus00710-RA
OG_900	Ahyacinthus25173-RA Ahyacinthus25180-RA Ahyacinthus25185-RA Ahyacinthus25177-RA Ahyacinthus14015-RA Ahyacinthus00148-RA Ahyacinthus25181-RA Ahyacinthus00706-RA Ahyacinthus14018-RA Ahyacinthus26809-RA Ahyacinthus25184-RA protein|evm.model.Ap8.1459 Ahyacinthus26810-RA protein|evm.model.Ap8.1460 Ahyacinthus24897-RA Ahyacinthus24902-RA
OG_901	Ahyacinthus26241-RA Ahyacinthus09357-RA Ahyacinthus05911-RA Ahyacinthus15448-RA Ahyacinthus03402-RA Ahyacinthus26412-RA Ahyacinthus25133-RA Ahyacinthus20158-RA Ahyacinthus26672-RA Ahyacinthus23905-RA Ahyacinthus00929-RA protein|evm.model.Ap4.3929 Ahyacinthus25610-RA Ahyacinthus19362-RA Ahyacinthus13749-RA Ahyacinthus25689-RA Ahyacinthus25765-RA Ahyacinthus14360-RA Ahyacinthus07429-RA Ahyacinthus06231-RA protein|evm.model.Ap4.4835 Ahyacinthus24640-RA Ahyacinthus26077-RA Ahyacinthus25415-RA Ahyacinthus25414-RA Ahyacinthus25389-RA Ahyacinthus26556-RA Ahyacinthus23158-RA protein|evm.model.Ap2.1728 Ahyacinthus17053-RA Ahyacinthus07308-RA Ahyacinthus26246-RA Ahyacinthus21952-RA Ahyacinthus05956-RA Ahyacinthus26587-RA Ahyacinthus25946-RA Ahyacinthus24006-RA Ahyacinthus23742-RA Ahyacinthus26311-RA Ahyacinthus07431-RA Ahyacinthus09494-RA protein|evm.model.Ap1.3891 protein|evm.model.Ap4.1394 Ahyacinthus26542-RA Ahyacinthus25778-RA Ahyacinthus26028-RA Ahyacinthus21940-RA Ahyacinthus07543-RA Ahyacinthus25913-RA Ahyacinthus14747-RA protein|evm.model.Ap4.2423 Ahyacinthus07168-RA protein|evm.model.Ap4.3927 NV2t014240001.1 Ahyacinthus26225-RA Ahyacinthus23705-RA Ahyacinthus23707-RA protein|evm.model.Ap4.4831 Ahyacinthus07214-RA Ahyacinthus05967-RA Ahyacinthus05962-RA protein|evm.model.Ap4.4145 Ahyacinthus25378-RA Ahyacinthus26048-RA Ahyacinthus11000-RA Ahyacinthus18578-RA Ahyacinthus26590-RA Ahyacinthus18166-RA Ahyacinthus23575-RA Ahyacinthus20187-RA Ahyacinthus13748-RA Ahyacinthus00508-RA Ahyacinthus00507-RA Ahyacinthus00600-RA
OG_902	Ahyacinthus20851-RA Ahyacinthus22130-RA protein|evm.model.Ap1.749 Ahyacinthus22129-RA protein|evm.model.Ap9.978 protein|evm.model.Ap9.958 protein|evm.model.Ap9.972 protein|evm.model.Ap2.1877 NV2t004783001.1 NV2t004783003.1 NV2t004783002.1 Ahyacinthus22997-RA Ahyacinthus22972-RA protein|evm.model.Ap9.969 NV2t024991001.1 Ahyacinthus22991-RA Ahyacinthus22993-RA protein|evm.model.Ap9.957 Ahyacinthus26744-RA Ahyacinthus22990-RA Ahyacinthus22998-RA protein|evm.model.Ap9.952 protein|evm.model.Ap9.964 protein|evm.model.Ap9.1716 protein|evm.model.Ap9.956
OG_903	Ahyacinthus21194-RA Ahyacinthus21197-RA Ahyacinthus09129-RA Ahyacinthus23042-RA Ahyacinthus09125-RA Ahyacinthus23043-RA Ahyacinthus21192-RA Ahyacinthus21195-RA Ahyacinthus23041-RA Ahyacinthus26841-RA Ahyacinthus23040-RA protein|evm.model.Ap13.2511 protein|evm.model.Ap13.2510
OG_904	Ahyacinthus21512-RA Ahyacinthus21527-RA Ahyacinthus21539-RA Ahyacinthus26522-RA Ahyacinthus21508-RA Ahyacinthus21514-RA Ahyacinthus21532-RA protein|evm.model.Ap4.1344 Ahyacinthus21510-RA Ahyacinthus21517-RA Ahyacinthus21533-RA protein|evm.model.Ap8.2238 protein|evm.model.Ap13.2977 Ahyacinthus26773-RA Ahyacinthus21518-RA Ahyacinthus21537-RA protein|evm.model.Ap8.2233 protein|evm.model.Ap4.1350 protein|evm.model.Ap13.2978
OG_905	Ahyacinthus21559-RA Ahyacinthus07683-RA Ahyacinthus07684-RA Ahyacinthus03994-RA Ahyacinthus00742-RA protein|evm.model.Ap7.1211 Ahyacinthus11999-RA Ahyacinthus12002-RA protein|evm.model.Ap7.2061 protein|evm.model.Ap4.86 protein|evm.model.Ap4.4050 Ahyacinthus19445-RA protein|evm.model.Ap10.1530 protein|evm.model.Ap7.1210 Ahyacinthus04232-RA protein|evm.model.Ap7.2059 Ahyacinthus13966-RA Ahyacinthus05529-RA Ahyacinthus22052-RA NV2t022829001.1 NV2t022829002.1 Ahyacinthus12000-RA Ahyacinthus12001-RA Ahyacinthus24716-RA Ahyacinthus20161-RA Ahyacinthus24715-RA Ahyacinthus26370-RA Ahyacinthus11997-RA protein|evm.model.Ap8.803 Ahyacinthus25662-RA Ahyacinthus03993-RA protein|evm.model.Ap4.4081 Ahyacinthus14134-RA Ahyacinthus00741-RA Ahyacinthus13844-RA protein|evm.model.Ap7.2480 protein|evm.model.Ap8.2528 protein|evm.model.Ap8.2529 protein|evm.model.Ap7.2479 protein|evm.model.Ap4.1928 protein|evm.model.Ap5.438 NV2t010935001.1 Ahyacinthus25333-RA Ahyacinthus24040-RA protein|evm.model.Ap10.1559 protein|evm.model.Ap9.1491 Ahyacinthus25334-RA Ahyacinthus17983-RA Ahyacinthus09550-RA Ahyacinthus24512-RA Ahyacinthus00491-RA Ahyacinthus17579-RA Ahyacinthus22201-RA Ahyacinthus26418-RA Ahyacinthus20361-RA Ahyacinthus26819-RA Ahyacinthus00100-RA Ahyacinthus05971-RA protein|evm.model.Ap1.2346 protein|evm.model.Ap1.2345 protein|evm.model.Ap2.2497 protein|evm.model.Ap2.3732 protein|evm.model.Ap1.2347 Ahyacinthus05900-RA protein|evm.model.Ap4.683 protein|evm.model.Ap13.724 protein|evm.model.Ap13.722 NV2t021430001.1 Ahyacinthus05530-RA NV2t019145001.1 NV2t020852001.1 NV2t004367001.1 NV2t004367002.1 NV2t024367001.1 NV2t004399001.1 NV2t010058001.1 NV2t016579001.1 NV2t024205001.1 NV2t024205002.1 NV2t001015001.1 NV2t008038001.1 NV2t001015002.1 NV2t022224001.1 NV2t022224002.1 NV2t019481001.1 NV2t025618001.1 NV2t016122001.1 NV2t002122001.1 protein|evm.model.Ap5.304 protein|evm.model.Ap8.1516 protein|evm.model.Ap7.2481 protein|evm.model.Ap4.1927 Ahyacinthus11998-RA Ahyacinthus25465-RA Ahyacinthus16813-RA Ahyacinthus03311-RA Ahyacinthus26095-RA Ahyacinthus25350-RA
OG_906	Ahyacinthus21704-RA Ahyacinthus22068-RA Ahyacinthus22073-RA Ahyacinthus05825-RA Ahyacinthus21915-RA NV2t015773001.1
OG_907	Ahyacinthus21735-RA Ahyacinthus19317-RA Ahyacinthus09533-RA Ahyacinthus21736-RA Ahyacinthus11976-RA Ahyacinthus23605-RA protein|evm.model.Ap1.1367 Ahyacinthus25305-RA
OG_908	Ahyacinthus27052-RA Ahyacinthus22267-RA protein|evm.model.Ap4.7360 protein|evm.model.Ap9.2107 protein|evm.model.Ap9.1810 protein|evm.model.Ap9.1809 Ahyacinthus22264-RA Ahyacinthus22263-RA protein|evm.model.Ap9.2321 Ahyacinthus22262-RA NV2t010007001.1 NV2t010007002.1 Ahyacinthus22515-RA Ahyacinthus22255-RA Ahyacinthus22256-RA Ahyacinthus22258-RA NV2t005624001.1 NV2t005624002.1 NV2t005624003.1 protein|evm.model.Ap2.2628
OG_909	Ahyacinthus25263-RA Ahyacinthus06996-RA Ahyacinthus00840-RA Ahyacinthus11805-RA Ahyacinthus07792-RA Ahyacinthus03169-RA Ahyacinthus07224-RA protein|evm.model.Ap4.4015 protein|evm.model.Ap4.4795
OG_910	Ahyacinthus25164-RA Ahyacinthus25165-RA Ahyacinthus25167-RA Ahyacinthus25166-RA Ahyacinthus07977-RA NV2t012876001.1 NV2t022427002.1 NV2t018918001.1 protein|evm.model.Ap4.4596 Ahyacinthus25145-RA Ahyacinthus14280-RA protein|evm.model.Ap7.1420 protein|evm.model.Ap11.145 protein|evm.model.Ap11.144 protein|evm.model.Ap7.1421 protein|evm.model.Ap4.84 protein|evm.model.Ap2.565 protein|evm.model.Ap14.835 protein|evm.model.Ap4.1391 protein|evm.model.Ap4.1390 protein|evm.model.Ap4.1389 protein|evm.model.Ap10.1668 protein|evm.model.Ap10.1667 protein|evm.model.Ap14.833 NV2t023871002.1 NV2t002827001.1 NV2t023871001.1 NV2t014707001.1
OG_911	Ahyacinthus25759-RA protein|evm.model.Ap1.3095 protein|evm.model.Ap7.1737 protein|evm.model.Ap12.651 Ahyacinthus25107-RA protein|evm.model.Ap2.3484 protein|evm.model.Ap2.3485 protein|evm.model.Ap7.1736 protein|evm.model.Ap11.948 Ahyacinthus06159-RA protein|evm.model.Ap4.5178
OG_912	Ahyacinthus19063-RA Ahyacinthus19067-RA Ahyacinthus00899-RA protein|evm.model.Ap9.1169 Ahyacinthus25370-RA protein|evm.model.Ap13.766_evm.model.Ap13.767 Ahyacinthus26910-RA Ahyacinthus18971-RA Ahyacinthus20098-RA Ahyacinthus17933-RA Ahyacinthus26974-RA Ahyacinthus15502-RA Ahyacinthus07019-RA Ahyacinthus13481-RA Ahyacinthus20245-RA protein|evm.model.Ap9.1170 Ahyacinthus18970-RA
OG_913	Ahyacinthus19132-RA protein|evm.model.Ap4.3313 Ahyacinthus15559-RA Ahyacinthus04238-RA NV2t022830001.1 protein|evm.model.Ap4.2629 protein|evm.model.Ap4.3510 Ahyacinthus25936-RA protein|evm.model.Ap3.245 protein|evm.model.Ap4.2628 Ahyacinthus25740-RA Ahyacinthus25574-RA Ahyacinthus24011-RA Ahyacinthus00567-RA Ahyacinthus16970-RA Ahyacinthus03246-RA Ahyacinthus23681-RA protein|evm.model.Ap13.873 protein|evm.model.Ap4.3436 Ahyacinthus23912-RA Ahyacinthus24027-RA
OG_914	Ahyacinthus19210-RA protein|evm.model.Ap4.2676 protein|evm.model.Ap4.2806 protein|evm.model.Ap3.1309 Ahyacinthus24644-RA Ahyacinthus25996-RA Ahyacinthus25486-RA Ahyacinthus25994-RA protein|evm.model.Ap14.1101 protein|evm.model.Ap9.2609 Ahyacinthus24035-RA protein|evm.model.Ap2.2968 protein|evm.model.Ap4.2325 Ahyacinthus00592-RA Ahyacinthus00884-RA Ahyacinthus07344-RA Ahyacinthus07530-RA protein|evm.model.Ap6.297 protein|evm.model.Ap4.2326
OG_915	Ahyacinthus08891-RA Ahyacinthus08894-RA Ahyacinthus08895-RA Ahyacinthus08896-RA Ahyacinthus08892-RA NV2t023465001.1 NV2t023465002.1 NV2t023465003.1 protein|evm.model.Ap5.1749
OG_916	Ahyacinthus09476-RA Ahyacinthus00744-RA protein|evm.model.Ap8.1626 Ahyacinthus00743-RA protein|evm.model.Ap4.4386 Ahyacinthus09479-RA Ahyacinthus22938-RA protein|evm.model.Ap12.1934 protein|evm.model.Ap1.113 protein|evm.model.Ap5.464 protein|evm.model.Ap2.3868 protein|evm.model.Ap12.2421 protein|evm.model.Ap12.2423 protein|evm.model.Ap12.2422 protein|evm.model.Ap11.487 protein|evm.model.Ap5.463 NV2t004347001.1 NV2t004348001.1 NV2t012838001.1 NV2t001565001.1 NV2t001565002.1 NV2t001567001.1 Ahyacinthus25658-RA Ahyacinthus15500-RA Ahyacinthus23600-RA Ahyacinthus24601-RA Ahyacinthus10050-RA Ahyacinthus09664-RA Ahyacinthus25870-RA Ahyacinthus25871-RA Ahyacinthus01056-RA protein|evm.model.Ap5.465 protein|evm.model.Ap4.1430
OG_917	Ahyacinthus09577-RA Ahyacinthus03355-RA Ahyacinthus24059-RA Ahyacinthus26242-RA Ahyacinthus14202-RA protein|evm.model.Ap11.331 protein|evm.model.Ap7.1455 protein|evm.model.Ap7.1891 Ahyacinthus07241-RA protein|evm.model.Ap9.2704
OG_918	Ahyacinthus09637-RA Ahyacinthus09641-RA Ahyacinthus09642-RA protein|evm.model.Ap7.417 Ahyacinthus09639-RA Ahyacinthus09638-RA Ahyacinthus09633-RA
OG_919	Ahyacinthus10469-RA Ahyacinthus10470-RA Ahyacinthus10471-RA Ahyacinthus10472-RA Ahyacinthus10475-RA protein|evm.model.Ap1.1348 Ahyacinthus10476-RA protein|evm.model.Ap4.50
OG_920	Ahyacinthus07212-RA Ahyacinthus13909-RA Ahyacinthus09087-RA Ahyacinthus23801-RA protein|evm.model.Ap10.156 protein|evm.model.Ap4.3399 protein|evm.model.Ap4.3382 Ahyacinthus19225-RA Ahyacinthus00989-RA Ahyacinthus22236-RA NV2t014172001.1 Ahyacinthus20176-RA Ahyacinthus07211-RA
OG_921	Ahyacinthus07234-RA protein|evm.model.Ap12.1469 protein|evm.model.Ap12.1476 protein|evm.model.Ap8.1281 Ahyacinthus18188-RA protein|evm.model.Ap3.938 NV2t010929003.1 NV2t010929001.1 NV2t010929002.1 Ahyacinthus24625-RA Ahyacinthus17004-RA Ahyacinthus23819-RA Ahyacinthus25745-RA Ahyacinthus25668-RA protein|evm.model.Ap1.704 NV2t004549001.1 protein|evm.model.Ap13.1001 protein|evm.model.Ap7.2377 protein|evm.model.Ap4.3623 protein|evm.model.Ap12.159 protein|evm.model.Ap4.3640 NV2t007575001.1 Ahyacinthus07573-RA
OG_922	Ahyacinthus07351-RA Ahyacinthus06242-RA Ahyacinthus25798-RA Ahyacinthus25799-RA Ahyacinthus26106-RA Ahyacinthus16455-RA Ahyacinthus24164-RA Ahyacinthus09674-RA Ahyacinthus23779-RA Ahyacinthus06978-RA Ahyacinthus07010-RA Ahyacinthus21956-RA Ahyacinthus13581-RA Ahyacinthus15533-RA Ahyacinthus00712-RA Ahyacinthus12355-RA Ahyacinthus25536-RA Ahyacinthus19342-RA protein|evm.model.Ap4.4132 protein|evm.model.Ap4.3293 Ahyacinthus23724-RA protein|evm.model.Ap8.1752 Ahyacinthus26374-RA Ahyacinthus16892-RA Ahyacinthus20114-RA Ahyacinthus21460-RA Ahyacinthus19044-RA Ahyacinthus19376-RA
OG_923	Ahyacinthus07475-RA Ahyacinthus26136-RA Ahyacinthus19311-RA Ahyacinthus24014-RA Ahyacinthus26723-RA Ahyacinthus25219-RA Ahyacinthus00806-RA Ahyacinthus24619-RA Ahyacinthus26250-RA Ahyacinthus11822-RA protein|evm.model.Ap1.2463 protein|evm.model.Ap9.1954 Ahyacinthus09229-RA Ahyacinthus18849-RA Ahyacinthus24549-RA NV2t008613001.1 Ahyacinthus04201-RA protein|evm.model.Ap11.1608 protein|evm.model.Ap7.553 protein|evm.model.Ap7.552 protein|evm.model.Ap14.1358 protein|evm.model.Ap13.1509 protein|evm.model.Ap10.843 protein|evm.model.Ap1.2464 protein|evm.model.Ap6.617
OG_924	Ahyacinthus14985-RA Ahyacinthus07524-RA protein|evm.model.Ap12.2306 Ahyacinthus23978-RA Ahyacinthus24929-RA Ahyacinthus15274-RA Ahyacinthus07515-RA protein|evm.model.Ap8.1738 protein|evm.model.Ap9.759 protein|evm.model.Ap9.760 protein|evm.model.Ap9.255 protein|evm.model.Ap14.48 NV2t021181001.1 Ahyacinthus00752-RA Ahyacinthus01891-RA Ahyacinthus21698-RA Ahyacinthus16806-RA
OG_925	Ahyacinthus08004-RA Ahyacinthus08014-RA Ahyacinthus08003-RA Ahyacinthus08013-RA protein|evm.model.Ap10.1370 NV2t000447001.1 protein|evm.model.Ap10.1394 NV2t000441001.1 Ahyacinthus08002-RA
OG_926	Ahyacinthus08069-RA Ahyacinthus08051-RA protein|evm.model.Ap10.628 Ahyacinthus08054-RA Ahyacinthus08053-RA Ahyacinthus08056-RA Ahyacinthus08055-RA Ahyacinthus08052-RA protein|evm.model.Ap10.626 protein|evm.model.Ap10.625 protein|evm.model.Ap10.204 protein|evm.model.Ap10.622 protein|evm.model.Ap10.627 protein|evm.model.Ap3.2405 protein|evm.model.Ap3.2410 Ahyacinthus08068-RA
OG_927	Ahyacinthus08401-RA Ahyacinthus08403-RA protein|evm.model.Ap10.431 protein|evm.model.Ap10.443 protein|evm.model.Ap10.444 NV2t022473001.1 protein|evm.model.Ap10.433 protein|evm.model.Ap10.432 protein|evm.model.Ap10.430 Ahyacinthus08398-RA protein|evm.model.Ap10.434 NV2t000116001.1 NV2t000115001.1 Ahyacinthus08399-RA protein|evm.model.Ap10.435 protein|evm.model.Ap10.436 protein|evm.model.Ap10.438 protein|evm.model.Ap10.437
OG_928	Ahyacinthus13691-RA Ahyacinthus05896-RA Ahyacinthus25583-RA Ahyacinthus02268-RA Ahyacinthus05819-RA protein|evm.model.Ap4.2792 protein|evm.model.Ap4.2807 Ahyacinthus25923-RA Ahyacinthus14773-RA Ahyacinthus21879-RA Ahyacinthus21033-RA Ahyacinthus21249-RA protein|evm.model.Ap10.832 Ahyacinthus00517-RA Ahyacinthus06540-RA Ahyacinthus27031-RA Ahyacinthus15951-RA Ahyacinthus04324-RA NV2t022429001.1 Ahyacinthus14772-RA Ahyacinthus06155-RA
OG_929	Ahyacinthus13900-RA Ahyacinthus21989-RA protein|evm.model.Ap13.1453 Ahyacinthus24850-RA Ahyacinthus21737-RA protein|evm.model.Ap13.1452 protein|evm.model.Ap2.1614 protein|evm.model.Ap10.1000 Ahyacinthus13871-RA protein|evm.model.Ap13.1454 protein|evm.model.Ap2.949 protein|evm.model.Ap4.2475 Ahyacinthus00968-RA protein|evm.model.Ap3.287 protein|evm.model.Ap7.2857 protein|evm.model.Ap13.2325 NV2t004777001.1 Ahyacinthus23141-RA protein|evm.model.Ap8.1561 protein|evm.model.Ap2.1613 protein|evm.model.Ap13.988 protein|evm.model.Ap8.1559 protein|evm.model.Ap2.1615 Ahyacinthus21854-RA Ahyacinthus12987-RA Ahyacinthus25037-RA Ahyacinthus15367-RA Ahyacinthus23651-RA protein|evm.model.Ap13.1561 protein|evm.model.Ap4.1982 protein|evm.model.Ap12.1800 protein|evm.model.Ap2.948 protein|evm.model.Ap2.950 protein|evm.model.Ap12.1801 protein|evm.model.Ap2.951 Ahyacinthus24725-RA Ahyacinthus09666-RA protein|evm.model.Ap13.1015 Ahyacinthus00767-RA protein|evm.model.Ap4.4548 protein|evm.model.Ap5.1924 protein|evm.model.Ap4.4574 protein|evm.model.Ap4.4575 protein|evm.model.Ap13.1138 protein|evm.model.Ap5.1925 protein|evm.model.Ap6.1091 protein|evm.model.Ap2.896 protein|evm.model.Ap1.111 protein|evm.model.Ap1.112 protein|evm.model.Ap4.2020 Ahyacinthus24852-RA
OG_930	Ahyacinthus14181-RA Ahyacinthus07035-RA Ahyacinthus14182-RA protein|evm.model.Ap8.773 protein|evm.model.Ap9.1895 NV2t000776001.1 Ahyacinthus07073-RA protein|evm.model.Ap14.641 protein|evm.model.Ap2.3059 protein|evm.model.Ap2.147 protein|evm.model.Ap8.1572 protein|evm.model.Ap1.2413 protein|evm.model.Ap13.97 protein|evm.model.Ap7.982 protein|evm.model.Ap1.148 protein|evm.model.Ap8.1280 protein|evm.model.Ap9.1003 protein|evm.model.Ap9.1381 protein|evm.model.Ap8.1278 protein|evm.model.Ap4.6850 protein|evm.model.Ap7.2642 protein|evm.model.Ap1.166 protein|evm.model.Ap12.1463 protein|evm.model.Ap6.1767 protein|evm.model.Ap5.698 protein|evm.model.Ap8.2368 Ahyacinthus25944-RA Ahyacinthus16857-RA Ahyacinthus17057-RA
OG_931	Ahyacinthus14232-RA Ahyacinthus14233-RA Ahyacinthus14237-RA protein|evm.model.Ap5.2690 protein|evm.model.Ap8.791 Ahyacinthus14229-RA Ahyacinthus14230-RA Ahyacinthus14234-RA NV2t003820004.1 NV2t003820003.1 NV2t003820001.1 NV2t003820002.1
OG_932	Ahyacinthus14357-RA protein|evm.model.Ap11.1494 protein|evm.model.Ap5.363 protein|evm.model.Ap5.360 Ahyacinthus14358-RA protein|evm.model.Ap9.245 protein|evm.model.Ap5.1366 protein|evm.model.Ap11.923 protein|evm.model.Ap5.397 protein|evm.model.Ap9.1137 Ahyacinthus12247-RA protein|evm.model.Ap5.1980 Ahyacinthus03541-RA Ahyacinthus03542-RA NV2t003157001.1 Ahyacinthus14342-RA Ahyacinthus03543-RA protein|evm.model.Ap5.1978 protein|evm.model.Ap5.1984 protein|evm.model.Ap5.392 protein|evm.model.Ap5.392.1.5f15e30e protein|evm.model.Ap2.2254
OG_933	Ahyacinthus05946-RA protein|evm.model.Ap9.780 protein|evm.model.Ap4.4850 protein|evm.model.Ap4.4852 protein|evm.model.Ap4.4851 Ahyacinthus03245-RA Ahyacinthus25977-RA
