Coords	Name	MIRNA	apoc_2_S31_L001_R1_001_trim_condensed	apoc_3_S32_L001_R1_001_trim_condensed	apoc_4_S33_L001_R1_001_trim_condensed
Ap3:9204550-9204966	Cluster_496	N	0	11	48
Ap3:9218617-9219040	Cluster_497	N	11	23	44
Ap3:9233000-9233425	Cluster_498	N	17	1	1
Ap3:9550185-9550603	Cluster_499	N	10	16	77
Ap3:10580683-10581100	Cluster_500	N	20	72	35
Ap3:10642237-10642652	Cluster_501	N	2	23	10
Ap3:10743356-10743769	Cluster_502	N	0	13	6
Ap3:10809287-10809703	Cluster_503	N	0	0	45
Ap3:11051061-11051474	Cluster_504	N	5	6	10
Ap3:11071526-11071941	Cluster_505	N	0	8	12
Ap3:11117358-11117775	Cluster_506	N	56	303	251
Ap3:11236436-11236850	Cluster_507	N	4	29	251
Ap3:11416405-11416824	Cluster_508	N	1	30	19
Ap3:11704680-11705095	Cluster_509	N	0	1	32
Ap3:11836998-11837419	Cluster_510	N	20	41	41
Ap3:11986659-11987076	Cluster_511	N	23	15	7
Ap3:12058311-12058726	Cluster_512	N	0	27	21
Ap3:12062942-12063382	Cluster_513	N	61	149	191
Ap3:12077959-12078376	Cluster_514	N	0	12	41
Ap3:12374032-12374448	Cluster_515	N	0	18	31
Ap3:12450650-12451067	Cluster_516	N	12	74	65
Ap3:12576032-12576449	Cluster_517	N	462	63	68
Ap3:12677159-12677574	Cluster_518	N	10	4	5
Ap3:12778626-12779042	Cluster_519	N	43	2	11
Ap3:12788597-12789018	Cluster_520	N	3	23	26
Ap3:13145565-13145981	Cluster_521	N	6	13	55
Ap3:13296357-13296789	Cluster_522	N	53	4	10
Ap3:13857594-13858009	Cluster_523	N	0	0	21
Ap3:13945231-13945648	Cluster_524	N	7	43	49
Ap3:14149904-14150315	Cluster_525	N	9	5	4
Ap3:14201180-14201598	Cluster_526	N	14	22	26
Ap3:14380308-14380723	Cluster_527	N	2	17	7
Ap3:14400672-14401092	Cluster_528	N	1	31	8
Ap3:14653726-14654146	Cluster_529	N	3	43	115
Ap3:15290434-15290847	Cluster_530	N	0	1	18
Ap3:15326296-15326718	Cluster_531	N	30	9	12
Ap3:15548487-15548957	Cluster_532	N	52	12	6
Ap3:15551159-15551630	Cluster_533	N	49	15	8
Ap3:15615117-15615531	Cluster_534	N	7	9	9
Ap3:16445446-16445861	Cluster_535	N	5	9	19
Ap3:16458853-16459268	Cluster_536	N	26	28	11
Ap3:16714118-16714532	Cluster_537	N	0	4	19
Ap3:16783211-16783625	Cluster_538	N	0	6	15
Ap3:16830362-16830776	Cluster_539	N	0	1	17
Ap3:16875694-16876110	Cluster_540	N	1	10	9
Ap3:16884884-16885300	Cluster_541	N	0	17	3
Ap3:17168987-17169402	Cluster_542	N	6	22	39
Ap3:17242587-17243005	Cluster_543	N	36	2	5
Ap3:17340922-17341335	Cluster_544	N	4	11	3
Ap3:17545494-17545908	Cluster_545	N	0	0	43
Ap3:17565436-17565850	Cluster_546	N	2	7	14
Ap3:17720306-17720780	Cluster_547	N	98	12	5
Ap3:17720803-17721588	Cluster_548	N	453	35	46
Ap3:17721697-17722187	Cluster_549	N	947	95	57
Ap3:17722518-17722960	Cluster_550	N	34	6	2
Ap3:17723152-17723586	Cluster_551	N	44	2	1
Ap3:17723681-17724177	Cluster_552	N	77	12	12
Ap3:17735065-17735480	Cluster_553	N	0	0	57
Ap3:17847218-17847633	Cluster_554	N	7	19	22
Ap3:17891837-17892253	Cluster_555	N	32	13	8
Ap3:17954930-17955347	Cluster_556	N	4	28	17
Ap3:18011504-18011920	Cluster_557	N	2	14	94
Ap3:18140389-18140803	Cluster_558	N	4	3	24
Ap3:18331855-18332270	Cluster_559	N	3	11	10
Ap3:18388748-18389162	Cluster_560	N	0	0	26
Ap3:18472240-18472656	Cluster_561	N	9	35	24
Ap3:18553892-18554343	Cluster_562	N	5688	5623	1077
Ap3:18629698-18630113	Cluster_563	N	3	14	9
Ap3:18637328-18637740	Cluster_564	N	3	4	16
Ap3:18667417-18667831	Cluster_565	N	1	14	9
Ap3:18873601-18874018	Cluster_566	N	13	38	90
Ap3:18953990-18954409	Cluster_567	N	4	8	10
Ap3:19101761-19102176	Cluster_568	N	0	11	27
Ap3:19298227-19298648	Cluster_569	N	47	44	24
Ap3:19393218-19393635	Cluster_570	N	0	11	10
Ap3:19580069-19580485	Cluster_571	N	0	5	35
Ap3:19627512-19627930	Cluster_572	N	2	20	23
Ap3:19884957-19885495	Cluster_573	N	147	30	33
Ap3:19886715-19887253	Cluster_574	N	347	39	9
Ap3:19976298-19976714	Cluster_575	N	2	17	15
Ap3:19983579-19983995	Cluster_576	N	4	3	16
Ap3:20204190-20204606	Cluster_577	N	19	0	2
Ap3:20235732-20236157	Cluster_578	N	16	47	15
Ap3:20408870-20409286	Cluster_579	N	12	22	6
Ap3:20508230-20508645	Cluster_580	N	1	8	10
Ap3:20640821-20641235	Cluster_581	N	0	1	24
Ap3:20703793-20704210	Cluster_582	N	6	10	6
Ap3:20824350-20824772	Cluster_583	N	87	274	143
Ap3:20998413-20998834	Cluster_584	N	1	5	36
Ap3:21018559-21018975	Cluster_585	N	4	16	14
Ap3:21044141-21044563	Cluster_586	N	28	1	2
Ap3:21047877-21048302	Cluster_587	N	5	7	68
Ap3:21048906-21049370	Cluster_588	N	6	16	25
Ap3:21227908-21228323	Cluster_589	N	0	12	12
Ap3:21502656-21503128	Cluster_590	N	46	9	12
Ap3:21503785-21504252	Cluster_591	N	92	20	15
Ap3:21505462-21505939	Cluster_592	N	46	7	10
Ap3:21578652-21579069	Cluster_593	N	117	551	461
Ap3:21584043-21584461	Cluster_594	N	3	19	10
Ap3:21643400-21643493	Cluster_595	Y	82	11	8
Ap3:21646377-21646462	Cluster_596	Y	138	1	4
Ap3:21646793-21647212	Cluster_597	N	77	5	6
Ap3:21652205-21652298	Cluster_598	Y	83	12	10
Ap3:22148417-22148831	Cluster_599	N	0	0	21
Ap3:22183915-22184329	Cluster_600	N	0	1	17
Ap3:22406729-22407224	Cluster_601	N	32	13	3
Ap3:22413219-22413700	Cluster_602	N	78	2	11
Ap3:22499534-22499950	Cluster_603	N	0	9	20
Ap3:22633998-22634415	Cluster_604	N	0	17	20
Ap3:22779306-22779790	Cluster_605	N	1067	181	120
Ap3:22932485-22932902	Cluster_606	N	178	887	656
Ap3:23017943-23018358	Cluster_607	N	0	15	4
Ap3:23155475-23155936	Cluster_608	N	132	12	13
Ap3:23245913-23246334	Cluster_609	N	42	2	0
Ap3:23408439-23408858	Cluster_610	N	55	69	112
Ap3:23417917-23418333	Cluster_611	N	21	53	49
Ap3:23458251-23458668	Cluster_612	N	21	77	39
Ap3:23702603-23703017	Cluster_613	N	4	0	153
Ap3:23837483-23837899	Cluster_614	N	0	5	46
Ap3:23975096-23975512	Cluster_615	N	5	6	12
Ap3:24104951-24105366	Cluster_616	N	4	7	10
Ap3:24160482-24160897	Cluster_617	N	9	4	7
Ap3:24201101-24201518	Cluster_618	N	0	16	5
Ap3:24653173-24653591	Cluster_619	N	184	908	693
Ap3:24716058-24716487	Cluster_620	N	47	9	3
Ap3:24724648-24725065	Cluster_621	N	14	27	27
Ap3:24810097-24810511	Cluster_622	N	1	8	10
Ap3:25007528-25007945	Cluster_623	N	20	22	65
Ap3:25078501-25078915	Cluster_624	N	0	16	4
Ap3:25182194-25182618	Cluster_625	N	0	0	43
Ap3:25204951-25205366	Cluster_626	N	1	12	9
Ap3:25702524-25703020	Cluster_627	N	102	24	8
Ap3:25708819-25709348	Cluster_628	N	737	66	70
Ap3:26040298-26040714	Cluster_629	N	0	0	37
Ap3:26058325-26058741	Cluster_630	N	2	19	14
Ap3:26243016-26243434	Cluster_631	N	117	87	64
Ap3:26246510-26246925	Cluster_632	N	2	6	13
Ap3:26400462-26400879	Cluster_633	N	191	67	46
Ap3:26407456-26407874	Cluster_634	N	7	53	56
Ap3:26496114-26496531	Cluster_635	N	29	19	31
Ap3:26508198-26508614	Cluster_636	N	0	0	29
Ap3:26843391-26843806	Cluster_637	N	0	0	95
Ap3:26909391-26909806	Cluster_638	N	4	23	27
Ap3:26949756-26950172	Cluster_639	N	2	133	88
Ap3:27089579-27089992	Cluster_640	N	0	7	11
Ap3:27123341-27123778	Cluster_641	N	68	1	8
Ap3:27124010-27124446	Cluster_642	N	30	12	0
Ap3:27266502-27266971	Cluster_643	N	993	187	236
Ap12:31864-32314	Cluster_644	N	250	31	28
Ap12:62717-63133	Cluster_645	N	4	12	4
Ap12:117841-118258	Cluster_646	N	6	28	59
Ap12:246643-247060	Cluster_647	N	14	0	11
Ap12:324728-325144	Cluster_648	N	4	35	32
Ap12:337565-337981	Cluster_649	N	0	0	38
Ap12:550997-551415	Cluster_650	N	10	19	14
Ap12:926900-927314	Cluster_651	N	0	16	14
Ap12:1120800-1121214	Cluster_652	N	1	12	6
Ap12:1143367-1143806	Cluster_653	N	209	63	116
Ap12:1147728-1148144	Cluster_654	N	8	53	37
Ap12:1203687-1204102	Cluster_655	N	0	0	204
Ap12:1348891-1349307	Cluster_656	N	3	17	12
Ap12:1521257-1521674	Cluster_657	N	23	35	33
Ap12:1613877-1614295	Cluster_658	N	0	12	26
Ap12:1634156-1634578	Cluster_659	N	26	0	0
Ap12:1655284-1655702	Cluster_660	N	22	46	47
Ap12:1661135-1661553	Cluster_661	N	21	45	39
Ap12:1708152-1708568	Cluster_662	N	5	29	14
Ap12:1987393-1987811	Cluster_663	N	1239	123	126
Ap12:1992408-1992824	Cluster_664	N	2	9	13
Ap12:2297500-2297919	Cluster_665	N	72	683	478
Ap12:2568988-2569402	Cluster_666	N	0	1	17
Ap12:2630857-2631328	Cluster_667	N	29718	4079	5
Ap12:2696042-2696456	Cluster_668	N	0	0	54
Ap12:2712541-2712958	Cluster_669	N	12	33	30
Ap12:2779996-2780414	Cluster_670	N	5	14	22
Ap12:3125443-3125875	Cluster_671	N	0	22	3
Ap12:3127230-3127665	Cluster_672	N	57	144	274
Ap12:3130277-3130705	Cluster_673	N	48	2	2
Ap12:3133995-3134415	Cluster_674	N	1	12	7
Ap12:3452148-3452564	Cluster_675	N	447	0	74
Ap12:3500857-3501274	Cluster_676	N	18	33	21
Ap12:3597380-3597797	Cluster_677	N	0	0	55
Ap12:3603388-3603805	Cluster_678	N	176	341	231
Ap12:3642754-3643172	Cluster_679	N	29	172	113
Ap12:3651434-3651848	Cluster_680	N	0	8	16
Ap12:3901819-3902239	Cluster_681	N	7	28	8
Ap12:4169052-4169469	Cluster_682	N	15	7	6
Ap12:4208736-4209154	Cluster_683	N	1	22	18
Ap12:4265798-4266217	Cluster_684	N	37	62	119
Ap12:4923878-4924295	Cluster_685	N	28	108	111
Ap12:4993211-4993625	Cluster_686	N	0	0	18
Ap12:5055783-5056199	Cluster_687	N	31	0	29
Ap12:5456639-5457099	Cluster_688	N	156	6	51
Ap12:5853418-5853835	Cluster_689	N	148	17	18
Ap12:5894770-5895192	Cluster_690	N	87	0	0
Ap12:6388988-6389495	Cluster_691	N	936	158	99
Ap12:6389710-6391051	Cluster_692	N	933	163	115
Ap12:6391081-6391805	Cluster_693	N	310	59	56
Ap12:6391849-6392611	Cluster_694	N	814	138	90
Ap12:6561175-6561594	Cluster_695	N	12	30	21
Ap12:6577704-6578121	Cluster_696	N	0	20	17
Ap12:6673481-6673898	Cluster_697	N	5	10	6
Ap12:6925771-6926187	Cluster_698	N	0	34	9
Ap12:7040397-7040814	Cluster_699	N	56	1	1
Ap12:7182145-7182563	Cluster_700	N	20	3	0
Ap12:7323488-7323909	Cluster_701	N	18	6	4
Ap12:7324036-7324460	Cluster_702	N	47	1	11
Ap12:7400801-7401215	Cluster_703	N	10	19	19
Ap12:7489350-7489767	Cluster_704	N	5	18	12
Ap12:7509516-7509930	Cluster_705	N	8	7	5
Ap12:7879541-7879956	Cluster_706	N	0	23	0
Ap12:8204216-8204636	Cluster_707	N	91	165	161
Ap12:8227774-8228190	Cluster_708	N	0	16	8
Ap12:8353341-8353757	Cluster_709	N	2	17	10
Ap12:8465324-8465739	Cluster_710	N	23	16	14
Ap12:8612667-8613081	Cluster_711	N	10	5	7
Ap12:8920099-8920512	Cluster_712	N	0	6	14
Ap12:9126294-9126709	Cluster_713	N	1	24	13
Ap12:9169574-9169992	Cluster_714	N	56	76	46
Ap12:9613305-9613722	Cluster_715	N	0	10	9
Ap12:9827811-9828227	Cluster_716	N	4	31	24
Ap12:9832051-9832469	Cluster_717	N	0	80	67
Ap12:9984264-9984680	Cluster_718	N	0	0	33
Ap12:10031689-10032093	Cluster_719	N	6	4	8
Ap12:10097556-10097971	Cluster_720	N	3	1	31
Ap12:10267313-10267730	Cluster_721	N	11	13	0
Ap12:10303335-10303751	Cluster_722	N	17	48	49
Ap12:10701003-10701419	Cluster_723	N	5	10	9
Ap12:11032731-11033146	Cluster_724	N	3	40	94
Ap12:11066409-11066827	Cluster_725	N	16	62	48
Ap12:11093745-11094160	Cluster_726	N	1	34	214
Ap12:11218846-11219263	Cluster_727	N	31	19	39
Ap12:11324856-11325337	Cluster_728	N	427	56	31
Ap12:11327480-11327909	Cluster_729	N	42	3	4
Ap12:11341754-11342231	Cluster_730	N	126	27	21
Ap12:11344877-11345306	Cluster_731	N	44	4	0
Ap12:11345723-11346200	Cluster_732	N	65	4	12
Ap12:11349787-11350283	Cluster_733	N	79	9	10
Ap12:11350443-11350878	Cluster_734	N	32	15	11
Ap12:11363059-11363474	Cluster_735	N	4	31	35
Ap12:11526436-11526853	Cluster_736	N	52	2	2
Ap12:11713139-11713554	Cluster_737	N	0	4	36
Ap12:12352217-12352632	Cluster_738	N	4	12	6
Ap12:12586974-12587390	Cluster_739	N	1	0	65
Ap12:12696226-12696642	Cluster_740	N	1	26	28
Ap12:13245958-13246374	Cluster_741	N	95	176	110
Ap12:13321148-13321563	Cluster_742	N	7	8	14
Ap12:13449146-13449559	Cluster_743	N	0	6	13
Ap12:13454953-13455370	Cluster_744	N	3	26	15
Ap12:13491191-13491608	Cluster_745	N	4	52	55
Ap12:13531495-13531914	Cluster_746	N	6	22	21
Ap12:13653528-13653943	Cluster_747	N	71	1	10
Ap12:13669114-13669530	Cluster_748	N	28	0	0
Ap12:13785568-13786141	Cluster_749	N	43	7	14
Ap12:14099164-14099583	Cluster_750	N	72	20	13
Ap12:14361261-14361796	Cluster_751	N	94	16	3
Ap12:14489091-14489658	Cluster_752	N	109	338	204
Ap12:14525460-14525878	Cluster_753	N	123	5	5
Ap12:14605296-14605711	Cluster_754	N	0	0	20
Ap12:14634490-14634907	Cluster_755	N	80	51	39
Ap12:14775529-14775946	Cluster_756	N	20	13	25
Ap12:14927535-14927950	Cluster_757	N	15	2	8
Ap12:14975823-14976229	Cluster_758	N	20	0	1
Ap12:15036146-15036562	Cluster_759	N	19	5	17
Ap12:15073420-15073832	Cluster_760	N	2	1	19
Ap12:15085492-15085911	Cluster_761	N	127	15	7
Ap12:15494765-15495182	Cluster_762	N	13	0	15
Ap12:15602218-15602637	Cluster_763	N	128	16	8
Ap12:15641613-15642028	Cluster_764	N	2	10	26
Ap12:16001317-16001733	Cluster_765	N	2	9	11
Ap12:16584156-16584573	Cluster_766	N	3	10	23
Ap12:16608254-16608728	Cluster_767	N	387	38	29
Ap12:16639932-16640348	Cluster_768	N	25	189	165
Ap12:16698432-16698847	Cluster_769	N	0	15	13
Ap12:16736558-16737007	Cluster_770	N	14	41	21
Ap12:16965070-16965488	Cluster_771	N	1239	1277	835
Ap12:17054275-17054692	Cluster_772	N	15	236	330
Ap12:17314840-17315256	Cluster_773	N	6	0	18
Ap12:17436039-17436460	Cluster_774	N	51	12	30
Ap12:17439682-17440099	Cluster_775	N	13	5	2
Ap12:17467623-17468037	Cluster_776	N	0	3	18
Ap12:17776826-17777242	Cluster_777	N	2	4	14
Ap12:17887685-17888102	Cluster_778	N	11	1	9
Ap12:17924238-17924655	Cluster_779	N	34	127	92
Ap12:18133615-18134100	Cluster_780	N	132	46	55
Ap12:18212795-18213213	Cluster_781	N	40	158	291
Ap12:18214720-18215147	Cluster_782	N	263	0	3
Ap12:18510479-18510896	Cluster_783	N	1	16	18
Ap12:18566249-18566665	Cluster_784	N	0	10	54
Ap12:18589855-18590268	Cluster_785	N	3	18	0
Ap12:18851359-18851774	Cluster_786	N	12	146	67
Ap12:19508987-19509406	Cluster_787	N	12	77	69
Ap12:19526026-19526443	Cluster_788	N	15	30	13
Ap12:19709117-19709536	Cluster_789	N	5	9	6
Ap12:20259934-20260348	Cluster_790	N	0	4	16
Ap12:20710309-20710737	Cluster_791	N	21	8	2
Ap12:20912475-20912962	Cluster_792	N	1358	305	270
Ap12:22400409-22400825	Cluster_793	N	0	0	78
Ap12:22675118-22675536	Cluster_794	N	115	68	55
Ap12:22986161-22986577	Cluster_795	N	2	34	44
Ap12:22996374-22996790	Cluster_796	N	11	153	67
Ap12:23157627-23158043	Cluster_797	N	0	1	20
Ap12:23479603-23480017	Cluster_798	N	7	6	9
Ap12:23534525-23534943	Cluster_799	N	14	64	47
Ap12:23938758-23939173	Cluster_800	N	2	11	33
Ap12:24250894-24251309	Cluster_801	N	0	0	22
Ap12:24420698-24421115	Cluster_802	N	2	21	17
Ap12:24440455-24440876	Cluster_803	N	13	27	25
Ap12:25163669-25164083	Cluster_804	N	0	9	12
Ap12:25242764-25243179	Cluster_805	N	4	7	9
Ap12:25473907-25474323	Cluster_806	N	12	5	12
Ap12:25571438-25571854	Cluster_807	N	50	145	97
Ap12:25624795-25625209	Cluster_808	N	0	0	27
Ap12:25864681-25865095	Cluster_809	N	1	3	59
Ap12:25901604-25902021	Cluster_810	N	25	8	7
Ap12:26483205-26483620	Cluster_811	N	9	29	32
Ap12:26871693-26872263	Cluster_812	N	190	66	123
Ap12:26956204-26956619	Cluster_813	N	0	0	23
Ap12:27003827-27004234	Cluster_814	N	0	9	9
Ap12:27198711-27199127	Cluster_815	N	1	7	18
Ap12:27326101-27326514	Cluster_816	N	1	8	10
Ap12:27498612-27499027	Cluster_817	N	1	8	26
Ap12:27533511-27533932	Cluster_818	N	39	2	0
Ap12:27534573-27535010	Cluster_819	N	93	5	10
Ap12:27551353-27551764	Cluster_820	N	0	2	17
Ap12:27568470-27568964	Cluster_821	N	121	21	15
Ap12:27727556-27727970	Cluster_822	N	4	15	9
Ap12:27806065-27806486	Cluster_823	N	126	225	181
Ap12:27973481-27973907	Cluster_824	N	3	11	38
Ap12:28346656-28347070	Cluster_825	N	0	1	39
Ap12:28410657-28411072	Cluster_826	N	0	23	13
Ap12:28634709-28635123	Cluster_827	N	0	42	0
Ap12:28723663-28724128	Cluster_828	N	83	9	7
Ap12:28731579-28731995	Cluster_829	N	3	61	18
Ap12:28785106-28785523	Cluster_830	N	0	14	121
Ap12:29298796-29299212	Cluster_831	N	9	4	7
Ap12:29337728-29338144	Cluster_832	N	12	21	35
Ap12:29415395-29415812	Cluster_833	N	31	12	20
Ap12:29452068-29452484	Cluster_834	N	0	0	19
Ap5:213444-213858	Cluster_835	N	1	7	11
Ap5:881920-882335	Cluster_836	N	0	0	23
Ap5:1104069-1104484	Cluster_837	N	16	30	29
Ap5:1205350-1205767	Cluster_838	N	3	20	20
Ap5:1763619-1764039	Cluster_839	N	53	112	91
Ap5:1765843-1766293	Cluster_840	N	235	78	3
Ap5:1767649-1768121	Cluster_841	N	325	40	367
Ap5:1839282-1839748	Cluster_842	N	14	31	49
Ap5:1863793-1864222	Cluster_843	N	52	4	1
Ap5:1879199-1879621	Cluster_844	N	98	16	11
Ap5:2002663-2003085	Cluster_845	N	98	18	9
Ap5:2015666-2016082	Cluster_846	N	8	26	14
Ap5:2106520-2106935	Cluster_847	N	4	8	19
Ap5:2171504-2172203	Cluster_848	N	2451	796	582
Ap5:2174566-2175192	Cluster_849	N	845	177	135
Ap5:2599272-2599688	Cluster_850	N	3	11	16
Ap5:2604913-2605329	Cluster_851	N	9	2	18
Ap5:2615582-2615999	Cluster_852	N	11	32	19
Ap5:2718926-2719339	Cluster_853	N	0	5	15
Ap5:2727581-2727997	Cluster_854	N	34	4	4
Ap5:2802631-2803048	Cluster_855	N	11	81	59
Ap5:3042916-3043330	Cluster_856	N	0	0	39
Ap5:3065085-3065498	Cluster_857	N	0	0	21
Ap5:3083492-3084118	Cluster_858	N	875	173	135
Ap5:3134205-3134619	Cluster_859	N	0	0	22
Ap5:3580650-3581066	Cluster_860	N	0	21	56
Ap5:3667379-3667796	Cluster_861	N	41	275	185
Ap5:3916885-3917302	Cluster_862	N	2	20	20
Ap5:4664770-4665188	Cluster_863	N	2	49	103
Ap5:4893023-4893441	Cluster_864	N	37	27	13
Ap5:4918119-4918535	Cluster_865	N	5	11	9
Ap5:4977207-4977622	Cluster_866	N	15	9	9
Ap5:5337404-5337821	Cluster_867	N	8	164	94
Ap5:5508213-5508629	Cluster_868	N	31	61	71
Ap5:5641260-5641674	Cluster_869	N	5	14	1
Ap5:5649432-5649847	Cluster_870	N	8	8	19
Ap5:6143644-6144056	Cluster_871	N	12	6	7
Ap5:6459862-6460277	Cluster_872	N	0	0	53
Ap5:6646564-6646981	Cluster_873	N	12	36	20
Ap5:6907347-6907774	Cluster_874	N	354	109	79
Ap5:7053987-7054401	Cluster_875	N	0	0	49
Ap5:7201239-7201657	Cluster_876	N	6	56	11
Ap5:7236883-7237300	Cluster_877	N	2	5	25
Ap5:7352373-7352789	Cluster_878	N	5	2	41
Ap5:7364907-7365381	Cluster_879	N	1647	10	177
Ap5:7431901-7432315	Cluster_880	N	1	11	65
Ap5:7455979-7456394	Cluster_881	N	0	5	14
Ap5:7515477-7515892	Cluster_882	N	0	7	16
Ap5:7537538-7537973	Cluster_883	N	115	25	4
Ap5:7575567-7575983	Cluster_884	N	15	11	11
Ap5:7616513-7617213	Cluster_885	N	6585	2019	1406
Ap5:7656376-7656793	Cluster_886	N	12	138	121
Ap5:7679475-7679891	Cluster_887	N	29	13	16
Ap5:7848239-7848654	Cluster_888	N	0	3	24
Ap5:8027759-8028175	Cluster_889	N	4	114	82
Ap5:8037426-8037843	Cluster_890	N	40	56	51
Ap5:8228658-8229077	Cluster_891	N	54	5	6
Ap5:8609011-8609431	Cluster_892	N	5	8	13
Ap5:8792531-8792947	Cluster_893	N	16	1	8
Ap5:9195048-9195469	Cluster_894	N	11	2	6
Ap5:9474062-9474479	Cluster_895	N	15	0	4
Ap5:9626331-9626745	Cluster_896	N	0	12	70
Ap5:9666342-9666813	Cluster_897	N	308	1	0
Ap5:9791215-9791630	Cluster_898	N	2	5	14
Ap5:9842166-9842579	Cluster_899	N	0	0	22
Ap5:9925143-9925552	Cluster_900	N	1	5	14
Ap5:10195839-10196256	Cluster_901	N	14	13	23
Ap5:10213159-10213598	Cluster_902	N	105	13	2
Ap5:10214738-10215167	Cluster_903	N	25	6	6
Ap5:10217282-10217815	Cluster_904	N	69	7	19
Ap5:10279295-10279723	Cluster_905	N	66	18	20
Ap5:10402769-10403178	Cluster_906	N	0	12	6
Ap5:10610948-10611366	Cluster_907	N	14	2	6
Ap5:10643465-10643881	Cluster_908	N	8	9	18
Ap5:10680691-10681105	Cluster_909	N	0	25	72
Ap5:10682397-10682813	Cluster_910	N	0	2	130
Ap5:10870207-10870623	Cluster_911	N	1	11	10
Ap5:10893405-10893825	Cluster_912	N	3	18	6
Ap5:10905884-10906300	Cluster_913	N	0	137	111
Ap5:10975793-10976209	Cluster_914	N	7	5	14
Ap5:11078201-11078615	Cluster_915	N	0	8	19
Ap5:11130183-11130598	Cluster_916	N	7	37	84
Ap5:11154420-11154843	Cluster_917	N	61	8	6
Ap5:11167650-11168068	Cluster_918	N	39	57	57
Ap5:11356078-11356494	Cluster_919	N	4	47	30
Ap5:11360426-11360854	Cluster_920	N	47	2	4
Ap5:11374345-11374773	Cluster_921	N	44	3	2
Ap5:11521743-11522164	Cluster_922	N	61	3	3
Ap5:11691434-11691847	Cluster_923	N	37	5	5
Ap5:11697731-11698267	Cluster_924	N	343	29	32
Ap5:11711720-11712136	Cluster_925	N	12	22	11
Ap5:11807551-11807967	Cluster_926	N	4	10	15
Ap5:12010543-12010959	Cluster_927	N	18	0	4
Ap5:12628107-12628522	Cluster_928	N	5	4	10
Ap5:13273953-13274369	Cluster_929	N	7	21	41
Ap5:13383787-13384204	Cluster_930	N	65	1	0
Ap5:13752271-13752695	Cluster_931	N	16	8	40
Ap5:13912227-13912642	Cluster_932	N	0	8	17
Ap5:14127119-14127536	Cluster_933	N	7	9	99
Ap5:14134325-14134741	Cluster_934	N	0	1	23
Ap5:14200776-14201190	Cluster_935	N	0	9	13
Ap5:14304849-14305263	Cluster_936	N	6	7	21
Ap5:14307589-14308004	Cluster_937	N	6	44	36
Ap5:14405689-14406106	Cluster_938	N	22	23	33
Ap5:14491757-14492174	Cluster_939	N	25	88	45
Ap5:15312167-15312568	Cluster_940	N	17	1	6
Ap5:15505855-15506276	Cluster_941	N	28	82	83
Ap5:15803246-15803660	Cluster_942	N	0	1	31
Ap5:16454980-16455394	Cluster_943	N	0	0	20
Ap5:16581960-16582375	Cluster_944	N	2	9	8
Ap5:16987609-16988025	Cluster_945	N	16	6	6
Ap5:17055574-17055989	Cluster_946	N	2	27	0
Ap5:17389151-17389565	Cluster_947	N	0	11	9
Ap5:17488258-17488770	Cluster_948	N	1192	1695	1478
Ap5:17490024-17490438	Cluster_949	N	4	5	11
Ap5:17698550-17698966	Cluster_950	N	5	14	12
Ap5:17853020-17853435	Cluster_951	N	1	2	25
Ap5:17925141-17925559	Cluster_952	N	5	29	13
Ap5:18161710-18162128	Cluster_953	N	3	14	19
Ap5:18386332-18386749	Cluster_954	N	12	68	63
Ap5:18543433-18543847	Cluster_955	N	1	13	12
Ap5:18555044-18555461	Cluster_956	N	7	27	22
Ap5:18632868-18633285	Cluster_957	N	34	88	68
Ap5:18767528-18767943	Cluster_958	N	0	1	23
Ap5:18869225-18869642	Cluster_959	N	6	19	12
Ap5:18919690-18920104	Cluster_960	N	2	13	13
Ap5:18943904-18944320	Cluster_961	N	10	0	12
Ap5:18949938-18950356	Cluster_962	N	22	33	20
Ap5:19186906-19187321	Cluster_963	N	3	7	21
Ap5:19441104-19441523	Cluster_964	N	13	40	29
Ap5:19552371-19552785	Cluster_965	N	0	11	15
Ap5:19881196-19881615	Cluster_966	N	125	26	28
Ap5:20370549-20370962	Cluster_967	N	3	4	14
Ap5:20436083-20436499	Cluster_968	N	4	13	12
Ap5:20441698-20442138	Cluster_969	N	2	24	14
Ap5:20622962-20623378	Cluster_970	N	18	4	8
Ap5:20687464-20687879	Cluster_971	N	3	11	10
Ap5:20751168-20751583	Cluster_972	N	0	3	20
Ap5:20893125-20893542	Cluster_973	N	4	25	12
Ap5:20900712-20901129	Cluster_974	N	0	35	76
Ap5:21002532-21002949	Cluster_975	N	2	12	12
Ap5:21049967-21050375	Cluster_976	N	6	9	5
Ap5:21064150-21064564	Cluster_977	N	0	34	104
Ap5:21376909-21377325	Cluster_978	N	18	27	19
Ap5:21567992-21568409	Cluster_979	N	29	6	1
Ap5:21719575-21720051	Cluster_980	N	104	8	12
Ap5:21723802-21724276	Cluster_981	N	56	21	8
Ap5:21724701-21725173	Cluster_982	N	148	14	10
Ap5:21727152-21727567	Cluster_983	N	34	1	2
Ap5:21733512-21733988	Cluster_984	N	39	4	2
Ap5:21783356-21783801	Cluster_985	N	112	6	1
Ap5:21854307-21854724	Cluster_986	N	0	13	8
Ap5:21859713-21860130	Cluster_987	N	14	51	22
Ap5:22121408-22121825	Cluster_988	N	28	5	6
Ap5:22382878-22383297	Cluster_989	N	337	4260	3011
Ap5:22570281-22570712	Cluster_990	N	52	3	3
Ap5:22601932-22602364	Cluster_991	N	52	3	5
