"","target","species","OG","Nvec","Ahya","Apoc"
"NV2t023410010.1","NV2t023410010.1","Nvec","OG_11396",1,1,1
"NV2t023410011.1","NV2t023410011.1","Nvec","OG_11396",1,1,1
"NV2t023410012.1","NV2t023410012.1","Nvec","OG_11396",1,1,1
"NV2t023410013.1","NV2t023410013.1","Nvec","OG_11396",1,1,1
"NV2t023410002.1","NV2t023410002.1","Nvec","OG_11396",1,1,1
"NV2t023410003.1","NV2t023410003.1","Nvec","OG_11396",1,1,1
"NV2t023410004.1","NV2t023410004.1","Nvec","OG_11396",1,1,1
"NV2t023410005.1","NV2t023410005.1","Nvec","OG_11396",1,1,1
"NV2t023410006.1","NV2t023410006.1","Nvec","OG_11396",1,1,1
"NV2t023410007.1","NV2t023410007.1","Nvec","OG_11396",1,1,1
"NV2t023410008.1","NV2t023410008.1","Nvec","OG_11396",1,1,1
"NV2t023410009.1","NV2t023410009.1","Nvec","OG_11396",1,1,1
"NV2t023410014.1","NV2t023410014.1","Nvec","OG_11396",1,1,1
"NV2t023412001.1","NV2t023412001.1","Nvec","OG_1000",1,1,0
"NV2t023428001.1","NV2t023428001.1","Nvec","OG_631",1,1,1
"NV2t023436001.1","NV2t023436001.1","Nvec","OG_11312",1,0,0
"NV2t023438001.1","NV2t023438001.1","Nvec","OG_6415",1,1,1
"NV2t023446001.1","NV2t023446001.1","Nvec","OG_3389",1,1,0
"NV2t023451001.1","NV2t023451001.1","Nvec","OG_998",1,1,0
"NV2t023452001.1","NV2t023452001.1","Nvec","OG_11645",1,0,1
"NV2t023453001.1","NV2t023453001.1","Nvec","OG_3410",1,0,0
"NV2t023463001.1","NV2t023463001.1","Nvec","OG_11406",1,1,0
"NV2t023463002.1","NV2t023463002.1","Nvec","OG_11406",1,1,0
"NV2t023469001.1","NV2t023469001.1","Nvec","OG_3395",1,1,0
"NV2t023470001.1","NV2t023470001.1","Nvec","OG_11340",1,1,0
"NV2t023481001.1","NV2t023481001.1","Nvec","OG_639",1,1,0
"NV2t023488001.1","NV2t023488001.1","Nvec","OG_3509",1,1,0
"NV2t023488002.1","NV2t023488002.1","Nvec","OG_3509",1,1,0
"NV2t023488003.1","NV2t023488003.1","Nvec","OG_3509",1,1,0
"NV2t023488004.1","NV2t023488004.1","Nvec","OG_3509",1,1,0
"NV2t023488005.1","NV2t023488005.1","Nvec","OG_3509",1,1,0
"NV2t023488006.1","NV2t023488006.1","Nvec","OG_3509",1,1,0
"NV2t023488007.1","NV2t023488007.1","Nvec","OG_3509",1,1,0
"NV2t023492001.1","NV2t023492001.1","Nvec","OG_1269",1,0,0
"NV2t023515001.1","NV2t023515001.1","Nvec","OG_6437",1,1,0
"NV2t023518001.1","NV2t023518001.1","Nvec","OG_5697",1,0,1
"NV2t023532001.1","NV2t023532001.1","Nvec","OG_1521",1,0,0
"NV2t023534001.1","NV2t023534001.1","Nvec","OG_11516",1,0,0
"NV2t023535001.1","NV2t023535001.1","Nvec","OG_5701",1,0,0
"NV2t023537001.1","NV2t023537001.1","Nvec","OG_5702",1,0,0
"NV2t023556001.1","NV2t023556001.1","Nvec","OG_3354",1,0,0
"NV2t023559001.1","NV2t023559001.1","Nvec","OG_662",1,0,0
"NV2t023560001.1","NV2t023560001.1","Nvec","OG_5340",1,1,0
"NV2t023560003.1","NV2t023560003.1","Nvec","OG_5340",1,1,0
"NV2t023560005.1","NV2t023560005.1","Nvec","OG_5340",1,1,0
"NV2t023579001.1","NV2t023579001.1","Nvec","OG_3494",1,1,0
"NV2t023579002.1","NV2t023579002.1","Nvec","OG_3494",1,1,0
"NV2t023579003.1","NV2t023579003.1","Nvec","OG_3494",1,1,0
"NV2t023581001.1","NV2t023581001.1","Nvec","OG_3492",1,1,0
"NV2t023581002.1","NV2t023581002.1","Nvec","OG_3492",1,1,0
"NV2t023582001.1","NV2t023582001.1","Nvec","OG_333",1,1,1
"NV2t023582002.1","NV2t023582002.1","Nvec","OG_333",1,1,1
"NV2t023583001.1","NV2t023583001.1","Nvec","OG_11637",1,1,0
"NV2t023583002.1","NV2t023583002.1","Nvec","OG_11637",1,1,0
"NV2t023585001.1","NV2t023585001.1","Nvec","OG_11663",1,1,0
"NV2t023601002.1","NV2t023601002.1","Nvec","OG_11404",1,0,0
"NV2t023605001.1","NV2t023605001.1","Nvec","OG_11585",1,1,0
"NV2t023609001.1","NV2t023609001.1","Nvec","OG_10647",1,0,0
"NV2t023631001.1","NV2t023631001.1","Nvec","OG_3356",1,1,1
"NV2t023654001.1","NV2t023654001.1","Nvec","OG_8644",1,0,0
"NV2t023657001.1","NV2t023657001.1","Nvec","OG_761",1,1,0
"NV2t023672001.1","NV2t023672001.1","Nvec","OG_6167",1,1,0
"NV2t023673001.1","NV2t023673001.1","Nvec","OG_5703",1,0,0
"NV2t023674001.1","NV2t023674001.1","Nvec","OG_11413",1,1,0
"NV2t023683001.1","NV2t023683001.1","Nvec","OG_3383",1,1,1
"NV2t023685001.1","NV2t023685001.1","Nvec","OG_11771",1,1,0
"NV2t023687001.1","NV2t023687001.1","Nvec","OG_3408",1,1,1
"NV2t023688001.1","NV2t023688001.1","Nvec","OG_5094",1,1,1
"NV2t023688002.1","NV2t023688002.1","Nvec","OG_5094",1,1,1
"NV2t023688003.1","NV2t023688003.1","Nvec","OG_5094",1,1,1
"NV2t023697001.1","NV2t023697001.1","Nvec","OG_643",1,1,0
"NV2t023708001.1","NV2t023708001.1","Nvec","OG_11653",1,1,0
"NV2t023708002.1","NV2t023708002.1","Nvec","OG_11653",1,1,0
"NV2t023709001.1","NV2t023709001.1","Nvec","OG_3386",1,0,0
"NV2t023709002.1","NV2t023709002.1","Nvec","OG_3386",1,0,0
"NV2t023709003.1","NV2t023709003.1","Nvec","OG_3386",1,0,0
"NV2t023713001.1","NV2t023713001.1","Nvec","OG_11363",1,1,0
"NV2t023727001.1","NV2t023727001.1","Nvec","OG_3401",1,1,1
"NV2t023748001.1","NV2t023748001.1","Nvec","OG_60",1,0,0
"NV2t023750001.1","NV2t023750001.1","Nvec","OG_11426",1,1,0
"NV2t023778001.1","NV2t023778001.1","Nvec","OG_426",1,1,1
"NV2t023780001.1","NV2t023780001.1","Nvec","OG_9445",1,0,0
"NV2t023782001.1","NV2t023782001.1","Nvec","OG_3357",1,0,0
"NV2t023782002.1","NV2t023782002.1","Nvec","OG_3357",1,0,0
"NV2t023794001.1","NV2t023794001.1","Nvec","OG_11687",1,1,0
"NV2t023797001.1","NV2t023797001.1","Nvec","OG_7201",1,1,1
"NV2t023797002.1","NV2t023797002.1","Nvec","OG_7201",1,1,1
"NV2t023798002.1","NV2t023798002.1","Nvec","OG_7201",1,1,1
"NV2t023798001.1","NV2t023798001.1","Nvec","OG_7201",1,1,1
"NV2t023798003.1","NV2t023798003.1","Nvec","OG_7201",1,1,1
"NV2t023798004.1","NV2t023798004.1","Nvec","OG_7201",1,1,1
"NV2t023800001.1","NV2t023800001.1","Nvec","OG_3403",1,0,0
"NV2t023800002.1","NV2t023800002.1","Nvec","OG_3403",1,0,0
"NV2t023802001.1","NV2t023802001.1","Nvec","OG_10764",1,1,0
"NV2t023802002.1","NV2t023802002.1","Nvec","OG_10764",1,1,0
"NV2t023802003.1","NV2t023802003.1","Nvec","OG_10764",1,1,0
"NV2t023804001.1","NV2t023804001.1","Nvec","OG_1016",1,1,0
"NV2t023809001.1","NV2t023809001.1","Nvec","OG_3554",1,1,0
"NV2t023810001.1","NV2t023810001.1","Nvec","OG_11327",1,1,0
"NV2t023815001.1","NV2t023815001.1","Nvec","OG_1020",1,1,0
"NV2t023824001.1","NV2t023824001.1","Nvec","OG_5705",1,0,0
"NV2t023842001.1","NV2t023842001.1","Nvec","OG_11370",1,1,0
"NV2t023847001.1","NV2t023847001.1","Nvec","OG_11723",1,0,0
"NV2t023855001.1","NV2t023855001.1","Nvec","OG_11326",1,1,0
"NV2t023855002.1","NV2t023855002.1","Nvec","OG_11326",1,1,0
"NV2t023856001.1","NV2t023856001.1","Nvec","OG_3442",1,1,0
"NV2t023871001.1","NV2t023871001.1","Nvec","OG_910",1,0,1
"NV2t023871002.1","NV2t023871002.1","Nvec","OG_910",1,0,1
"NV2t023883001.1","NV2t023883001.1","Nvec","OG_3411",1,1,0
"NV2t023884001.1","NV2t023884001.1","Nvec","OG_11403",1,1,0
"NV2t023884002.1","NV2t023884002.1","Nvec","OG_11403",1,1,0
"NV2t023886001.1","NV2t023886001.1","Nvec","OG_11600",1,1,0
"NV2t023886002.1","NV2t023886002.1","Nvec","OG_11600",1,1,0
"NV2t023886003.1","NV2t023886003.1","Nvec","OG_11600",1,1,0
"NV2t023890001.1","NV2t023890001.1","Nvec","OG_11591",1,1,0
"NV2t023890002.1","NV2t023890002.1","Nvec","OG_11591",1,1,0
"NV2t023890003.1","NV2t023890003.1","Nvec","OG_11591",1,1,0
"NV2t023891001.1","NV2t023891001.1","Nvec","OG_11739",1,1,0
"NV2t023893001.1","NV2t023893001.1","Nvec","OG_11406",1,1,0
"NV2t023893002.1","NV2t023893002.1","Nvec","OG_11406",1,1,0
"NV2t023893003.1","NV2t023893003.1","Nvec","OG_11406",1,1,0
"NV2t023896001.1","NV2t023896001.1","Nvec","OG_11379",1,0,0
"NV2t023896002.1","NV2t023896002.1","Nvec","OG_11379",1,0,0
"NV2t023897001.1","NV2t023897001.1","Nvec","OG_11319",1,1,0
"NV2t023897002.1","NV2t023897002.1","Nvec","OG_11319",1,1,0
"NV2t023897003.1","NV2t023897003.1","Nvec","OG_11319",1,1,0
"NV2t023903001.1","NV2t023903001.1","Nvec","OG_11701",1,1,0
"NV2t023908001.1","NV2t023908001.1","Nvec","OG_11701",1,1,0
"NV2t023925001.1","NV2t023925001.1","Nvec","OG_3422",1,1,0
"NV2t023936003.1","NV2t023936003.1","Nvec","OG_11730",1,1,0
"NV2t023936001.1","NV2t023936001.1","Nvec","OG_11730",1,1,0
"NV2t023936002.1","NV2t023936002.1","Nvec","OG_11730",1,1,0
"NV2t023938001.1","NV2t023938001.1","Nvec","OG_11729",1,1,0
"NV2t023938002.1","NV2t023938002.1","Nvec","OG_11729",1,1,0
"NV2t023940001.1","NV2t023940001.1","Nvec","OG_5709",1,0,0
"NV2t023957001.1","NV2t023957001.1","Nvec","OG_11374",1,0,0
"NV2t023957002.1","NV2t023957002.1","Nvec","OG_11374",1,0,0
"NV2t023957003.1","NV2t023957003.1","Nvec","OG_11374",1,0,0
"NV2t023957004.1","NV2t023957004.1","Nvec","OG_11374",1,0,0
"NV2t023957005.1","NV2t023957005.1","Nvec","OG_11374",1,0,0
"NV2t023957006.1","NV2t023957006.1","Nvec","OG_11374",1,0,0
"NV2t023957007.1","NV2t023957007.1","Nvec","OG_11374",1,0,0
"NV2t023959001.1","NV2t023959001.1","Nvec","OG_227",1,1,1
"NV2t023961001.1","NV2t023961001.1","Nvec","OG_661",1,1,0
"NV2t023965001.1","NV2t023965001.1","Nvec","OG_661",1,1,0
"NV2t023991001.1","NV2t023991001.1","Nvec","OG_5962",1,0,0
"NV2t024020001.1","NV2t024020001.1","Nvec","OG_3555",1,0,0
"NV2t024032001.1","NV2t024032001.1","Nvec","OG_11523",1,1,0
"NV2t024032002.1","NV2t024032002.1","Nvec","OG_11523",1,1,0
"NV2t024033001.1","NV2t024033001.1","Nvec","OG_11615",1,0,0
"NV2t024046001.1","NV2t024046001.1","Nvec","OG_1533",1,0,0
"NV2t024053001.1","NV2t024053001.1","Nvec","OG_3379",1,1,0
"NV2t024075001.1","NV2t024075001.1","Nvec","OG_3400",1,1,0
"NV2t024090001.1","NV2t024090001.1","Nvec","OG_3474",1,1,0
"NV2t024113002.1","NV2t024113002.1","Nvec","OG_5530",1,0,0
"NV2t024113004.1","NV2t024113004.1","Nvec","OG_5530",1,0,0
"NV2t024113005.1","NV2t024113005.1","Nvec","OG_5530",1,0,0
"NV2t024120001.1","NV2t024120001.1","Nvec","OG_794",1,1,1
"NV2t024121001.1","NV2t024121001.1","Nvec","OG_794",1,1,1
"NV2t024121002.1","NV2t024121002.1","Nvec","OG_794",1,1,1
"NV2t024123001.1","NV2t024123001.1","Nvec","OG_11703",1,1,0
"NV2t024154001.1","NV2t024154001.1","Nvec","OG_3497",1,1,0
"NV2t024164001.1","NV2t024164001.1","Nvec","OG_3462",1,1,0
"NV2t024182001.1","NV2t024182001.1","Nvec","OG_5342",1,1,1
"NV2t024183001.1","NV2t024183001.1","Nvec","OG_170",1,1,1
"NV2t024187001.1","NV2t024187001.1","Nvec","OG_993",1,1,1
"NV2t024191001.1","NV2t024191001.1","Nvec","OG_3458",1,0,0
"NV2t024192001.1","NV2t024192001.1","Nvec","OG_5152",1,1,0
"NV2t024196001.1","NV2t024196001.1","Nvec","OG_3444",1,1,0
"NV2t024211001.1","NV2t024211001.1","Nvec","OG_6175",1,1,0
"NV2t024215001.1","NV2t024215001.1","Nvec","OG_6448",1,0,0
"NV2t024218001.1","NV2t024218001.1","Nvec","OG_3485",1,1,0
"NV2t024218002.1","NV2t024218002.1","Nvec","OG_3485",1,1,0
"NV2t024218003.1","NV2t024218003.1","Nvec","OG_3485",1,1,0
"NV2t024218004.1","NV2t024218004.1","Nvec","OG_3485",1,1,0
"NV2t024219002.1","NV2t024219002.1","Nvec","OG_7601",1,1,0
"NV2t024219003.1","NV2t024219003.1","Nvec","OG_7601",1,1,0
"NV2t024219004.1","NV2t024219004.1","Nvec","OG_7601",1,1,0
"NV2t024229001.1","NV2t024229001.1","Nvec","OG_792",1,1,0
"NV2t024229002.1","NV2t024229002.1","Nvec","OG_792",1,1,0
"NV2t024229003.1","NV2t024229003.1","Nvec","OG_792",1,1,0
"NV2t024239001.1","NV2t024239001.1","Nvec","OG_270",1,1,1
"NV2t024244001.1","NV2t024244001.1","Nvec","OG_3437",1,0,0
"NV2t024244002.1","NV2t024244002.1","Nvec","OG_3437",1,0,0
"NV2t024244003.1","NV2t024244003.1","Nvec","OG_3437",1,0,0
"NV2t024244004.1","NV2t024244004.1","Nvec","OG_3437",1,0,0
"NV2t024244005.1","NV2t024244005.1","Nvec","OG_3437",1,0,0
"NV2t024245001.1","NV2t024245001.1","Nvec","OG_3436",1,1,0
"NV2t024245002.1","NV2t024245002.1","Nvec","OG_3436",1,1,0
"NV2t024257001.1","NV2t024257001.1","Nvec","OG_4074",1,1,0
"NV2t024283001.1","NV2t024283001.1","Nvec","OG_1125",1,0,1
"NV2t024284001.1","NV2t024284001.1","Nvec","OG_4335",1,0,1
"NV2t024284002.1","NV2t024284002.1","Nvec","OG_4335",1,0,1
"NV2t024284003.1","NV2t024284003.1","Nvec","OG_4335",1,0,1
"NV2t024284004.1","NV2t024284004.1","Nvec","OG_4335",1,0,1
"NV2t024310001.1","NV2t024310001.1","Nvec","OG_11455",1,1,0
"NV2t024314001.1","NV2t024314001.1","Nvec","OG_672",1,1,0
"NV2t024314002.1","NV2t024314002.1","Nvec","OG_672",1,1,0
"NV2t024315001.1","NV2t024315001.1","Nvec","OG_11763",1,1,0
"NV2t024315002.1","NV2t024315002.1","Nvec","OG_11763",1,1,0
"NV2t024322001.1","NV2t024322001.1","Nvec","OG_1226",1,1,0
"NV2t024345001.1","NV2t024345001.1","Nvec","OG_6199",1,0,0
"NV2t024360001.1","NV2t024360001.1","Nvec","OG_1275",1,0,0
"NV2t024386001.1","NV2t024386001.1","Nvec","OG_3532",1,1,0
"NV2t024396001.1","NV2t024396001.1","Nvec","OG_3653",1,0,0
"NV2t024401001.1","NV2t024401001.1","Nvec","OG_1120",1,1,0
"NV2t024401002.1","NV2t024401002.1","Nvec","OG_1120",1,1,0
"NV2t024402001.1","NV2t024402001.1","Nvec","OG_12588",1,0,0
"NV2t024402002.1","NV2t024402002.1","Nvec","OG_12588",1,0,0
"NV2t024404001.1","NV2t024404001.1","Nvec","OG_1114",1,1,0
"NV2t024405001.1","NV2t024405001.1","Nvec","OG_701",1,0,1
"NV2t024405002.1","NV2t024405002.1","Nvec","OG_701",1,0,1
"NV2t024418001.1","NV2t024418001.1","Nvec","OG_1056",1,1,0
"NV2t024428002.1","NV2t024428002.1","Nvec","OG_2598",1,1,0
"NV2t024437001.1","NV2t024437001.1","Nvec","OG_3577",1,1,0
"NV2t024444001.1","NV2t024444001.1","Nvec","OG_10771",1,1,0
"NV2t024456001.1","NV2t024456001.1","Nvec","OG_5967",1,1,0
"NV2t024471001.1","NV2t024471001.1","Nvec","OG_11541",1,0,0
"NV2t024471002.1","NV2t024471002.1","Nvec","OG_11541",1,0,0
"NV2t024478001.1","NV2t024478001.1","Nvec","OG_797",1,1,0
"NV2t024478002.1","NV2t024478002.1","Nvec","OG_797",1,1,0
"NV2t024496001.1","NV2t024496001.1","Nvec","OG_721",1,1,0
"NV2t024496002.1","NV2t024496002.1","Nvec","OG_721",1,1,0
"NV2t024496003.1","NV2t024496003.1","Nvec","OG_721",1,1,0
"NV2t024513001.1","NV2t024513001.1","Nvec","OG_11992",1,0,0
"NV2t024553001.1","NV2t024553001.1","Nvec","OG_126",1,1,1
"NV2t024555001.1","NV2t024555001.1","Nvec","OG_1106",1,0,1
"NV2t024556001.1","NV2t024556001.1","Nvec","OG_703",1,1,1
"NV2t024574001.1","NV2t024574001.1","Nvec","OG_1849",1,1,0
"NV2t024577001.1","NV2t024577001.1","Nvec","OG_682",1,1,1
"NV2t024591001.1","NV2t024591001.1","Nvec","OG_6433",1,1,0
"NV2t024591002.1","NV2t024591002.1","Nvec","OG_6433",1,1,0
"NV2t024596001.1","NV2t024596001.1","Nvec","OG_12259",1,1,0
"NV2t024626001.1","NV2t024626001.1","Nvec","OG_470",1,1,1
"NV2t024635001.1","NV2t024635001.1","Nvec","OG_11604",1,0,0
"NV2t024637001.1","NV2t024637001.1","Nvec","OG_11357",1,1,0
"NV2t024650001.1","NV2t024650001.1","Nvec","OG_11423",1,1,1
"NV2t024652001.1","NV2t024652001.1","Nvec","OG_3638",1,0,0
"NV2t024652002.1","NV2t024652002.1","Nvec","OG_3638",1,0,0
"NV2t024652003.1","NV2t024652003.1","Nvec","OG_3638",1,0,0
"NV2t024652004.1","NV2t024652004.1","Nvec","OG_3638",1,0,0
"NV2t024658001.1","NV2t024658001.1","Nvec","OG_972",1,1,0
"NV2t024658002.1","NV2t024658002.1","Nvec","OG_972",1,1,0
"NV2t024658003.1","NV2t024658003.1","Nvec","OG_972",1,1,0
"NV2t024658004.1","NV2t024658004.1","Nvec","OG_972",1,1,0
"NV2t024658005.1","NV2t024658005.1","Nvec","OG_972",1,1,0
"NV2t024667001.1","NV2t024667001.1","Nvec","OG_11630",1,1,0
"NV2t024670004.1","NV2t024670004.1","Nvec","OG_11526",1,1,0
"NV2t024670005.1","NV2t024670005.1","Nvec","OG_11526",1,1,0
"NV2t024670006.1","NV2t024670006.1","Nvec","OG_11526",1,1,0
"NV2t024670007.1","NV2t024670007.1","Nvec","OG_11526",1,1,0
"NV2t024670001.1","NV2t024670001.1","Nvec","OG_11526",1,1,0
"NV2t024670002.1","NV2t024670002.1","Nvec","OG_11526",1,1,0
"NV2t024670003.1","NV2t024670003.1","Nvec","OG_11526",1,1,0
"NV2t024672001.1","NV2t024672001.1","Nvec","OG_895",1,1,1
"NV2t024673001.1","NV2t024673001.1","Nvec","OG_1114",1,1,0
"NV2t024685001.1","NV2t024685001.1","Nvec","OG_236",1,1,0
"NV2t024690001.1","NV2t024690001.1","Nvec","OG_754",1,1,0
"NV2t024729006.1","NV2t024729006.1","Nvec","OG_11391",1,1,0
"NV2t024729001.1","NV2t024729001.1","Nvec","OG_11391",1,1,0
"NV2t024729009.1","NV2t024729009.1","Nvec","OG_11391",1,1,0
"NV2t024729010.1","NV2t024729010.1","Nvec","OG_11391",1,1,0
"NV2t024729002.1","NV2t024729002.1","Nvec","OG_11391",1,1,0
"NV2t024729003.1","NV2t024729003.1","Nvec","OG_11391",1,1,0
"NV2t024729004.1","NV2t024729004.1","Nvec","OG_11391",1,1,0
"NV2t024729005.1","NV2t024729005.1","Nvec","OG_11391",1,1,0
"NV2t024729007.1","NV2t024729007.1","Nvec","OG_11391",1,1,0
"NV2t024729008.1","NV2t024729008.1","Nvec","OG_11391",1,1,0
"NV2t024729011.1","NV2t024729011.1","Nvec","OG_11391",1,1,0
"NV2t024729012.1","NV2t024729012.1","Nvec","OG_11391",1,1,0
"NV2t024729013.1","NV2t024729013.1","Nvec","OG_11391",1,1,0
"NV2t024729014.1","NV2t024729014.1","Nvec","OG_11391",1,1,0
"NV2t024729015.1","NV2t024729015.1","Nvec","OG_11391",1,1,0
"NV2t024729016.1","NV2t024729016.1","Nvec","OG_11391",1,1,0
"NV2t024729017.1","NV2t024729017.1","Nvec","OG_11391",1,1,0
"NV2t024729018.1","NV2t024729018.1","Nvec","OG_11391",1,1,0
"NV2t024737001.1","NV2t024737001.1","Nvec","OG_3811",1,0,0
"NV2t024740001.1","NV2t024740001.1","Nvec","OG_11397",1,0,0
"NV2t024755001.1","NV2t024755001.1","Nvec","OG_840",1,1,0
"NV2t024757001.1","NV2t024757001.1","Nvec","OG_643",1,1,0
"NV2t024757002.1","NV2t024757002.1","Nvec","OG_643",1,1,0
"NV2t024758001.1","NV2t024758001.1","Nvec","OG_1030",1,1,0
"NV2t024759002.1","NV2t024759002.1","Nvec","OG_840",1,1,0
"NV2t024767001.1","NV2t024767001.1","Nvec","OG_7390",1,1,0
"NV2t024779001.1","NV2t024779001.1","Nvec","OG_11717",1,0,0
"NV2t024797001.1","NV2t024797001.1","Nvec","OG_11746",1,1,1
"NV2t024815001.1","NV2t024815001.1","Nvec","OG_5720",1,0,0
"NV2t024841001.1","NV2t024841001.1","Nvec","OG_596",1,1,1
"NV2t024844001.1","NV2t024844001.1","Nvec","OG_247",1,0,0
"NV2t024850001.1","NV2t024850001.1","Nvec","OG_3668",1,0,0
"NV2t024850002.1","NV2t024850002.1","Nvec","OG_3668",1,0,0
"NV2t024850003.1","NV2t024850003.1","Nvec","OG_3668",1,0,0
"NV2t024868001.1","NV2t024868001.1","Nvec","OG_475",1,1,0
"NV2t024879001.1","NV2t024879001.1","Nvec","OG_6163",1,0,0
"NV2t024882001.1","NV2t024882001.1","Nvec","OG_6423",1,0,0
"NV2t024884001.1","NV2t024884001.1","Nvec","OG_5722",1,0,0
"NV2t024885001.1","NV2t024885001.1","Nvec","OG_3605",1,1,0
"NV2t024886001.1","NV2t024886001.1","Nvec","OG_6172",1,1,0
"NV2t024887001.1","NV2t024887001.1","Nvec","OG_11446",1,1,0
"NV2t024920002.1","NV2t024920002.1","Nvec","OG_11579",1,1,0
"NV2t024920001.1","NV2t024920001.1","Nvec","OG_11579",1,1,0
"NV2t024930001.1","NV2t024930001.1","Nvec","OG_8278",1,1,0
"NV2t024933001.1","NV2t024933001.1","Nvec","OG_11562",1,1,0
"NV2t024933002.1","NV2t024933002.1","Nvec","OG_11562",1,1,0
"NV2t024933003.1","NV2t024933003.1","Nvec","OG_11562",1,1,0
"NV2t024935001.1","NV2t024935001.1","Nvec","OG_1021",1,1,0
"NV2t024935002.1","NV2t024935002.1","Nvec","OG_1021",1,1,0
"NV2t024945001.1","NV2t024945001.1","Nvec","OG_6241",1,1,0
"NV2t024945002.1","NV2t024945002.1","Nvec","OG_6241",1,1,0
"NV2t024945003.1","NV2t024945003.1","Nvec","OG_6241",1,1,0
"NV2t024951001.1","NV2t024951001.1","Nvec","OG_11691",1,1,0
"NV2t024951002.1","NV2t024951002.1","Nvec","OG_11691",1,1,0
"NV2t024951003.1","NV2t024951003.1","Nvec","OG_11691",1,1,0
"NV2t024965001.1","NV2t024965001.1","Nvec","OG_3580",1,1,0
"NV2t024968001.1","NV2t024968001.1","Nvec","OG_11696",1,1,0
"NV2t024979001.1","NV2t024979001.1","Nvec","OG_1056",1,1,0
"NV2t024979002.1","NV2t024979002.1","Nvec","OG_1056",1,1,0
"NV2t024979003.1","NV2t024979003.1","Nvec","OG_1056",1,1,0
"NV2t024981001.1","NV2t024981001.1","Nvec","OG_11680",1,1,0
"NV2t024989001.1","NV2t024989001.1","Nvec","OG_406",1,1,1
"NV2t024998001.1","NV2t024998001.1","Nvec","OG_170",1,1,1
"NV2t025012001.1","NV2t025012001.1","Nvec","OG_11408",1,1,0
"NV2t025012002.1","NV2t025012002.1","Nvec","OG_11408",1,1,0
"NV2t025012003.1","NV2t025012003.1","Nvec","OG_11408",1,1,0
"NV2t025016001.1","NV2t025016001.1","Nvec","OG_3590",1,1,1
"NV2t025032001.1","NV2t025032001.1","Nvec","OG_3645",1,1,0
"NV2t025033001.1","NV2t025033001.1","Nvec","OG_3646",1,0,0
"NV2t025035001.1","NV2t025035001.1","Nvec","OG_257",1,1,1
"NV2t025037001.1","NV2t025037001.1","Nvec","OG_5348",1,1,0
"NV2t025037002.1","NV2t025037002.1","Nvec","OG_5348",1,1,0
"NV2t025040001.1","NV2t025040001.1","Nvec","OG_284",1,1,1
"NV2t025042001.1","NV2t025042001.1","Nvec","OG_5125",1,1,1
"NV2t025044001.1","NV2t025044001.1","Nvec","OG_11606",1,0,0
"NV2t025049001.1","NV2t025049001.1","Nvec","OG_6223",1,1,0
"NV2t025066001.1","NV2t025066001.1","Nvec","OG_3648",1,1,0
"NV2t025078001.1","NV2t025078001.1","Nvec","OG_3656",1,1,0
"NV2t025084001.1","NV2t025084001.1","Nvec","OG_1083",1,1,0
"NV2t025089001.1","NV2t025089001.1","Nvec","OG_11766",1,1,0
"NV2t025108001.1","NV2t025108001.1","Nvec","OG_12591",1,1,0
"NV2t025108002.1","NV2t025108002.1","Nvec","OG_12591",1,1,0
"NV2t025109001.1","NV2t025109001.1","Nvec","OG_11577",1,1,0
"NV2t025113001.1","NV2t025113001.1","Nvec","OG_3631",1,1,0
"NV2t025118001.1","NV2t025118001.1","Nvec","OG_11349",1,1,0
"NV2t025118002.1","NV2t025118002.1","Nvec","OG_11349",1,1,0
"NV2t025127001.1","NV2t025127001.1","Nvec","OG_3523",1,1,0
"NV2t025129001.1","NV2t025129001.1","Nvec","OG_3522",1,0,0
"NV2t025163001.1","NV2t025163001.1","Nvec","OG_11508",1,1,1
"NV2t025166001.1","NV2t025166001.1","Nvec","OG_3562",1,0,0
"NV2t025180001.1","NV2t025180001.1","Nvec","OG_11382",1,0,0
"NV2t025181001.1","NV2t025181001.1","Nvec","OG_11381",1,1,0
"NV2t025181002.1","NV2t025181002.1","Nvec","OG_11381",1,1,0
"NV2t025181003.1","NV2t025181003.1","Nvec","OG_11381",1,1,0
"NV2t025181004.1","NV2t025181004.1","Nvec","OG_11381",1,1,0
"NV2t025181005.1","NV2t025181005.1","Nvec","OG_11381",1,1,0
"NV2t025194001.1","NV2t025194001.1","Nvec","OG_406",1,1,1
"NV2t025203001.1","NV2t025203001.1","Nvec","OG_6",1,1,0
"NV2t025210001.1","NV2t025210001.1","Nvec","OG_11432",1,1,0
"NV2t025221001.1","NV2t025221001.1","Nvec","OG_6340",1,1,1
"NV2t025221002.1","NV2t025221002.1","Nvec","OG_6340",1,1,1
"NV2t025221003.1","NV2t025221003.1","Nvec","OG_6340",1,1,1
"NV2t025224001.1","NV2t025224001.1","Nvec","OG_6340",1,1,1
"NV2t025225001.1","NV2t025225001.1","Nvec","OG_6340",1,1,1
"NV2t025233001.1","NV2t025233001.1","Nvec","OG_3540",1,1,0
"NV2t025242001.1","NV2t025242001.1","Nvec","OG_3579",1,0,0
"NV2t025245001.1","NV2t025245001.1","Nvec","OG_3517",1,1,0
"NV2t025245002.1","NV2t025245002.1","Nvec","OG_3517",1,1,0
"NV2t025245003.1","NV2t025245003.1","Nvec","OG_3517",1,1,0
"NV2t025245004.1","NV2t025245004.1","Nvec","OG_3517",1,1,0
"NV2t025250001.1","NV2t025250001.1","Nvec","OG_3679",1,0,0
