"","GO.ID","Term","Annotated","Significant","Expected","Fisher","Protein_ID","ontology","Swiss.Prot_Hit","SP_E.value","Swiss.Prot_Description","Trembl_Hit","TB_E.value","Trembl_Description","NCBI_hit","nr_E.value","NCBI_Description","GO_Swiss.Prot","GO_Trembl"
"1048","GO:0007160","cell-matrix adhesion",185,7,2.78,0.00637,"evm.model.Ap13.1563_evm.model.Ap13.1564","Biological Processes","sp|B3EWY9|MLP_ACRMI",0,"Mucin-like protein (Fragment) OS=Acropora millepora PE=1 SV=1","tr|A0A2B4STC4|A0A2B4STC4_STYPI",0,"Mucin-4 OS=Stylophora pistillata GN=MUC4 PE=4 SV=1","ref|XP_022801631.1|",0,"mucin-like protein isoform X3 [Stylophora pistillata]","GO:0016021; GO:0005509; GO:0007160","GO:0016021; GO:0005509; GO:0007160"
"1049","GO:0007160","cell-matrix adhesion",185,7,2.78,0.00637,"evm.model.Ap13.1854","Biological Processes","sp|B3EX02|MFP1_ACRMI",3.23e-23,"MAM and fibronectin type III domain-containing protein 1 (Fragment) OS=Acropora millepora PE=1 SV=1","tr|A0A2B4RSF5|A0A2B4RSF5_STYPI",0,"Mucin-4 OS=Stylophora pistillata GN=MUC4 PE=4 SV=1","ref|XP_020608531.1|",0,"protein sidekick-1-like [Orbicella faveolata]","GO:0005576; GO:0016020","GO:0016021; GO:0005509; GO:0007160"
"1050","GO:0007160","cell-matrix adhesion",185,7,2.78,0.00637,"evm.model.Ap14.2008","Biological Processes","sp|B3EWY9|MLP_ACRMI",6.34e-29,"Mucin-like protein (Fragment) OS=Acropora millepora PE=1 SV=1","tr|A0A2B4SF59|A0A2B4SF59_STYPI",0,"Hemicentin-1 OS=Stylophora pistillata GN=HMCN1 PE=4 SV=1","gb|PFX27739.1|",0,"Hemicentin-1 [Stylophora pistillata]","GO:0016021; GO:0005509; GO:0007160",""
"1051","GO:0007160","cell-matrix adhesion",185,7,2.78,0.00637,"evm.model.Ap4.1645","Biological Processes","sp|B3EWY9|MLP_ACRMI",2.2e-26,"Mucin-like protein (Fragment) OS=Acropora millepora PE=1 SV=1","tr|A0A2B4SGP6|A0A2B4SGP6_STYPI",2.21e-108,"Hemicentin-1 OS=Stylophora pistillata GN=HMCN1 PE=4 SV=1","gb|PFX27737.1|",3.43e-108,"Hemicentin-1 [Stylophora pistillata]","GO:0016021; GO:0005509; GO:0007160",""
"1052","GO:0007160","cell-matrix adhesion",185,7,2.78,0.00637,"evm.model.Ap4.748","Biological Processes","sp|B3EWY9|MLP_ACRMI",0,"Mucin-like protein (Fragment) OS=Acropora millepora PE=1 SV=1","tr|A0A2B4RMR7|A0A2B4RMR7_STYPI",0,"Mucin-4 OS=Stylophora pistillata GN=MUC4 PE=4 SV=1","ref|XP_020622780.1|",0,"mucin-like protein [Orbicella faveolata]","GO:0016021; GO:0005509; GO:0007160","GO:0016021; GO:0005509; GO:0007160"
"1053","GO:0030855","epithelial cell differentiation",610,17,9.16,0.00659,"evm.model.Ap1.1195","Biological Processes","sp|Q95JD5|ST1B1_CANLF",4.77e-62,"Sulfotransferase family cytosolic 1B member 1 OS=Canis lupus familiaris GN=SULT1B1 PE=1 SV=1","tr|A0A2B4RI41|A0A2B4RI41_STYPI",6.87e-93,"Zinc transporter ZIP13 OS=Stylophora pistillata GN=SLC39A13 PE=4 SV=1","ref|XP_020625914.1|",8.2e-177,"sulfotransferase 1C2A-like isoform X1 [Orbicella faveolata]","GO:0005737; GO:0004062; GO:0050427; GO:0030855; GO:0006068; GO:0009812; GO:0008202; GO:0051923; GO:0042403; GO:0006805","GO:0016021; GO:0046873; GO:0008146"
"1054","GO:0030855","epithelial cell differentiation",610,17,9.16,0.00659,"evm.model.Ap1.192","Biological Processes","sp|P97292|HRH2_MOUSE",6.55e-36,"Histamine H2 receptor OS=Mus musculus GN=Hrh2 PE=2 SV=2","tr|A7SF51|A7SF51_NEMVE",9.06e-110,"Predicted protein OS=Nematostella vectensis GN=v1g211315 PE=4 SV=1","ref|XP_020604479.1|",0,"octopamine receptor 1-like [Orbicella faveolata]","GO:0016021; GO:0005886; GO:0004969; GO:0048565; GO:0003382; GO:0001696; GO:0001698; GO:0048732; GO:0001697; GO:0006955; GO:0007613; GO:0045907; GO:0048167; GO:1901998; GO:0008542","GO:0016021; GO:0004930"
"1055","GO:0030855","epithelial cell differentiation",610,17,9.16,0.00659,"evm.model.Ap1.669","Biological Processes","sp|Q2PZL6|FAT4_MOUSE",2.46e-89,"Protocadherin Fat 4 OS=Mus musculus GN=Fat4 PE=1 SV=2","tr|A0A2C9JVA7|A0A2C9JVA7_BIOGL",0,"Uncharacterized protein OS=Biomphalaria glabrata PE=4 SV=1","ref|XP_020610732.1|",0,"protocadherin Fat 4-like [Orbicella faveolata]","GO:0045177; GO:0016021; GO:0005622; GO:0005886; GO:0005509; GO:0001658; GO:0021987; GO:0072137; GO:0048565; GO:0001736; GO:0008543; GO:0003007; GO:0007157; GO:0035329; GO:0007156; GO:0060122; GO:0001822; GO:0072006; GO:0022008; GO:0007219; GO:0043931; GO:0007009; GO:0072307","GO:0016021; GO:0005509; GO:0007156"
"1056","GO:0030855","epithelial cell differentiation",610,17,9.16,0.00659,"evm.model.Ap10.1762","Biological Processes","sp|O43704|ST1B1_HUMAN",3e-58,"Sulfotransferase family cytosolic 1B member 1 OS=Homo sapiens GN=SULT1B1 PE=1 SV=2","tr|A0A2B4S1B1|A0A2B4S1B1_STYPI",1.98e-101,"Sulfotransferase 1C2 OS=Stylophora pistillata GN=SULT1C2 PE=4 SV=1","ref|XP_020600469.1|",8.28e-179,"sulfotransferase family cytosolic 1B member 1-like [Orbicella faveolata]","GO:0005829; GO:0004062; GO:0008146; GO:0050427; GO:0006576; GO:0030855; GO:0006068; GO:0009812; GO:0018958; GO:0008202; GO:0051923; GO:0042403; GO:0006805","GO:0008146"
"1057","GO:0030855","epithelial cell differentiation",610,17,9.16,0.00659,"evm.model.Ap10.1763","Biological Processes","sp|O43704|ST1B1_HUMAN",2.51e-28,"Sulfotransferase family cytosolic 1B member 1 OS=Homo sapiens GN=SULT1B1 PE=1 SV=2","tr|A0A2B4RX89|A0A2B4RX89_STYPI",9.84e-53,"Sulfotransferase family cytosolic 1B member 1 OS=Stylophora pistillata GN=SULT1B1 PE=4 SV=1","ref|XP_020600469.1|",7.2e-102,"sulfotransferase family cytosolic 1B member 1-like [Orbicella faveolata]","GO:0005829; GO:0004062; GO:0008146; GO:0050427; GO:0006576; GO:0030855; GO:0006068; GO:0009812; GO:0018958; GO:0008202; GO:0051923; GO:0042403; GO:0006805","GO:0008146"
"1058","GO:0030855","epithelial cell differentiation",610,17,9.16,0.00659,"evm.model.Ap13.2383","Biological Processes","sp|Q9UGM3|DMBT1_HUMAN",3.53e-53,"Deleted in malignant brain tumors 1 protein OS=Homo sapiens GN=DMBT1 PE=1 SV=2","tr|A0A2B4S8Z0|A0A2B4S8Z0_STYPI",0,"Deleted in malignant brain tumors 1 protein OS=Stylophora pistillata GN=DMBT1 PE=4 SV=1","ref|XP_020604226.1|",0,"scavenger receptor cysteine-rich domain superfamily protein-like [Orbicella faveolata]","GO:0005737; GO:0070062; GO:0005576; GO:0005615; GO:0019898; GO:0030670; GO:0042589; GO:0048306; GO:0003677; GO:1904399; GO:0001530; GO:0070891; GO:0038187; GO:0005044; GO:0008329; GO:0035375; GO:0061844; GO:0044267; GO:0050829; GO:0050830; GO:0051607; GO:0030855; GO:0043152; GO:0045087; GO:0007275; GO:0015031; GO:0006898; GO:0016032","GO:0016021; GO:0005044"
"1059","GO:0030855","epithelial cell differentiation",610,17,9.16,0.00659,"evm.model.Ap13.2385","Biological Processes","sp|Q9UGM3|DMBT1_HUMAN",4.38e-91,"Deleted in malignant brain tumors 1 protein OS=Homo sapiens GN=DMBT1 PE=1 SV=2","tr|A0A2B4S8Z0|A0A2B4S8Z0_STYPI",0,"Deleted in malignant brain tumors 1 protein OS=Stylophora pistillata GN=DMBT1 PE=4 SV=1","ref|XP_020604226.1|",0,"scavenger receptor cysteine-rich domain superfamily protein-like [Orbicella faveolata]","GO:0005737; GO:0070062; GO:0005576; GO:0005615; GO:0019898; GO:0030670; GO:0042589; GO:0048306; GO:0003677; GO:1904399; GO:0001530; GO:0070891; GO:0038187; GO:0005044; GO:0008329; GO:0035375; GO:0061844; GO:0044267; GO:0050829; GO:0050830; GO:0051607; GO:0030855; GO:0043152; GO:0045087; GO:0007275; GO:0015031; GO:0006898; GO:0016032","GO:0016021; GO:0005044"
"1060","GO:0030855","epithelial cell differentiation",610,17,9.16,0.00659,"evm.model.Ap13.3105","Biological Processes","sp|Q8CIF6|SIDT2_MOUSE",2.53e-13,"SID1 transmembrane family member 2 OS=Mus musculus GN=Sidt2 PE=1 SV=1","tr|A0A2B4SUM8|A0A2B4SUM8_STYPI",0,"Nuclear export mediator factor NEMF OS=Stylophora pistillata GN=NEMF PE=4 SV=1","ref|XP_020603513.1|",0,"uncharacterized protein LOC110042474 [Orbicella faveolata]","GO:0016021; GO:0005765; GO:0005764; GO:0005886; GO:0035650; GO:0035612; GO:0003677; GO:0003725; GO:0051032; GO:0051033; GO:0000902; GO:0033227; GO:0042593; GO:0061178; GO:0009749; GO:0006401; GO:0050658; GO:0003323; GO:0044342","GO:0016021; GO:0051033; GO:0033227"
"1061","GO:0030855","epithelial cell differentiation",610,17,9.16,0.00659,"evm.model.Ap2.3788","Biological Processes","sp|P39447|ZO1_MOUSE",2.27e-121,"Tight junction protein ZO-1 OS=Mus musculus GN=Tjp1 PE=1 SV=2","tr|A0A2B4RRX7|A0A2B4RRX7_STYPI",0,"Tight junction protein ZO-1 OS=Stylophora pistillata GN=TJP1 PE=4 SV=1","ref|XP_020608484.1|",0,"tight junction protein ZO-1-like isoform X1 [Orbicella faveolata]","GO:0005912; GO:0043296; GO:0045177; GO:0016324; GO:0016327; GO:0016323; GO:0005923; GO:0030054; GO:0009986; GO:0005913; GO:0005911; GO:0005737; GO:0005829; GO:0005921; GO:0031674; GO:0014704; GO:0046581; GO:0016020; GO:0005634; GO:0070160; GO:0005886; GO:0043234; GO:0045296; GO:0005516; GO:0071253; GO:0008022; GO:0019904; GO:0001825; GO:0071333; GO:0090557; GO:0043116; GO:0045471; GO:0032496; GO:0071000; GO:0007605","GO:0005923; GO:0042981"
"1062","GO:0030855","epithelial cell differentiation",610,17,9.16,0.00659,"evm.model.Ap4.602","Biological Processes","sp|P33450|FAT_DROME",0,"Cadherin-related tumor suppressor OS=Drosophila melanogaster GN=ft PE=1 SV=3","tr|A0A2B4S9B2|A0A2B4S9B2_STYPI",0,"Cadherin-23 OS=Stylophora pistillata GN=CDH23 PE=4 SV=1","gb|PFX26471.1|",0,"Cadherin-23 [Stylophora pistillata]","GO:0016324; GO:0016327; GO:0016021; GO:0005887; GO:0005739; GO:0005886; GO:0045296; GO:0005509; GO:0050839; GO:0004872; GO:0016339; GO:0000904; GO:0008283; GO:0098609; GO:0044331; GO:0045317; GO:0048105; GO:0045198; GO:0001737; GO:0042067; GO:0001736; GO:0007164; GO:0016336; GO:0007157; GO:0035329; GO:0007156; GO:0007446; GO:0007447; GO:0007476; GO:0090176; GO:0008285; GO:0010629; GO:0045926; GO:0035331; GO:0045571; GO:0016318; GO:0018149; GO:0090251; GO:0035209; GO:0040008; GO:0045570; GO:0046620; GO:0032880; GO:0035159; GO:0009888; GO:0035220; GO:0060071","GO:0016021; GO:0005886; GO:0005509; GO:0007156"
"1063","GO:0030855","epithelial cell differentiation",610,17,9.16,0.00659,"evm.model.Ap5.2818","Biological Processes","sp|Q6V0I7|FAT4_HUMAN",0,"Protocadherin Fat 4 OS=Homo sapiens GN=FAT4 PE=1 SV=2","tr|A0A2B4S1B7|A0A2B4S1B7_STYPI",0,"Protocadherin Fat 4 OS=Stylophora pistillata GN=Fat4 PE=4 SV=1","ref|XP_022795863.1|",0,"protocadherin Fat 4-like [Stylophora pistillata]","GO:0045177; GO:0070062; GO:0016021; GO:0005622; GO:0005886; GO:0005509; GO:0001658; GO:0021987; GO:0072137; GO:0048565; GO:0008543; GO:0003007; GO:0007157; GO:0035329; GO:0007156; GO:0060122; GO:0022008; GO:0007219; GO:0043931; GO:0007009; GO:0072307","GO:0016021; GO:0005886; GO:0005509; GO:0007156"
"1064","GO:0030855","epithelial cell differentiation",610,17,9.16,0.00659,"evm.model.Ap5.638","Biological Processes","sp|Q2LD37|K1109_HUMAN",0,"Uncharacterized protein KIAA1109 OS=Homo sapiens GN=KIAA1109 PE=1 SV=2","tr|A0A1W5AQP8|A0A1W5AQP8_9TELE",0,"uncharacterized protein KIAA1109 homolog isoform X8 OS=Scleropages formosus GN=kiaa1109 PE=4 SV=1","ref|XP_022799727.1|",0,"uncharacterized protein KIAA1109-like isoform X1 [Stylophora pistillata]","GO:0016021; GO:0016020; GO:0005634; GO:0001558; GO:0030856","GO:0016021"
"1065","GO:0030855","epithelial cell differentiation",610,17,9.16,0.00659,"evm.model.Ap9.257","Biological Processes","sp|P29122|PCSK6_HUMAN",6.24e-100,"Proprotein convertase subtilisin/kexin type 6 OS=Homo sapiens GN=PCSK6 PE=1 SV=1","tr|A0A2B4SH58|A0A2B4SH58_STYPI",0,"Furin-1 OS=Stylophora pistillata GN=furin PE=4 SV=1","gb|PFX28200.1|",0,"Furin-1 [Stylophora pistillata]","GO:0009986; GO:0005783; GO:0031012; GO:0005576; GO:0005615; GO:0005796; GO:0005886; GO:0004175; GO:0008201; GO:0048406; GO:0004252; GO:0070268; GO:0007368; GO:0009100; GO:0032455; GO:0032902; GO:0016486; GO:0016485; GO:0030510; GO:0051004; GO:0032940; GO:0007354","GO:0004252"
"1066","GO:0030855","epithelial cell differentiation",610,17,9.16,0.00659,"evm.model.Ap9.32","Biological Processes","sp|Q9UGM3|DMBT1_HUMAN",7.85e-65,"Deleted in malignant brain tumors 1 protein OS=Homo sapiens GN=DMBT1 PE=1 SV=2","tr|A0A2B4S1J0|A0A2B4S1J0_STYPI",1.38e-110,"Scavenger receptor cysteine-rich type 1 protein M130 OS=Stylophora pistillata GN=CD163 PE=4 SV=1","ref|XP_020631120.1|",0,"deleted in malignant brain tumors 1 protein-like [Orbicella faveolata]","GO:0005737; GO:0070062; GO:0005576; GO:0005615; GO:0019898; GO:0030670; GO:0042589; GO:0048306; GO:0003677; GO:1904399; GO:0001530; GO:0070891; GO:0038187; GO:0005044; GO:0008329; GO:0035375; GO:0061844; GO:0044267; GO:0050829; GO:0050830; GO:0051607; GO:0030855; GO:0043152; GO:0045087; GO:0007275; GO:0015031; GO:0006898; GO:0016032","GO:0016020; GO:0005524; GO:0004672; GO:0005044"
"1067","GO:0030855","epithelial cell differentiation",610,17,9.16,0.00659,"evm.model.Ap9.942","Biological Processes","sp|E9Q7X6|HEG1_MOUSE",1.8e-07,"Protein HEG homolog 1 OS=Mus musculus GN=Heg1 PE=1 SV=1","tr|A0A2B4RG13|A0A2B4RG13_STYPI",4.16e-43,"Protein HEG-like 1 OS=Stylophora pistillata GN=Heg1 PE=4 SV=1","ref|XP_020616735.1|",5.95e-46,"probable cubilin [Orbicella faveolata]","GO:0009986; GO:0005911; GO:0009897; GO:0016021; GO:0005509; GO:0003209; GO:0055017; GO:0007043; GO:0045216; GO:0001885; GO:0001886; GO:0007507; GO:0001701; GO:0030324; GO:0003017; GO:0001945; GO:0035264; GO:0060039; GO:0090271; GO:0009791; GO:0050878; GO:0001944; GO:0001570; GO:0048845; GO:0003281; GO:0003222","GO:0005509; GO:0004842"
"1068","GO:0030855","epithelial cell differentiation",610,17,9.16,0.00659,"evm.model.Ap9.944","Biological Processes","sp|P07207|NOTCH_DROME",5.49e-11,"Neurogenic locus Notch protein OS=Drosophila melanogaster GN=N PE=1 SV=3","tr|A0A2B4S0E1|A0A2B4S0E1_STYPI",1.44e-63,"Protein HEG-like 1 OS=Stylophora pistillata GN=Heg1 PE=4 SV=1","gb|PFX24164.1|",2.23e-63,"Protein HEG-like 1 [Stylophora pistillata]","GO:0005912; GO:0009986; GO:0005737; GO:0005829; GO:0030139; GO:0005788; GO:0005768; GO:0005796; GO:0016021; GO:0005622; GO:0005770; GO:0005654; GO:0005634; GO:0005886; GO:0043234; GO:0035003; GO:0005509; GO:0003682; GO:0004872; GO:0004888; GO:0007015; GO:0009952; GO:0008356; GO:0007411; GO:0007298; GO:0007155; GO:0043697; GO:0001708; GO:0022416; GO:0008407; GO:0060289; GO:0042676; GO:0048749; GO:0001745; GO:0046667; GO:0042688; GO:0002213; GO:0008340; GO:0046843; GO:0007391; GO:0009950; GO:0007451; GO:0007450; GO:0007398; GO:0035165; GO:0035162; GO:0061331; GO:0035153; GO:0042067; GO:0035214; GO:0007455; GO:0036099; GO:0007440; GO:0060288; GO:0030718; GO:0060250; GO:0007293; GO:0030708; GO:0010001; GO:0007403; GO:0008347; GO:0035172; GO:0007157; GO:0007446; GO:0007447; GO:0016348; GO:0036011; GO:0048803; GO:0008587; GO:0007476; GO:0007474; GO:0036335; GO:0035171; GO:0035167; GO:0046331; GO:0007478; GO:0007616; GO:0035170; GO:0048542; GO:0061382; GO:0007498; GO:0060571; GO:0016333; GO:0008045; GO:0007521; GO:2000048; GO:0045316; GO:0035157; GO:0010629; GO:0046329; GO:0035204; GO:0050768; GO:0035155; GO:0000122; GO:0050877; GO:0014019; GO:0007400; GO:0007405; GO:0097150; GO:0007219; GO:0007314; GO:0030720; GO:0048477; GO:0007424; GO:0030707; GO:0007297; GO:0030713; GO:0007422; GO:0008284; GO:0042691; GO:1900087; GO:0010628; GO:0002052; GO:0043525; GO:0045747; GO:0045944; GO:0045893; GO:0048052; GO:0007464; GO:0045466; GO:0045463; GO:0045465; GO:0007460; GO:0042686; GO:0045595; GO:0042689; GO:0051489; GO:0006110; GO:0040008; GO:0007346; GO:1902692; GO:0050767; GO:0045468; GO:0009608; GO:0046666; GO:0016330; GO:0007423; GO:0016360; GO:0007519; GO:0048863; GO:0006351; GO:0007419; GO:0048190; GO:0035222; GO:0007473","GO:0005509"
"1069","GO:0030855","epithelial cell differentiation",610,17,9.16,0.00659,"evm.model.Ap9.981_evm.model.Ap9.982","Biological Processes","sp|P11362|FGFR1_HUMAN",1.71e-75,"Fibroblast growth factor receptor 1 OS=Homo sapiens GN=FGFR1 PE=1 SV=3","tr|A0A2B4SWG7|A0A2B4SWG7_STYPI",5.77e-167,"Proto-oncogene tyrosine-protein kinase receptor Ret OS=Stylophora pistillata GN=Ret PE=4 SV=1","ref|XP_020615291.1|",0,"angiopoietin-1 receptor-like isoform X2 [Orbicella faveolata]","GO:0031410; GO:0005829; GO:0005576; GO:0016021; GO:0005887; GO:0005730; GO:0005886; GO:0043235; GO:0016303; GO:0005524; GO:0017134; GO:0005007; GO:0008201; GO:0042802; GO:0046934; GO:0042803; GO:0004713; GO:0005088; GO:0090722; GO:0001525; GO:0060117; GO:0060445; GO:0048469; GO:0016477; GO:0002062; GO:0043009; GO:0030326; GO:0008543; GO:0035607; GO:0001701; GO:0042472; GO:0060484; GO:0000165; GO:0048762; GO:0030901; GO:0042474; GO:0090272; GO:0000122; GO:0001764; GO:0001759; GO:0042473; GO:0048339; GO:0018108; GO:0048015; GO:0060045; GO:0008284; GO:2000546; GO:0043406; GO:0043410; GO:0090080; GO:0002053; GO:1903465; GO:0045666; GO:0010976; GO:2000830; GO:0014068; GO:0010518; GO:0010863; GO:0051897; GO:0046777; GO:0006468; GO:0060665; GO:0045595; GO:2001239; GO:0048378; GO:0007605; GO:0001501; GO:0048705; GO:0006351; GO:0001657; GO:0021847; GO:0070640","GO:0016021; GO:0005524; GO:0004713"
"1070","GO:0015074","DNA integration",2067,45,31.03,0.00739,"evm.model.Ap1.3577","Biological Processes",NA,NA,NA,"tr|A0A0P4VNG8|A0A0P4VNG8_9EUCA",0,"Uncharacterized protein OS=Scylla olivacea PE=4 SV=1","ref|XP_022102427.1|",0,"uncharacterized protein LOC110985605 [Acanthaster planci]",NA,"GO:0003676; GO:0015074"
"1071","GO:0015074","DNA integration",2067,45,31.03,0.00739,"evm.model.Ap1.3657","Biological Processes",NA,NA,NA,"tr|A0A131Y4N2|A0A131Y4N2_IXORI",2.14e-135,"Putative tick transposon (Fragment) OS=Ixodes ricinus PE=2 SV=1","ref|XP_015779782.1|",0,"PREDICTED: uncharacterized protein LOC107357656 [Acropora digitifera]",NA,"GO:0003676; GO:0015074"
"1072","GO:0015074","DNA integration",2067,45,31.03,0.00739,"evm.model.Ap1.4105","Biological Processes","sp|P0CT34|TF21_SCHPO",1.93e-62,"Transposon Tf2-1 polyprotein OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=Tf2-1 PE=3 SV=1","tr|A0A1S3HHB2|A0A1S3HHB2_LINUN",0,"uncharacterized protein K02A2.6-like OS=Lingula unguis GN=LOC106155276 PE=4 SV=1","ref|XP_020904393.1|",0,"uncharacterized protein LOC110242721 [Exaiptasia pallida]","GO:0005634; GO:0004190; GO:0003677; GO:0003887; GO:0004519; GO:0046872; GO:0003723; GO:0003964; GO:0015074; GO:0006310","GO:0003676; GO:0015074"
"1073","GO:0015074","DNA integration",2067,45,31.03,0.00739,"evm.model.Ap10.1122","Biological Processes","sp|P0CT36|TF23_SCHPO",1.01e-56,"Transposon Tf2-3 polyprotein OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=Tf2-3 PE=1 SV=1","tr|A0A1A8DQM9|A0A1A8DQM9_9TELE",0,"Uncharacterized protein OS=Nothobranchius kadleci GN=BX640584.1 PE=4 SV=1","ref|XP_015765560.1|",0,"PREDICTED: uncharacterized protein K02A2.6-like [Acropora digitifera]","GO:0004190; GO:0003677; GO:0003887; GO:0004519; GO:0046872; GO:0003723; GO:0003964; GO:0015074; GO:0006310","GO:0003676; GO:0008270; GO:0015074"
"1074","GO:0015074","DNA integration",2067,45,31.03,0.00739,"evm.model.Ap10.139","Biological Processes","sp|Q09575|YRD6_CAEEL",1.2e-07,"Uncharacterized protein K02A2.6 OS=Caenorhabditis elegans GN=K02A2.6 PE=4 SV=1","tr|A0A2B4RLE6|A0A2B4RLE6_STYPI",0,"Pro-Pol polyprotein OS=Stylophora pistillata GN=pol PE=4 SV=1","ref|XP_020908929.1|",0,"uncharacterized protein LOC110246883 [Exaiptasia pallida]","GO:0003676; GO:0008270; GO:0015074","GO:0003676; GO:0008270; GO:0015074"
"1075","GO:0015074","DNA integration",2067,45,31.03,0.00739,"evm.model.Ap10.1530","Biological Processes",NA,NA,NA,"tr|A0A147BPM6|A0A147BPM6_IXORI",0,"Putative transposable element (Fragment) OS=Ixodes ricinus PE=4 SV=1","ref|XP_015771483.1|",0,"PREDICTED: uncharacterized protein LOC107349811 [Acropora digitifera]",NA,"GO:0003676; GO:0008270; GO:0015074"
"1076","GO:0015074","DNA integration",2067,45,31.03,0.00739,"evm.model.Ap10.1626","Biological Processes","sp|P0CT34|TF21_SCHPO",1.42e-86,"Transposon Tf2-1 polyprotein OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=Tf2-1 PE=3 SV=1","tr|A0A1A8AMK6|A0A1A8AMK6_NOTFU",0,"Uncharacterized protein OS=Nothobranchius furzeri GN=BX640584.1 PE=4 SV=1","ref|XP_013882267.1|",0,"PREDICTED: uncharacterized protein K02A2.6-like [Austrofundulus limnaeus]","GO:0005634; GO:0004190; GO:0003677; GO:0003887; GO:0004519; GO:0046872; GO:0003723; GO:0003964; GO:0015074; GO:0006310","GO:0004190; GO:0003676; GO:0015074"
"1077","GO:0015074","DNA integration",2067,45,31.03,0.00739,"evm.model.Ap10.347","Biological Processes","sp|Q09575|YRD6_CAEEL",7e-39,"Uncharacterized protein K02A2.6 OS=Caenorhabditis elegans GN=K02A2.6 PE=4 SV=1","tr|A0A1A8P245|A0A1A8P245_9TELE",9.52e-145,"Uncharacterized protein OS=Nothobranchius rachovii GN=BX640584.1 PE=4 SV=1","ref|XP_020564295.1|",5.89e-151,"uncharacterized protein K02A2.6-like [Oryzias latipes]","GO:0003676; GO:0008270; GO:0015074","GO:0003676; GO:0015074"
"1078","GO:0015074","DNA integration",2067,45,31.03,0.00739,"evm.model.Ap11.1069","Biological Processes","sp|P0CT36|TF23_SCHPO",1.53e-72,"Transposon Tf2-3 polyprotein OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=Tf2-3 PE=1 SV=1","tr|A0A1A8AMK6|A0A1A8AMK6_NOTFU",0,"Uncharacterized protein OS=Nothobranchius furzeri GN=BX640584.1 PE=4 SV=1","ref|XP_013882267.1|",0,"PREDICTED: uncharacterized protein K02A2.6-like [Austrofundulus limnaeus]","GO:0004190; GO:0003677; GO:0003887; GO:0004519; GO:0046872; GO:0003723; GO:0003964; GO:0015074; GO:0006310","GO:0004190; GO:0003676; GO:0015074"
"1079","GO:0015074","DNA integration",2067,45,31.03,0.00739,"evm.model.Ap11.1281","Biological Processes","sp|Q7LHG5|YI31B_YEAST",1.93e-41,"Transposon Ty3-I Gag-Pol polyprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TY3B-I PE=3 SV=2","tr|A0A2B4S787|A0A2B4S787_STYPI",0,"Transposon Ty3-I Gag-Pol polyprotein OS=Stylophora pistillata GN=TY3B-I PE=4 SV=1","gb|PFX24913.1|",0,"Transposon Ty3-I Gag-Pol polyprotein [Stylophora pistillata]","GO:0005737; GO:0005634; GO:0000943; GO:0004190; GO:0005524; GO:0003677; GO:0003887; GO:0008233; GO:0004540; GO:0003723; GO:0003964; GO:0004523; GO:0008270; GO:0015074; GO:0006310; GO:0032197","GO:0004190; GO:0003676; GO:0015074"
"1080","GO:0015074","DNA integration",2067,45,31.03,0.00739,"evm.model.Ap11.1372","Biological Processes","sp|Q7LHG5|YI31B_YEAST",2.57e-70,"Transposon Ty3-I Gag-Pol polyprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TY3B-I PE=3 SV=2","tr|A0A1A8UZV6|A0A1A8UZV6_NOTFU",0,"Uncharacterized protein (Fragment) OS=Nothobranchius furzeri GN=BX640584.1 PE=4 SV=1","ref|XP_005173220.1|",0,"uncharacterized protein K02A2.6-like [Danio rerio]","GO:0005737; GO:0005634; GO:0000943; GO:0004190; GO:0005524; GO:0003677; GO:0003887; GO:0008233; GO:0004540; GO:0003723; GO:0003964; GO:0004523; GO:0008270; GO:0015074; GO:0006310; GO:0032197","GO:0004190; GO:0003676; GO:0008270; GO:0015074"
"1081","GO:0015074","DNA integration",2067,45,31.03,0.00739,"evm.model.Ap12.1909","Biological Processes","sp|P34457|YMD3_CAEEL",3.57e-28,"Putative uncharacterized transposon-derived protein F54H12.3 OS=Caenorhabditis elegans GN=F54H12.3 PE=5 SV=1","tr|A0A2B4R736|A0A2B4R736_STYPI",5.33e-124,"Putative uncharacterized transposon-derived protein F54H12.3 OS=Stylophora pistillata GN=F54H12.3 PE=4 SV=1","ref|XP_020617107.1|",1.02e-163,"uncharacterized protein LOC110055069 [Orbicella faveolata]","GO:0003676; GO:0015074","GO:0003676; GO:0015074"
"1082","GO:0015074","DNA integration",2067,45,31.03,0.00739,"evm.model.Ap13.2098","Biological Processes","sp|Q09575|YRD6_CAEEL",1.12e-06,"Uncharacterized protein K02A2.6 OS=Caenorhabditis elegans GN=K02A2.6 PE=4 SV=1","tr|A0A0P4W1E2|A0A0P4W1E2_9EUCA",0,"Uncharacterized protein OS=Scylla olivacea PE=4 SV=1","ref|XP_015761075.1|",0,"PREDICTED: uncharacterized protein LOC107340243 [Acropora digitifera]","GO:0003676; GO:0008270; GO:0015074","GO:0003676; GO:0008270; GO:0015074"
