"","miRNA","three_UTR","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","gene_name"
"430","Cluster_1430","3prime_UTR::chr14:1826537-1827537(+)",157,-21.12,"2 20","802 822",18,"77.78%","77.78%","NV2t008403001.1"
"431","Cluster_1430","3prime_UTR::chr14:2184992-2185992(-)",150,-21.13,"2 20","687 713",23,"65.22%","69.57%","NV2t008438001.1"
"432","Cluster_1430","3prime_UTR::chr14:2185152-2185992(-)",150,-21.13,"2 20","687 713",23,"65.22%","69.57%","NV2t008438002.1"
"433","Cluster_1430","3prime_UTR::chr15:11481288-11482135(+)",147,-25.62,"2 21","332 355",21,"61.90%","71.43%","NV2t010584001.1"
"434","Cluster_1430","3prime_UTR::chr15:3730395-3731395(-)",151,-20.05,"2 21","370 392",20,"65.00%","75.00%","NV2t009814001.1"
"435","Cluster_1430","3prime_UTR::chr15:4872779-4873779(+)",152,-20.81,"2 21","784 805",19,"68.42%","68.42%","NV2t009921001.1"
"436","Cluster_1430","3prime_UTR::chr15:5601899-5602899(+)",150,-27.44,"2 21","66 92",24,"66.67%","70.83%","NV2t010001001.1"
"437","Cluster_1430","3prime_UTR::chr15:898145-899145(+)",158,-22.46,"2 20","723 746",20,"75.00%","75.00%","NV2t009530001.1"
"438","Cluster_1430","3prime_UTR::chr1:11031647-11032647(+)",154,-20.02,"2 19","240 261",17,"70.59%","76.47%","NV2t001200001.1"
"439","Cluster_1430","3prime_UTR::chr1:11632926-11633926(-)",145,-22.14,"2 10","635 656",8,"100.00%","100.00%","NV2t001274001.1"
"440","Cluster_1430","3prime_UTR::chr1:1494831-1495297(+)",156,-29.4,"2 21","33 56",23,"73.91%","73.91%","NV2t000128001.1"
"441","Cluster_1430","3prime_UTR::chr1:1494831-1495297(+)",156,-29.4,"2 21","33 56",23,"73.91%","73.91%","NV2t000128002.1"
"442","Cluster_1430","3prime_UTR::chr1:1494831-1495297(+)",156,-29.4,"2 21","33 56",23,"73.91%","73.91%","NV2t000128003.1"
"443","Cluster_1430","3prime_UTR::chr1:1494831-1495297(+)",156,-29.4,"2 21","33 56",23,"73.91%","73.91%","NV2t000128004.1"
"456","Cluster_1430","3prime_UTR::chr1:15045228-15046228(-)",157,-20.93,"2 16","210 230",14,"85.71%","92.86%","NV2t001654001.1"
"457","Cluster_1430","3prime_UTR::chr1:15488770-15489770(+)",145,-22.53,"2 10","266 287",8,"100.00%","100.00%","NV2t001703001.1"
"458","Cluster_1430","3prime_UTR::chr1:16511928-16512928(+)",149,-21.91,"2 14","779 800",12,"83.33%","83.33%","NV2t001802001.1"
"459","Cluster_1430","3prime_UTR::chr1:20834630-20835151(-)",144,-20.27,"2 21","105 126",19,"57.89%","68.42%","NV2t002294001.1"
"460","Cluster_1430","3prime_UTR::chr1:9050238-9051238(-)",140,-24.17,"2 9","876 897",7,"100.00%","100.00%","NV2t000962001.1"
"461","Cluster_1430","3prime_UTR::chr1:9050238-9051238(-)",140,-24.17,"2 9","876 897",7,"100.00%","100.00%","NV2t000962002.1"
"464","Cluster_1430","3prime_UTR::chr2:15825623-15826623(+)",147,-24.08,"2 14","197 217",12,"83.33%","91.67%","NV2t012432001.1"
"465","Cluster_1430","3prime_UTR::chr2:20798954-20799424(+)",142,-21.5,"2 17","229 253",18,"72.22%","72.22%","NV2t012988001.1"
"466","Cluster_1430","3prime_UTR::chr2:3464970-3465970(-)",150,-22.39,"2 21","844 868",22,"68.18%","72.73%","NV2t011003001.1"
"467","Cluster_1430","3prime_UTR::chr2:3915957-3916957(+)",151,-20.63,"2 20","203 225",20,"75.00%","80.00%","NV2t011052001.1"
"468","Cluster_1430","3prime_UTR::chr2:7172343-7173343(-)",156,-23.86,"2 13","360 381",11,"90.91%","100.00%","NV2t011446001.1"
"469","Cluster_1430","3prime_UTR::chr2:7785393-7785948(-)",148,-20.46,"2 21","65 83",19,"68.42%","73.68%","NV2t011519001.1"
"470","Cluster_1430","3prime_UTR::chr3:13033631-13034631(+)",145,-20.29,"2 10","629 650",8,"100.00%","100.00%","NV2t014501001.1"
"471","Cluster_1430","3prime_UTR::chr3:15521629-15522629(-)",168,-29.95,"2 21","45 66",19,"73.68%","84.21%","NV2t014803001.1"
"472","Cluster_1430","3prime_UTR::chr3:4388805-4389805(+)",140,-20.98,"2 9","870 891",7,"100.00%","100.00%","NV2t013537001.1"
"473","Cluster_1430","3prime_UTR::chr3:4388805-4389805(+)",140,-20.98,"2 9","870 891",7,"100.00%","100.00%","NV2t013537002.1"
"474","Cluster_1430","3prime_UTR::chr3:4388805-4389805(+)",140,-20.98,"2 9","870 891",7,"100.00%","100.00%","NV2t013537003.1"
"481","Cluster_1430","3prime_UTR::chr3:8459986-8460986(-)",148,-22.46,"2 21","494 518",23,"69.57%","73.91%","NV2t014012001.1"
"482","Cluster_1430","3prime_UTR::chr4:1013089-1014089(-)",145,-20.74,"2 10","476 497",8,"100.00%","100.00%","NV2t015409001.1"
"483","Cluster_1430","3prime_UTR::chr4:12721012-12722012(-)",153,-21.62,"2 17","582 601",15,"80.00%","86.67%","NV2t016649001.1"
"484","Cluster_1430","3prime_UTR::chr4:13149693-13150693(+)",147,-20.77,"2 21","900 924",22,"63.64%","68.18%","NV2t016711001.1"
"485","Cluster_1430","3prime_UTR::chr4:13149693-13150693(+)",147,-20.77,"2 21","943 967",22,"63.64%","68.18%","NV2t016711001.1"
"486","Cluster_1430","3prime_UTR::chr4:13149693-13150693(+)",147,-22.15,"2 21","685 709",22,"63.64%","68.18%","NV2t016711001.1"
"487","Cluster_1430","3prime_UTR::chr4:13957407-13958407(+)",140,-22.5,"2 9","907 928",7,"100.00%","100.00%","NV2t016812001.1"
"488","Cluster_1430","3prime_UTR::chr4:13957407-13958407(+)",140,-22.5,"2 9","907 928",7,"100.00%","100.00%","NV2t016812002.1"
"491","Cluster_1430","3prime_UTR::chr4:14831787-14832787(+)",150,-20.58,"2 20","735 758",20,"65.00%","75.00%","NV2t016922001.1"
"492","Cluster_1430","3prime_UTR::chr4:3329677-3330677(+)",160,-22.66,"2 21","66 87",19,"68.42%","78.95%","NV2t015633001.1"
"493","Cluster_1430","3prime_UTR::chr4:8616326-8616938(-)",170,-24.71,"2 20","157 179",19,"84.21%","84.21%","NV2t016193001.1"
"494","Cluster_1430","3prime_UTR::chr4:8906890-8907890(-)",159,-25.47,"2 21","468 490",20,"75.00%","75.00%","NV2t016216001.1"
"495","Cluster_1430","3prime_UTR::chr5:12864397-12865397(-)",140,-20.55,"2 9","195 216",7,"100.00%","100.00%","NV2t018831001.1"
"496","Cluster_1430","3prime_UTR::chr5:3493716-3494716(+)",143,-23.59,"2 13","257 279",12,"83.33%","83.33%","NV2t017732026.1"
"497","Cluster_1430","3prime_UTR::chr5:598198-599198(-)",150,-21.48,"2 21","131 155",22,"68.18%","72.73%","NV2t017399001.1"
"498","Cluster_1430","3prime_UTR::chr5:598250-599198(-)",150,-21.48,"2 21","131 155",22,"68.18%","72.73%","NV2t017399002.1"
"499","Cluster_1430","3prime_UTR::chr5:6332195-6333195(+)",161,-25.14,"2 20","758 781",20,"80.00%","80.00%","NV2t018064001.1"
"500","Cluster_1430","3prime_UTR::chr5:9411289-9412289(+)",145,-22.37,"2 16","703 727",17,"76.47%","76.47%","NV2t018438001.1"
"501","Cluster_1430","3prime_UTR::chr6:10517753-10518753(+)",151,-25.86,"2 14","966 986",12,"91.67%","91.67%","NV2t020404001.1"
"502","Cluster_1430","3prime_UTR::chr6:10517753-10518753(+)",151,-25.86,"2 14","966 986",12,"91.67%","91.67%","NV2t020404003.1"
"503","Cluster_1430","3prime_UTR::chr6:10517753-10518753(+)",151,-25.86,"2 14","966 986",12,"91.67%","91.67%","NV2t020404002.1"
"504","Cluster_1430","3prime_UTR::chr6:10517753-10518753(+)",151,-25.86,"2 14","966 986",12,"91.67%","91.67%","NV2t020404004.1"
"517","Cluster_1430","3prime_UTR::chr6:12216510-12217317(+)",150,-21.64,"2 11","170 191",9,"100.00%","100.00%","NV2t020588001.1"
"518","Cluster_1430","3prime_UTR::chr6:14099969-14100969(+)",156,-21.27,"2 21","301 322",19,"63.16%","78.95%","NV2t020822001.1"
"519","Cluster_1430","3prime_UTR::chr6:14300369-14301369(-)",158,-21.97,"2 21","933 953",19,"73.68%","78.95%","NV2t020853001.1"
"520","Cluster_1430","3prime_UTR::chr6:3165654-3166654(-)",158,-28.49,"2 20","880 902",19,"73.68%","78.95%","NV2t019611001.1"
"521","Cluster_1430","3prime_UTR::chr6:4505296-4506199(+)",146,-23.52,"2 20","638 660",19,"68.42%","68.42%","NV2t019750001.1"
"522","Cluster_1430","3prime_UTR::chr6:4505296-4506199(+)",146,-23.52,"2 20","638 660",19,"68.42%","68.42%","NV2t019750002.1"
"523","Cluster_1430","3prime_UTR::chr6:4505296-4506199(+)",146,-23.52,"2 20","638 660",19,"68.42%","68.42%","NV2t019750003.1"
"524","Cluster_1430","3prime_UTR::chr6:4505296-4506199(+)",146,-23.52,"2 20","638 660",19,"68.42%","68.42%","NV2t019750004.1"
"537","Cluster_1430","3prime_UTR::chr6:6889946-6890946(+)",143,-27.32,"2 21","672 699",25,"56.00%","68.00%","NV2t019998001.1"
"538","Cluster_1430","3prime_UTR::chr6:6889946-6890946(+)",143,-27.32,"2 21","672 699",25,"56.00%","68.00%","NV2t019998002.1"
"539","Cluster_1430","3prime_UTR::chr6:6889946-6890946(+)",143,-27.32,"2 21","672 699",25,"56.00%","68.00%","NV2t019998003.1"
"540","Cluster_1430","3prime_UTR::chr6:6889946-6890946(+)",143,-27.32,"2 21","672 699",25,"56.00%","68.00%","NV2t019998005.1"
"541","Cluster_1430","3prime_UTR::chr6:6889946-6890946(+)",143,-27.32,"2 21","672 699",25,"56.00%","68.00%","NV2t019998006.1"
"542","Cluster_1430","3prime_UTR::chr6:6889946-6890946(+)",143,-27.32,"2 21","672 699",25,"56.00%","68.00%","NV2t019998007.1"
"573","Cluster_1430","3prime_UTR::chr6:7212284-7213284(-)",152,-20.74,"2 14","1 17",13,"84.62%","92.31%","NV2t020032001.1"
"574","Cluster_1430","3prime_UTR::chr6:7407836-7408836(-)",164,-30.66,"2 21","324 344",20,"80.00%","85.00%","NV2t020057001.1"
"575","Cluster_1430","3prime_UTR::chr6:762630-763630(-)",152,-20.24,"2 20","560 579",18,"72.22%","77.78%","NV2t019369001.1"
"576","Cluster_1430","3prime_UTR::chr6:9739839-9740839(-)",142,-21.5,"2 17","228 252",18,"72.22%","72.22%","NV2t020313001.1"
"577","Cluster_1430","3prime_UTR::chr7:13254111-13254661(+)",147,-22.42,"2 21","476 501",23,"60.87%","69.57%","NV2t022458001.1"
"578","Cluster_1430","3prime_UTR::chr7:13254111-13254661(+)",147,-22.42,"2 21","476 501",23,"60.87%","69.57%","NV2t022458002.1"
"581","Cluster_1430","3prime_UTR::chr7:13254111-13254661(+)",158,-24.52,"2 21","297 320",21,"76.19%","76.19%","NV2t022458001.1"
"582","Cluster_1430","3prime_UTR::chr7:13254111-13254661(+)",158,-24.52,"2 21","297 320",21,"76.19%","76.19%","NV2t022458002.1"
"585","Cluster_1430","3prime_UTR::chr7:14245486-14246486(+)",145,-22.29,"2 20","321 341",18,"66.67%","72.22%","NV2t022572001.1"
"586","Cluster_1430","3prime_UTR::chr7:14245486-14246486(+)",145,-22.29,"2 20","321 341",18,"66.67%","72.22%","NV2t022572002.1"
"589","Cluster_1430","3prime_UTR::chr7:16344158-16345158(+)",149,-20.86,"2 17","181 200",15,"80.00%","80.00%","NV2t022781001.1"
"590","Cluster_1430","3prime_UTR::chr7:3129376-3130376(+)",148,-22.19,"2 18","302 324",17,"70.59%","76.47%","NV2t021380001.1"
"591","Cluster_1430","3prime_UTR::chr7:589188-590188(+)",141,-25.9,"2 21","197 225",26,"61.54%","69.23%","NV2t021178001.1"
"592","Cluster_1430","3prime_UTR::chr7:7585494-7586494(+)",145,-21.2,"2 10","338 359",8,"100.00%","100.00%","NV2t021826001.1"
"593","Cluster_1430","3prime_UTR::chr7:8475300-8476300(+)",152,-20.55,"2 19","151 178",23,"69.57%","73.91%","NV2t021912001.1"
"594","Cluster_1430","3prime_UTR::chr8:10322620-10323620(+)",142,-20.66,"2 11","7 28",9,"88.89%","88.89%","NV2t023736001.1"
"595","Cluster_1430","3prime_UTR::chr8:2652727-2653727(-)",157,-21.12,"2 20","757 777",18,"77.78%","77.78%","NV2t022988001.1"
"596","Cluster_1430","3prime_UTR::chr8:5652997-5653203(-)",155,-22.63,"2 16","85 106",14,"78.57%","85.71%","NV2t023254001.1"
"597","Cluster_1430","3prime_UTR::chr9:12979592-12980592(+)",159,-23.58,"2 21","463 487",22,"68.18%","77.27%","NV2t025539001.1"
"598","Cluster_1430","3prime_UTR::chr9:2226103-2227103(-)",148,-21.28,"2 20","830 849",18,"66.67%","77.78%","NV2t024518001.1"
"599","Cluster_1430","3prime_UTR::chr9:4728365-4729365(+)",148,-22.93,"2 13","11 32",11,"81.82%","90.91%","NV2t024724001.1"
"600","Cluster_1640","3prime_UTR::chr10:12846324-12847324(+)",163,-20.38,"2 21","662 686",22,"72.73%","77.27%","NV2t003738001.1"
"601","Cluster_1640","3prime_UTR::chr10:5100530-5101530(-)",175,-27.61,"2 21","300 322",20,"80.00%","90.00%","NV2t002891001.1"
"602","Cluster_1640","3prime_UTR::chr12:3555077-3555799(+)",170,-22.74,"2 21","503 523",19,"84.21%","84.21%","NV2t005799001.1"
"603","Cluster_1640","3prime_UTR::chr13:11081771-11082684(-)",168,-21.2,"2 21","710 731",19,"73.68%","84.21%","NV2t007993001.1"
"604","Cluster_1640","3prime_UTR::chr13:206312-207312(-)",162,-20.89,"2 21","931 955",22,"77.27%","77.27%","NV2t006832001.1"
"605","Cluster_1640","3prime_UTR::chr13:7049519-7050519(-)",158,-20.03,"2 21","415 435",19,"73.68%","78.95%","NV2t007540001.1"
"606","Cluster_1640","3prime_UTR::chr15:5661696-5662696(-)",152,-20.39,"2 21","635 655",20,"70.00%","80.00%","NV2t010009001.1"
"607","Cluster_1640","3prime_UTR::chr15:7000722-7001722(-)",171,-22.69,"2 21","151 173",20,"80.00%","85.00%","NV2t010135001.1"
"608","Cluster_1640","3prime_UTR::chr15:7000722-7001722(-)",171,-22.69,"2 21","151 173",20,"80.00%","85.00%","NV2t010135002.1"
"611","Cluster_1640","3prime_UTR::chr1:4684681-4685681(+)",159,-21.42,"2 21","60 83",21,"71.43%","76.19%","NV2t000495001.1"
"612","Cluster_1640","3prime_UTR::chr1:8041995-8042995(+)",175,-25.19,"2 21","45 68",21,"80.95%","85.71%","NV2t000858001.1"
"613","Cluster_1640","3prime_UTR::chr2:13958454-13959454(+)",172,-26.02,"2 17","350 371",15,"86.67%","100.00%","NV2t012226001.1"
"614","Cluster_1640","3prime_UTR::chr2:19139096-19140096(-)",158,-21.36,"2 21","78 101",21,"71.43%","80.95%","NV2t012839001.1"
"615","Cluster_1640","3prime_UTR::chr3:13194413-13195413(-)",176,-25.41,"2 21","949 970",19,"78.95%","89.47%","NV2t014523001.1"
"616","Cluster_1640","3prime_UTR::chr3:17857470-17858470(-)",166,-21.73,"2 21","464 487",21,"80.95%","80.95%","NV2t015036001.1"
"617","Cluster_1640","3prime_UTR::chr3:4986518-4987518(+)",163,-20.1,"2 18","742 762",16,"87.50%","87.50%","NV2t013603001.1"
"618","Cluster_1640","3prime_UTR::chr3:7697040-7698040(+)",180,-21.63,"2 21","200 221",19,"84.21%","89.47%","NV2t013927001.1"
"619","Cluster_1640","3prime_UTR::chr5:12993067-12994067(+)",151,-20.98,"2 21","744 762",19,"73.68%","78.95%","NV2t018844001.1"
"620","Cluster_1640","3prime_UTR::chr5:13495473-13496473(+)",168,-21.89,"2 21","136 157",19,"73.68%","84.21%","NV2t018904001.1"
"621","Cluster_1640","3prime_UTR::chr5:14478425-14479425(-)",172,-20.48,"2 21","922 943",19,"78.95%","84.21%","NV2t019019001.1"
"622","Cluster_1640","3prime_UTR::chr6:10625342-10626202(-)",154,-20.36,"2 21","222 246",22,"72.73%","72.73%","NV2t020421001.1"
"623","Cluster_1640","3prime_UTR::chr6:4837453-4838453(-)",171,-23.38,"2 21","8 30",20,"75.00%","90.00%","NV2t019790001.1"
"624","Cluster_1640","3prime_UTR::chr6:4837453-4838453(-)",171,-23.38,"2 21","8 30",20,"75.00%","90.00%","NV2t019790002.1"
"625","Cluster_1640","3prime_UTR::chr6:4837453-4838453(-)",171,-23.38,"2 21","8 30",20,"75.00%","90.00%","NV2t019790003.1"
"632","Cluster_1640","3prime_UTR::chr7:4573590-4574590(+)",152,-20.39,"2 21","652 672",20,"70.00%","80.00%","NV2t021512001.1"
"633","Cluster_1640","3prime_UTR::chr8:10146899-10147703(+)",167,-20.63,"2 21","436 458",20,"80.00%","80.00%","NV2t023719001.1"
"634","Cluster_1640","3prime_UTR::chr8:1577962-1578962(+)",170,-20.6,"2 21","924 944",19,"78.95%","89.47%","NV2t022907001.1"
"635","Cluster_1954","3prime_UTR::chr12:1191477-1192290(-)",163,-20.86,"2 21","487 509",20,"70.00%","85.00%","NV2t005588001.1"
"636","Cluster_1954","3prime_UTR::chr12:1191477-1192290(-)",163,-20.86,"2 21","487 509",20,"70.00%","85.00%","NV2t005588002.1"
"637","Cluster_1954","3prime_UTR::chr12:1191477-1192290(-)",163,-20.86,"2 21","487 509",20,"70.00%","85.00%","NV2t005588003.1"
"644","Cluster_1954","3prime_UTR::chr14:12908857-12909857(-)",161,-20.16,"2 14","867 888",12,"91.67%","100.00%","NV2t009409001.1"
"645","Cluster_1954","3prime_UTR::chr14:12908857-12909857(-)",161,-20.16,"2 14","867 888",12,"91.67%","100.00%","NV2t009409002.1"
"646","Cluster_1954","3prime_UTR::chr14:12908857-12909857(-)",161,-20.16,"2 14","867 888",12,"91.67%","100.00%","NV2t009409003.1"
"653","Cluster_1954","3prime_UTR::chr1:13323567-13324567(-)",159,-24.54,"2 21","592 617",23,"69.57%","73.91%","NV2t001468001.1"
"654","Cluster_1954","3prime_UTR::chr2:12699703-12700703(-)",167,-21.41,"2 21","712 735",21,"71.43%","85.71%","NV2t012116001.1"
"655","Cluster_1954","3prime_UTR::chr2:12699703-12700703(-)",167,-21.41,"2 21","712 735",21,"71.43%","85.71%","NV2t012116002.1"
"658","Cluster_1954","3prime_UTR::chr2:15278325-15279138(-)",163,-20.86,"2 21","487 509",20,"70.00%","85.00%","NV2t012375003.1"
"659","Cluster_1954","3prime_UTR::chr2:15278325-15279138(-)",163,-20.86,"2 21","487 509",20,"70.00%","85.00%","NV2t012375001.1"
"660","Cluster_1954","3prime_UTR::chr2:15278325-15279138(-)",163,-20.86,"2 21","487 509",20,"70.00%","85.00%","NV2t012375004.1"
"661","Cluster_1954","3prime_UTR::chr2:15278325-15279138(-)",163,-20.86,"2 21","487 509",20,"70.00%","85.00%","NV2t012375002.1"
"662","Cluster_1954","3prime_UTR::chr2:15278325-15279138(-)",163,-20.86,"2 21","487 509",20,"70.00%","85.00%","NV2t012375005.1"
"683","Cluster_1954","3prime_UTR::chr5:15817023-15818023(+)",159,-21.87,"2 21","974 997",21,"66.67%","80.95%","NV2t019151001.1"
"684","Cluster_1954","3prime_UTR::chr5:9131225-9131740(-)",174,-21.91,"2 20","127 149",19,"78.95%","94.74%","NV2t018402001.1"
"685","Cluster_1954","3prime_UTR::chr6:10791015-10791869(+)",163,-20.86,"2 21","528 550",20,"70.00%","85.00%","NV2t020445001.1"
"686","Cluster_1954","3prime_UTR::chr6:10791015-10791869(+)",163,-20.86,"2 21","528 550",20,"70.00%","85.00%","NV2t020445002.1"
"687","Cluster_1954","3prime_UTR::chr6:10791015-10791869(+)",163,-20.86,"2 21","528 550",20,"70.00%","85.00%","NV2t020445003.1"
"688","Cluster_1954","3prime_UTR::chr6:10791015-10791869(+)",163,-20.86,"2 21","528 550",20,"70.00%","85.00%","NV2t020445004.1"
"701","Cluster_1954","3prime_UTR::chr6:3171377-3172104(-)",161,-26.69,"2 21","598 617",19,"73.68%","84.21%","NV2t019614001.1"
"702","Cluster_1954","3prime_UTR::chr6:4448866-4449866(+)",143,-20.11,"2 21","689 715",24,"62.50%","62.50%","NV2t019743001.1"
"703","Cluster_1954","3prime_UTR::chr6:4448866-4449866(+)",143,-20.11,"2 21","689 715",24,"62.50%","62.50%","NV2t019743002.1"
"704","Cluster_1954","3prime_UTR::chr6:4448866-4449866(+)",143,-20.11,"2 21","689 715",24,"62.50%","62.50%","NV2t019743003.1"
"705","Cluster_1954","3prime_UTR::chr6:4448866-4449866(+)",143,-20.11,"2 21","689 715",24,"62.50%","62.50%","NV2t019743004.1"
"706","Cluster_1954","3prime_UTR::chr6:4448866-4449866(+)",143,-20.11,"2 21","689 715",24,"62.50%","62.50%","NV2t019743005.1"
"707","Cluster_1954","3prime_UTR::chr6:4448866-4449866(+)",143,-20.11,"2 21","689 715",24,"62.50%","62.50%","NV2t019743006.1"
"738","Cluster_1954","3prime_UTR::chr6:4448866-4449866(+)",143,-20.58,"2 21","306 332",24,"62.50%","62.50%","NV2t019743001.1"
"739","Cluster_1954","3prime_UTR::chr6:4448866-4449866(+)",143,-20.58,"2 21","306 332",24,"62.50%","62.50%","NV2t019743002.1"
"740","Cluster_1954","3prime_UTR::chr6:4448866-4449866(+)",143,-20.58,"2 21","306 332",24,"62.50%","62.50%","NV2t019743003.1"
"741","Cluster_1954","3prime_UTR::chr6:4448866-4449866(+)",143,-20.58,"2 21","306 332",24,"62.50%","62.50%","NV2t019743004.1"
"742","Cluster_1954","3prime_UTR::chr6:4448866-4449866(+)",143,-20.58,"2 21","306 332",24,"62.50%","62.50%","NV2t019743005.1"
"743","Cluster_1954","3prime_UTR::chr6:4448866-4449866(+)",143,-20.58,"2 21","306 332",24,"62.50%","62.50%","NV2t019743006.1"
"774","Cluster_1954","3prime_UTR::chr6:4448866-4449866(+)",143,-20.58,"2 21","368 394",24,"62.50%","62.50%","NV2t019743001.1"
"775","Cluster_1954","3prime_UTR::chr6:4448866-4449866(+)",143,-20.58,"2 21","368 394",24,"62.50%","62.50%","NV2t019743002.1"
"776","Cluster_1954","3prime_UTR::chr6:4448866-4449866(+)",143,-20.58,"2 21","368 394",24,"62.50%","62.50%","NV2t019743003.1"
"777","Cluster_1954","3prime_UTR::chr6:4448866-4449866(+)",143,-20.58,"2 21","368 394",24,"62.50%","62.50%","NV2t019743004.1"
"778","Cluster_1954","3prime_UTR::chr6:4448866-4449866(+)",143,-20.58,"2 21","368 394",24,"62.50%","62.50%","NV2t019743005.1"
"779","Cluster_1954","3prime_UTR::chr6:4448866-4449866(+)",143,-20.58,"2 21","368 394",24,"62.50%","62.50%","NV2t019743006.1"
"810","Cluster_1954","3prime_UTR::chr6:4448866-4449866(+)",143,-20.58,"2 21","626 652",24,"62.50%","62.50%","NV2t019743001.1"
"811","Cluster_1954","3prime_UTR::chr6:4448866-4449866(+)",143,-20.58,"2 21","626 652",24,"62.50%","62.50%","NV2t019743002.1"
"812","Cluster_1954","3prime_UTR::chr6:4448866-4449866(+)",143,-20.58,"2 21","626 652",24,"62.50%","62.50%","NV2t019743003.1"
"813","Cluster_1954","3prime_UTR::chr6:4448866-4449866(+)",143,-20.58,"2 21","626 652",24,"62.50%","62.50%","NV2t019743004.1"
"814","Cluster_1954","3prime_UTR::chr6:4448866-4449866(+)",143,-20.58,"2 21","626 652",24,"62.50%","62.50%","NV2t019743005.1"
"815","Cluster_1954","3prime_UTR::chr6:4448866-4449866(+)",143,-20.58,"2 21","626 652",24,"62.50%","62.50%","NV2t019743006.1"
"846","Cluster_1954","3prime_UTR::chr6:4448866-4449866(+)",143,-20.58,"2 21","817 843",24,"62.50%","62.50%","NV2t019743001.1"
"847","Cluster_1954","3prime_UTR::chr6:4448866-4449866(+)",143,-20.58,"2 21","817 843",24,"62.50%","62.50%","NV2t019743002.1"
"848","Cluster_1954","3prime_UTR::chr6:4448866-4449866(+)",143,-20.58,"2 21","817 843",24,"62.50%","62.50%","NV2t019743003.1"
"849","Cluster_1954","3prime_UTR::chr6:4448866-4449866(+)",143,-20.58,"2 21","817 843",24,"62.50%","62.50%","NV2t019743004.1"
"850","Cluster_1954","3prime_UTR::chr6:4448866-4449866(+)",143,-20.58,"2 21","817 843",24,"62.50%","62.50%","NV2t019743005.1"
"851","Cluster_1954","3prime_UTR::chr6:4448866-4449866(+)",143,-20.58,"2 21","817 843",24,"62.50%","62.50%","NV2t019743006.1"
"882","Cluster_1954","3prime_UTR::chr6:4448866-4449866(+)",143,-20.58,"2 21","880 906",24,"62.50%","62.50%","NV2t019743001.1"
"883","Cluster_1954","3prime_UTR::chr6:4448866-4449866(+)",143,-20.58,"2 21","880 906",24,"62.50%","62.50%","NV2t019743002.1"
"884","Cluster_1954","3prime_UTR::chr6:4448866-4449866(+)",143,-20.58,"2 21","880 906",24,"62.50%","62.50%","NV2t019743003.1"
"885","Cluster_1954","3prime_UTR::chr6:4448866-4449866(+)",143,-20.58,"2 21","880 906",24,"62.50%","62.50%","NV2t019743004.1"
"886","Cluster_1954","3prime_UTR::chr6:4448866-4449866(+)",143,-20.58,"2 21","880 906",24,"62.50%","62.50%","NV2t019743005.1"
"887","Cluster_1954","3prime_UTR::chr6:4448866-4449866(+)",143,-20.58,"2 21","880 906",24,"62.50%","62.50%","NV2t019743006.1"
"918","Cluster_1954","3prime_UTR::chr6:4448866-4449866(+)",143,-20.58,"2 21","942 968",24,"62.50%","62.50%","NV2t019743001.1"
"919","Cluster_1954","3prime_UTR::chr6:4448866-4449866(+)",143,-20.58,"2 21","942 968",24,"62.50%","62.50%","NV2t019743002.1"
"920","Cluster_1954","3prime_UTR::chr6:4448866-4449866(+)",143,-20.58,"2 21","942 968",24,"62.50%","62.50%","NV2t019743003.1"
"921","Cluster_1954","3prime_UTR::chr6:4448866-4449866(+)",143,-20.58,"2 21","942 968",24,"62.50%","62.50%","NV2t019743004.1"
"922","Cluster_1954","3prime_UTR::chr6:4448866-4449866(+)",143,-20.58,"2 21","942 968",24,"62.50%","62.50%","NV2t019743005.1"
"923","Cluster_1954","3prime_UTR::chr6:4448866-4449866(+)",143,-20.58,"2 21","942 968",24,"62.50%","62.50%","NV2t019743006.1"
"954","Cluster_1954","3prime_UTR::chr7:10800849-10801849(+)",163,-22.61,"2 21","163 189",24,"66.67%","79.17%","NV2t022188001.1"
"955","Cluster_1954","3prime_UTR::chr7:10800849-10801849(+)",163,-22.61,"2 21","163 189",24,"66.67%","79.17%","NV2t022188004.1"
"958","Cluster_1954","3prime_UTR::chr8:11791942-11792735(-)",163,-20.86,"2 21","517 539",20,"70.00%","85.00%","NV2t023881001.1"
"959","Cluster_1954","3prime_UTR::chr8:6217543-6218543(-)",162,-22.33,"2 21","235 261",24,"75.00%","75.00%","NV2t023296001.1"
"960","Cluster_1954","3prime_UTR::chr8:7967162-7968162(+)",158,-22.41,"2 21","647 667",19,"68.42%","84.21%","NV2t023479001.1"
"961","Cluster_1954","3prime_UTR::chrUn2:505043-506043(-)",161,-20.16,"2 14","866 887",12,"91.67%","100.00%","NV2t025921001.1"
"962","Cluster_1954","3prime_UTR::chrUn2:516079-517079(-)",161,-20.16,"2 14","866 887",12,"91.67%","100.00%","NV2t025925001.1"
"963","Cluster_2470","3prime_UTR::chr10:10051623-10052623(+)",170,-20.79,"2 19","473 493",17,"82.35%","88.24%","NV2t003424001.1"
"964","Cluster_2470","3prime_UTR::chr10:10051623-10052623(+)",170,-20.79,"2 19","473 493",17,"82.35%","88.24%","NV2t003424002.1"
"967","Cluster_2470","3prime_UTR::chr10:1382583-1383583(-)",163,-20.12,"2 20","561 581",18,"72.22%","83.33%","NV2t002481001.1"
