gene_name	GeneOntologyIDs
evm.model.Ap11.1773	GO:1902775; GO:0070130; GO:0090071; GO:0017148; GO:0042273; GO:0005759; GO:0005739; GO:0140978; GO:0043023
evm.model.Ap11.1778	GO:0019915; GO:0000209; GO:0005634; GO:0005524; GO:0061631; GO:0004842
evm.model.Ap11.1779	GO:0140374; GO:0007186; GO:0032715; GO:0032727; GO:0090290; GO:1903942; GO:0160023; GO:0005829; GO:0005886; GO:0004946; GO:0008188
evm.model.Ap11.569	GO:0010468; GO:0005886; GO:0004980; GO:0046872
evm.model.Ap11.568	GO:0007268; GO:0006351; GO:1904068; GO:0007187; GO:0006874; GO:0007612; GO:0008049; GO:0000122; GO:0030728; GO:0007200; GO:0010841; GO:1905050; GO:0060279; GO:0090328; GO:0060278; GO:0006979; GO:0042594; GO:0030425; GO:0016020; GO:0005886; GO:0045202; GO:0030594; GO:0004989
evm.model.Ap11.560	GO:0007189; GO:0097009; GO:0006112; GO:2000252; GO:0060259; GO:0040008; GO:0005737; GO:0098804; GO:0005886; GO:0004977; GO:0004980; GO:0046872
evm.model.Ap11.567	GO:0007189; GO:0035556; GO:0042438; GO:0032720; GO:0007200; GO:0141163; GO:0048023; GO:0045944; GO:0070914; GO:0005737; GO:0005886; GO:0004978; GO:0004980; GO:0046872; GO:0031625
evm.model.Ap11.566	GO:0007189; GO:0035556; GO:0042438; GO:0032720; GO:0007200; GO:0141163; GO:0048023; GO:0045944; GO:0070914; GO:0005737; GO:0005886; GO:0004978; GO:0004980; GO:0046872; GO:0031625
evm.model.Ap11.565	GO:0007189; GO:0001973; GO:0014074; GO:0001963; GO:0005886; GO:0045202; GO:0005516; GO:0019899; GO:0001609; GO:0042802; GO:0008289
evm.model.Ap11.564	GO:0007189; GO:0035556; GO:0042438; GO:0032720; GO:0007200; GO:0141163; GO:0048023; GO:0045944; GO:0070914; GO:0005737; GO:0005886; GO:0004978; GO:0004980; GO:0046872; GO:0031625
evm.model.Ap11.1066	GO:0061158; GO:0071347; GO:0046007; GO:0030889; GO:0002635; GO:2000320; GO:0045623; GO:0000956; GO:0000288; GO:0000184; GO:0033962; GO:0010608; GO:0000209; GO:0002634; GO:2000628; GO:0043488; GO:1900151; GO:0050856; GO:0050852; GO:0006511; GO:0010494; GO:0005829; GO:0000932; GO:0005886; GO:1905762; GO:0003725; GO:0035198; GO:0003730; GO:0003729; GO:0003723; GO:0035613; GO:0061630; GO:0004842; GO:0008270
evm.model.Ap11.1067	GO:0097065; GO:0006914; GO:0030207; GO:0061580; GO:0030209; GO:0010976; GO:0010632; GO:0043627; GO:0051597; GO:0007584; GO:0009268; GO:0009986; GO:0005764; GO:0004065; GO:0046872; GO:0003943; GO:0043890; GO:0008484
evm.model.Ap11.1063	GO:0004519; GO:0016787; GO:0003964; GO:0008270
evm.model.Ap11.1068	GO:0015074; GO:0006281; GO:0005737; GO:0042575; GO:0019899; GO:0003676; GO:0008270
evm.model.Ap11.1069	GO:0015074; GO:0006310; GO:0006508; GO:0005634; GO:0004190; GO:0003677; GO:0003887; GO:0004519; GO:0046872; GO:0003723; GO:0003964
evm.model.Ap11.6	GO:0007023; GO:0007021; GO:0005737; GO:0005829; GO:0032391; GO:0003924; GO:0015631
evm.model.Ap11.7	GO:0006351; GO:0000122; GO:0032204; GO:0016607; GO:0005634; GO:0001227
evm.model.Ap11.7.1.5f15db9d	GO:0006351; GO:0000122; GO:0032204; GO:0016607; GO:0005634; GO:0001227
evm.model.Ap11.4	GO:0005737; GO:0016020
evm.model.Ap11.5	GO:0005911; GO:0016020; GO:0005886; GO:0004385
evm.model.Ap11.2	GO:0000462; GO:0030686; GO:0005730; GO:0030688
evm.model.Ap11.3	GO:0071896; GO:0005912; GO:0005923; GO:0005911; GO:0005886
evm.model.Ap11.332_evm.model.Ap11.328	GO:0001525; GO:0007155; GO:0043542; GO:1902362; GO:0097325; GO:0060244; GO:0010716; GO:1903054; GO:1900119; GO:0006508; GO:0051603; GO:0051726; GO:0010710; GO:0051917; GO:0045177; GO:0045178; GO:0009986; GO:0005737; GO:0005615; GO:0005925; GO:0030027; GO:0031258; GO:0016020; GO:1905368; GO:0005886; GO:0032587; GO:0008239; GO:0004175; GO:0042802; GO:0005178; GO:0008233; GO:0002020; GO:0042803; GO:0004252; GO:0008236
evm.model.Ap11.1267	GO:0043409; GO:0007165; GO:0005737; GO:0005634; GO:0004722
evm.model.Ap11.1264	GO:1990034; GO:0051480; GO:0005789; GO:0005886
evm.model.Ap11.1265	GO:1990034; GO:0051480; GO:0005789; GO:0005886
evm.model.Ap11.1263	GO:1990034; GO:0051480; GO:0005789; GO:0005886
evm.model.Ap11.1260	GO:0009734; GO:0071365; GO:0010928; GO:0010109; GO:0009646; GO:0009733; GO:0009637; GO:0010114; GO:0007165; GO:0005985; GO:0005737; GO:0005524; GO:0004672; GO:0004674
evm.model.Ap11.1268	GO:0040001; GO:0007076; GO:0000281; GO:0001755; GO:0005737; GO:0005874; GO:0072686; GO:0005730; GO:0003677; GO:0008017
evm.model.Ap11.1269	GO:0035269; GO:0051262; GO:0005615; GO:0005794; GO:0000139; GO:0005791; GO:0042383; GO:0098723; GO:0002162; GO:0042802; GO:0043236; GO:0046872; GO:0016780
evm.model.Ap11.593_evm.model.Ap11.597	GO:0008543; GO:0000082; GO:0035278; GO:0021915; GO:0010608; GO:0043161; GO:0051865; GO:0000209; GO:2000177; GO:0072089; GO:0000932; GO:0035198; GO:0061630; GO:0004842; GO:0008270
evm.model.Ap11.138	GO:0006633; GO:0006631; GO:0090410; GO:0005739; GO:0005524; GO:0090409; GO:0031956
evm.model.Ap11.130	GO:0046210; GO:0015671; GO:0019430; GO:0005737; GO:0005634; GO:0020037; GO:0005506; GO:0141118; GO:0098809; GO:0016491; GO:0019825; GO:0004784
evm.model.Ap11.131	GO:0071456; GO:0005829; GO:0005759; GO:0005092; GO:0020037; GO:0046872; GO:0098809; GO:0019825
evm.model.Ap11.132	GO:0046210; GO:0015671; GO:0019430; GO:0005737; GO:0005634; GO:0020037; GO:0005506; GO:0141118; GO:0098809; GO:0016491; GO:0019825; GO:0004784
evm.model.Ap11.133	GO:0071456; GO:0005829; GO:0005759; GO:0005092; GO:0020037; GO:0046872; GO:0098809; GO:0019825
evm.model.Ap11.134	GO:0031152; GO:0048870; GO:0031288; GO:0055085; GO:0016020; GO:0140359; GO:0005524; GO:0016887; GO:0042626
evm.model.Ap11.134.1.5f1685b0	GO:0031152; GO:0048870; GO:0031288; GO:0055085; GO:0016020; GO:0140359; GO:0005524; GO:0016887; GO:0042626
evm.model.Ap11.135	GO:0090316; GO:0031334; GO:1905382; GO:0045945; GO:0042795; GO:0042796; GO:0015030; GO:0000791; GO:0035363; GO:0016604; GO:0005654; GO:0008023; GO:0030674
evm.model.Ap11.136	GO:0000226; GO:0051726; GO:0051300; GO:0009847; GO:0051286; GO:0005823; GO:0005737; GO:0001411; GO:0005509; GO:0030234
evm.model.Ap11.137	GO:0007411; GO:0007185; GO:0045599; GO:0048812; GO:0099170; GO:0051056; GO:0042995; GO:0005737; GO:0005829; GO:0019898; GO:0098978; GO:0098794; GO:0048786; GO:0005524; GO:0005085; GO:0106310; GO:0004674
evm.model.Ap11.859	GO:0015878; GO:1990748; GO:0140115; GO:0015711; GO:0097744; GO:0032218; GO:0030148; GO:0070633; GO:0055085; GO:0150104; GO:0046415; GO:1990961; GO:1990962; GO:0016324; GO:0031526; GO:0098591; GO:0045121; GO:0031966; GO:0005886; GO:0008559; GO:0005524; GO:0016887; GO:0042626; GO:0015225; GO:0015562; GO:0042802; GO:0042803; GO:0032217; GO:0046624; GO:0022857; GO:0015143; GO:0042910
evm.model.Ap11.858	GO:0007409; GO:0001662; GO:0016197; GO:0007032; GO:0008104; GO:0007626; GO:0007041; GO:0007528; GO:0048812; GO:0043547; GO:0045860; GO:0051260; GO:0016601; GO:0001881; GO:0051036; GO:0099072; GO:0006979; GO:0035249; GO:0016050; GO:0030424; GO:0005813; GO:0005737; GO:0005829; GO:0030425; GO:0043197; GO:0005769; GO:0098978; GO:0030426; GO:0030027; GO:0016020; GO:0043025; GO:0005634; GO:0014069; GO:0032991; GO:0001726; GO:0031982; GO:0005096; GO:0005085; GO:0042802; GO:0042803; GO:0043539; GO:0031267
evm.model.Ap11.493	GO:0022008; GO:0005829
evm.model.Ap11.492	GO:0022008; GO:0005829
evm.model.Ap11.491	GO:0022008; GO:0005829
evm.model.Ap11.490	GO:0022008; GO:0005829
evm.model.Ap11.494	GO:0022008; GO:0005829; GO:0000932
evm.model.Ap11.1671	GO:0008543; GO:0000082; GO:0035278; GO:0021915; GO:0010608; GO:0043161; GO:0051865; GO:0000209; GO:2000177; GO:0072089; GO:0000932; GO:0035198; GO:0061630; GO:0004842; GO:0008270
evm.model.Ap11.1670	GO:0008543; GO:0000082; GO:0035278; GO:0021915; GO:0010608; GO:0043161; GO:0051865; GO:0000209; GO:2000177; GO:0072089; GO:0000932; GO:0035198; GO:0061630; GO:0004842; GO:0008270
evm.model.Ap11.1673	GO:1990034; GO:0051480; GO:0005789; GO:0005886
evm.model.Ap11.1437	GO:0007155; GO:0005911; GO:0005737; GO:0005856; GO:0016020; GO:0045296
evm.model.Ap11.1436	GO:0007041; GO:0030163; GO:0015031; GO:0006890; GO:0032940; GO:0030137; GO:0005783; GO:0005789; GO:0031201; GO:0005484
evm.model.Ap11.1435	GO:0016236; GO:0045668; GO:0030500; GO:0032872; GO:0005776; GO:0005829; GO:0005770; GO:0005764; GO:0031430; GO:0016020; GO:0005758; GO:0005778; GO:0000407; GO:0043235; GO:0051019; GO:0043130; GO:0008270
evm.model.Ap11.1438	GO:0005975; GO:0000139; GO:0047186
evm.model.Ap11.307	GO:0016787
evm.model.Ap11.306	GO:0097746; GO:0007589; GO:0007166; GO:0006182; GO:0042417; GO:0035556; GO:0016525; GO:0030308; GO:0048662; GO:0035815; GO:0035810; GO:0007168; GO:0008217; GO:0043114; GO:0005789; GO:0031965; GO:0005886; GO:0043235; GO:0005524; GO:0008528; GO:0005525; GO:0004383; GO:0042562; GO:0016941; GO:0017046; GO:0001653; GO:0004672
evm.model.Ap11.305	GO:0030031; GO:0030317; GO:2000059; GO:0005737; GO:0031965; GO:0036126
evm.model.Ap11.304	GO:0007168; GO:0005886; GO:0004016; GO:0005524; GO:0005525; GO:0004383; GO:0001653; GO:0004672
evm.model.Ap11.303	GO:0006883; GO:0016485; GO:0007605; GO:0005783; GO:0005789; GO:0043025; GO:0004252; GO:0008236; GO:0017080
evm.model.Ap11.302	GO:0006811; GO:0016020; GO:0022857
evm.model.Ap11.301	GO:0060294; GO:0007018; GO:0097729; GO:0005930; GO:0030286; GO:0005874; GO:0005875; GO:0005524; GO:0016887; GO:0003774; GO:0045505; GO:0051959; GO:0003777; GO:0008569
evm.model.Ap11.309	GO:0016787
evm.model.Ap11.308	GO:0016787
evm.model.Ap11.1888	GO:0000775; GO:0030496; GO:0005730; GO:0005634; GO:0008270
evm.model.Ap11.1889	GO:0050650; GO:0050651; GO:0006024; GO:0015012; GO:0030166; GO:0005794; GO:0032580; GO:0005797; GO:0000139; GO:0047220; GO:0035250
evm.model.Ap11.1886	GO:0007189; GO:1901621; GO:0060170; GO:0005929; GO:0055037; GO:0004930
evm.model.Ap11.1887	GO:0070509; GO:0071420; GO:0007268; GO:0007186; GO:0007187; GO:0071421; GO:0007613; GO:0010894; GO:0007208; GO:0045429; GO:0045907; GO:0048167; GO:0043114; GO:0048511; GO:0008542; GO:0005829; GO:0030425; GO:0005886; GO:0045202; GO:0015085; GO:0051381; GO:0004969
evm.model.Ap11.1884	GO:0007602; GO:0016020; GO:0004930; GO:0009881
evm.model.Ap11.1885	GO:0030317; GO:0160112; GO:0036126
evm.model.Ap11.1882	GO:0007602; GO:0007601; GO:0016020; GO:0004930; GO:0009881
evm.model.Ap11.1883	GO:0007602; GO:0016020; GO:0004930; GO:0009881
evm.model.Ap11.1880	GO:0098928; GO:0051056; GO:0098978; GO:0099092; GO:0098793; GO:0005096
evm.model.Ap11.1881.1.5f15df4b	GO:0000307; GO:0016020; GO:0005634; GO:0016538; GO:0019901
evm.model.Ap11.1881	GO:0000307; GO:0016020; GO:0005634; GO:0016538; GO:0019901
evm.model.Ap11.177_evm.model.Ap11.179	GO:0050650; GO:0005794; GO:0032580; GO:0008376; GO:0047238; GO:0033842
evm.model.Ap11.409	GO:0007189; GO:0050777; GO:0070374; GO:0045921; GO:0001659; GO:0005737; GO:0005886; GO:0004978; GO:0004977; GO:0004980; GO:0046872
evm.model.Ap11.400	GO:0045087; GO:0005524; GO:0106408; GO:0003690; GO:0005525; GO:0046872; GO:0016779
evm.model.Ap11.401	GO:0045087; GO:0005524; GO:0106408; GO:0003690; GO:0005525; GO:0046872; GO:0016779
evm.model.Ap11.402	GO:0045087; GO:0005524; GO:0106408; GO:0003690; GO:0005525; GO:0046872; GO:0016779
evm.model.Ap11.403	GO:0045087; GO:0005524; GO:0106408; GO:0003690; GO:0005525; GO:0046872; GO:0016779
evm.model.Ap11.404	GO:0051301; GO:0007346; GO:0005813; GO:0030496; GO:0000922; GO:0019900
evm.model.Ap11.405	GO:0051301; GO:0007346; GO:0005813; GO:0030496; GO:0072686; GO:1990023; GO:0097431; GO:0019900
evm.model.Ap11.406	GO:0006869; GO:0016324; GO:0016323; GO:0015431; GO:0008559; GO:0005524; GO:0016887
evm.model.Ap11.407	GO:0003333; GO:0001762; GO:0051939; GO:0015812; GO:0015816; GO:0006836; GO:0030659; GO:0060077; GO:0098793; GO:0008021; GO:0005774; GO:0015185; GO:0140800; GO:0015187; GO:0140799; GO:0015179
evm.model.Ap11.1609	GO:0006397; GO:0000956; GO:0007283; GO:0006369; GO:0005730; GO:0005654; GO:0005634; GO:0008409; GO:0004534; GO:0042802; GO:0003723; GO:0001147; GO:0008270
evm.model.Ap11.1601	GO:0034504; GO:0006412; GO:0005737; GO:0005730; GO:1990904; GO:0005840; GO:0019843; GO:0003735
evm.model.Ap11.1602	GO:0031017; GO:0030851; GO:0030593; GO:0006616; GO:0005829; GO:0005783; GO:0016607; GO:0005786; GO:0008312; GO:0030942; GO:0005525; GO:0003924
evm.model.Ap11.1603	GO:0055008; GO:0071456; GO:0060347; GO:0006879; GO:0032364; GO:0060711; GO:1905290; GO:0051344; GO:1902072; GO:0043065; GO:0043525; GO:0045944; GO:0045765; GO:0099159; GO:0043523; GO:0140252; GO:0001666; GO:0071731; GO:0060412; GO:0005737; GO:0005829; GO:0098978; GO:0005634; GO:0014069; GO:0016706; GO:0019899; GO:0004857; GO:0008198; GO:0160082; GO:0031418; GO:0031545; GO:0031543
evm.model.Ap11.1605	GO:0001835; GO:0036064; GO:0005929; GO:0005737; GO:0005829; GO:0008287; GO:0004864; GO:0019888; GO:0004865
evm.model.Ap11.1606	GO:0008652; GO:0006535; GO:0005737; GO:0005739; GO:0004124; GO:0141223
evm.model.Ap11.1607	GO:0006310; GO:0006281; GO:0021766; GO:0007017; GO:0006397; GO:0030182; GO:0000956; GO:0060041; GO:0016070; GO:0007283; GO:0006369; GO:0016235; GO:0005730; GO:0005654; GO:0005634; GO:0000175; GO:0008409; GO:0004534; GO:0042802; GO:0003723; GO:0001147; GO:0008270
evm.model.Ap11.1033	GO:0099139; GO:0000281; GO:0046856; GO:0042641; GO:0005737; GO:0005829; GO:0016020; GO:0005524; GO:0005525; GO:0004438; GO:0004721; GO:0106310; GO:0004674
evm.model.Ap11.1032	GO:0007250; GO:0045087; GO:0031663; GO:0070534; GO:0042981; GO:0043122; GO:0005938; GO:0005737; GO:0009898; GO:0098978; GO:0005811; GO:0005634; GO:0035591; GO:0005164; GO:0061630; GO:0004842; GO:0008270
evm.model.Ap11.1035	GO:0099139; GO:0000281; GO:0046856; GO:0042641; GO:0005737; GO:0005829; GO:0016020; GO:0005524; GO:0005525; GO:0004438; GO:0004721; GO:0106310; GO:0004674
evm.model.Ap11.646	GO:0021987; GO:0048484; GO:0009968; GO:0001560; GO:2001222; GO:0010975; GO:0005874; GO:0005524; GO:0008017
evm.model.Ap11.644	GO:0006777; GO:0005829; GO:0005759; GO:0005739; GO:0051539; GO:0061799; GO:0061798; GO:0005525; GO:0046872; GO:1904047
evm.model.Ap11.645	GO:0000226; GO:0000278; GO:0005737; GO:0005874; GO:0005525; GO:0003924; GO:0046872; GO:0005200
evm.model.Ap11.642	GO:0099139; GO:0000281; GO:0046856; GO:0042641; GO:0005737; GO:0005829; GO:0016020; GO:0005524; GO:0005525; GO:0004438; GO:0004721; GO:0106310; GO:0004674
evm.model.Ap11.640	GO:0007517; GO:0022008; GO:0016567; GO:0036464; GO:0005829; GO:0005654; GO:0000932; GO:0032991; GO:0097602; GO:0042802
evm.model.Ap11.641	GO:0022008; GO:0005829; GO:0000932
evm.model.Ap11.649	GO:0042756; GO:0036335; GO:0007605; GO:0160069; GO:0015629; GO:0031901; GO:0005765; GO:0005886; GO:0005227; GO:0140135; GO:1990760; GO:0120019; GO:0017128; GO:0140338
evm.model.Ap11.1107	GO:0048527; GO:0080147; GO:0055085; GO:0072334; GO:0015786; GO:0005794; GO:0000139; GO:0005886; GO:0015297; GO:0005459; GO:0005460
evm.model.Ap11.1106	GO:0030953; GO:0040001; GO:0007079; GO:0007080; GO:0090307; GO:0006607; GO:0045542; GO:0006606; GO:0045540; GO:0006610; GO:0006404; GO:0005737; GO:0010494; GO:0005829; GO:0071782; GO:0070062; GO:0005576; GO:1904813; GO:0016020; GO:0005635; GO:0031965; GO:0005643; GO:0005654; GO:0005634; GO:0035580; GO:0019899; GO:0051879; GO:0061676; GO:0061608; GO:0008139; GO:0019904; GO:0003723; GO:0031267; GO:0008270
evm.model.Ap11.1105	GO:0007411; GO:0007409; GO:0048813; GO:0006351; GO:0042593; GO:1904178; GO:0061179; GO:0000122; GO:0045893; GO:0045944; GO:0045604; GO:0006357; GO:0005829; GO:0005654; GO:0005634; GO:0003677; GO:0001228; GO:0003700; GO:0000981; GO:0000978; GO:0008270
evm.model.Ap11.1104	GO:0009443; GO:0042821; GO:0042820; GO:0009507; GO:0005737; GO:0009536; GO:0008106; GO:0070402; GO:0050236
evm.model.Ap11.1103	GO:0006816; GO:0030317; GO:0070884; GO:2001256; GO:0160111; GO:0005879; GO:0036126; GO:0005509; GO:0061891
evm.model.Ap11.1102	GO:0000425; GO:0097468; GO:1900063; GO:0000302; GO:0007605; GO:0035253; GO:0030864; GO:0005737; GO:0043025; GO:0005778; GO:0120044
evm.model.Ap11.1101	GO:0071880; GO:0007267; GO:0007200; GO:0010613; GO:0007204; GO:0043410; GO:0005901; GO:0005737; GO:0031965; GO:0005886; GO:0004937
evm.model.Ap11.1109	GO:0072740; GO:0006351; GO:0043923; GO:0043922; GO:0140467; GO:0007254; GO:0043392; GO:0045892; GO:0000122; GO:0045893; GO:2000144; GO:1902895; GO:0045944; GO:1904707; GO:0051726; GO:0042127; GO:0006357; GO:0019046; GO:0034976; GO:0048545; GO:0060395; GO:0007179; GO:0032905; GO:0000785; GO:0000791; GO:0000228; GO:0005654; GO:0005634; GO:0035976; GO:0005667; GO:0017053; GO:0035497; GO:0003682; GO:0003677; GO:0001228; GO:0003700; GO:0000981; GO:0001227; GO:0019899; GO:0140296; GO:0005096; GO:0042802; GO:0070412; GO:0003723; GO:0000978; GO:0061629; GO:1990837; GO:0000976; GO:0031625; GO:0044389
evm.model.Ap11.1419	GO:0061138; GO:0060693; GO:0005634
evm.model.Ap11.1418	GO:0032870; GO:0007186; GO:0007218; GO:0043408; GO:0015629; GO:0005886; GO:0004930; GO:0008188; GO:0031628
evm.model.Ap11.1411	GO:0015074; GO:0006310; GO:0006508; GO:0005634; GO:0004190; GO:0003677; GO:0003887; GO:0004519; GO:0046872; GO:0003723; GO:0003964
evm.model.Ap11.1410	GO:0009103; GO:0016740
evm.model.Ap11.1341	GO:0047981
evm.model.Ap11.1340	GO:0007186; GO:0007218; GO:0016020; GO:0005886; GO:0008188; GO:0004983; GO:0001653
evm.model.Ap11.1343	GO:0006718; GO:0032259; GO:0019010
evm.model.Ap11.1345	GO:0009060; GO:0009234; GO:0032259; GO:0008425; GO:0043770
evm.model.Ap11.1344	GO:0016747
evm.model.Ap11.1347	GO:0047981
evm.model.Ap11.1346	GO:0047981
evm.model.Ap11.322	GO:0016787
evm.model.Ap11.1804	GO:0006351; GO:0006357; GO:0005634; GO:0000981; GO:0000977; GO:0008270
evm.model.Ap11.1802	GO:0007596; GO:1901346; GO:1903053; GO:0006979; GO:0031012; GO:0005576; GO:0005615; GO:0042802
evm.model.Ap11.1803	GO:0006351; GO:0006355; GO:0006357; GO:0007601; GO:0005634; GO:0003677; GO:0008270
evm.model.Ap11.1801.1.5f15df05	GO:0098609; GO:0005615; GO:0030246; GO:0046872
evm.model.Ap11.1801	GO:0098609; GO:0005615; GO:0030246; GO:0046872
evm.model.Ap11.1808	GO:0050650; GO:0050651; GO:0006024; GO:0015012; GO:0030166; GO:0005794; GO:0032580; GO:0005797; GO:0000139; GO:0047220; GO:0035250
evm.model.Ap11.1809	GO:0030335; GO:1904894; GO:0006487; GO:0005576; GO:0000139; GO:0030144; GO:0030145; GO:0004864
evm.model.Ap11.571	GO:0007189; GO:0001973; GO:0014074; GO:0001963; GO:0005886; GO:0045202; GO:0005516; GO:0019899; GO:0001609; GO:0042802; GO:0008289
evm.model.Ap11.573	GO:0071881; GO:0007186; GO:0005886; GO:0004936; GO:0004938; GO:0051379
evm.model.Ap11.956	GO:0001837; GO:1904878; GO:0010719; GO:0045732; GO:0043161; GO:0016567; GO:0042981; GO:0007605; GO:0006511; GO:0005694; GO:0005737; GO:0005730; GO:0005654; GO:0005634; GO:0019005; GO:0016274; GO:1990756; GO:0004842; GO:0008270
evm.model.Ap11.957	GO:0015721; GO:0070730; GO:0060271; GO:0140115; GO:0071716; GO:0002576; GO:0032310; GO:0015732; GO:0055085; GO:0150104; GO:0015747; GO:0006805; GO:0006855; GO:0016324; GO:0016323; GO:0098591; GO:0016020; GO:0005886; GO:0031088; GO:0016404; GO:0015432; GO:0015431; GO:0140359; GO:0008559; GO:0005524; GO:0016887; GO:0042626; GO:0015562; GO:0034634; GO:0001409; GO:0046872; GO:0015132; GO:0015216; GO:0015143; GO:0042910
evm.model.Ap11.955	GO:0045905; GO:0018126; GO:0005737; GO:0005634; GO:0016706; GO:0046872; GO:0106156; GO:0043565
evm.model.Ap11.953	
evm.model.Ap11.951	GO:0060271; GO:0045022; GO:0032456; GO:0010633; GO:1903393; GO:2000643; GO:1903387; GO:0061357; GO:0043328; GO:0043162; GO:0036064; GO:0005737; GO:0005829; GO:0005769; GO:0005768; GO:0070062; GO:0016604; GO:0005654; GO:0005634; GO:0019901; GO:0004725
evm.model.Ap11.958	GO:0036088; GO:0005737; GO:0030425; GO:0008721; GO:0030170; GO:0008270
evm.model.Ap11.959	GO:0003341; GO:0060294; GO:0060285; GO:0036159; GO:0097729; GO:0005858; GO:0005929; GO:0036156; GO:0005874; GO:0097227; GO:0097225; GO:0005524; GO:0005509; GO:0045505; GO:0051959; GO:0003777; GO:0008569
evm.model.Ap11.480	GO:0008543; GO:0000082; GO:0035278; GO:0021915; GO:0010608; GO:0043161; GO:0051865; GO:0000209; GO:2000177; GO:0072089; GO:0000932; GO:0035198; GO:0061630; GO:0004842; GO:0008270
evm.model.Ap11.481	GO:0051301; GO:0060271; GO:0006974; GO:0001822; GO:0035264; GO:0006468; GO:2000001; GO:0010212; GO:0007283; GO:0034451; GO:0005813; GO:0005929; GO:0005737; GO:0005829; GO:0005654; GO:0005634; GO:0000242; GO:0071889; GO:0005524; GO:0016301; GO:0046872; GO:0004672; GO:0106310; GO:0004674; GO:0004713
evm.model.Ap11.482	GO:0042438; GO:0046872; GO:0004503
evm.model.Ap11.483	GO:0007189; GO:0007209; GO:1902093; GO:0070472; GO:0005886; GO:0061827; GO:0097225; GO:0016497
evm.model.Ap11.486	GO:0006351; GO:0006357; GO:0005634; GO:0000981; GO:0000977; GO:0008270
evm.model.Ap11.487	GO:0015074; GO:0006281; GO:0005737; GO:0042575; GO:0019899; GO:0003676; GO:0008270
evm.model.Ap11.488	GO:0022008; GO:0005829
evm.model.Ap11.1688	GO:0051764; GO:0030036; GO:0007195; GO:0001525; GO:0007597; GO:0001974; GO:0045216; GO:0060271; GO:0045022; GO:0001837; GO:0045184; GO:0097368; GO:0021943; GO:0003007; GO:0035855; GO:0090307; GO:0042789; GO:0043066; GO:0010977; GO:0042177; GO:0016479; GO:0032233; GO:0048680; GO:0043123; GO:2001046; GO:2000179; GO:2001224; GO:0010572; GO:1901381; GO:0042307; GO:1900026; GO:1902396; GO:0034394; GO:0072659; GO:0050821; GO:0043113; GO:0032231; GO:0030334; GO:1905000; GO:1905031; GO:0051209; GO:0071526; GO:0050808; GO:0090042; GO:0044319; GO:0015629; GO:0005884; GO:0032432; GO:0097440; GO:0044295; GO:0005903; GO:0005938; GO:0005911; GO:0030863; GO:0005737; GO:0005829; GO:0043198; GO:0098978; GO:0030426; GO:0031523; GO:0043025; GO:0005730; GO:0005634; GO:0043204; GO:0048471; GO:0005886; GO:0002102; GO:0098794; GO:0005802; GO:0030018; GO:0003779; GO:0051015; GO:0140297; GO:0034988; GO:0001664; GO:0051020; GO:0019900; GO:0015459; GO:0042803; GO:0005080; GO:0140311; GO:0044877; GO:0046332; GO:0031267; GO:0044325
evm.model.Ap11.224	GO:0051321; GO:0034587; GO:0031047; GO:0043186; GO:1990923; GO:0042803; GO:0003723
evm.model.Ap11.226	GO:0006527; GO:0033389; GO:0008783; GO:0047971; GO:0046872
evm.model.Ap11.227	GO:0033389; GO:0008295; GO:0005739; GO:0008783; GO:0047971; GO:0046872
evm.model.Ap11.220	GO:0061564; GO:0042149; GO:0006351; GO:0030968; GO:0010832; GO:0045944; GO:0007423; GO:0000785; GO:0005634; GO:0001228; GO:0000981; GO:0070888; GO:0042802; GO:0046983; GO:1990837
evm.model.Ap11.221	GO:0051693; GO:0030042; GO:0030041; GO:0051014; GO:0008154; GO:0051016; GO:0071364; GO:0035729; GO:0060327; GO:0007173; GO:0032233; GO:0030335; GO:0010634; GO:0051125; GO:0008360; GO:2000392; GO:0061041; GO:0009617; GO:0015629; GO:0032432; GO:0030175; GO:0032433; GO:0030027; GO:0005902; GO:0001726; GO:0051015; GO:0005509; GO:0043027; GO:0035727; GO:0005546; GO:0042803
evm.model.Ap11.222	GO:0007155; GO:0007266; GO:0005911; GO:0005856; GO:0005829; GO:0005886; GO:0051015; GO:0045296
evm.model.Ap11.223	GO:0007155; GO:0040012; GO:0007266; GO:0005886; GO:0055120; GO:0051015; GO:0045296
evm.model.Ap11.228	GO:0031145; GO:0051301; GO:0007091; GO:0031175; GO:0141198; GO:0070979; GO:0070936; GO:0016567; GO:0005680; GO:0005813; GO:0005737; GO:0072686; GO:0005654; GO:0005634; GO:0005819; GO:0140767; GO:0019903
evm.model.Ap11.229	GO:0006897; GO:0016197; GO:0006886; GO:0048227; GO:0005769; GO:0031901; GO:0030139; GO:0012505; GO:0005886; GO:0003925; GO:0019003; GO:0005525; GO:0003924; GO:0046872
evm.model.Ap11.1789	GO:0009100; GO:0006457; GO:0034976; GO:0006986; GO:0009986; GO:0005788; GO:0005789; GO:0005793; GO:0003756
evm.model.Ap11.1782	GO:2000134; GO:0001933; GO:0005634; GO:0046872; GO:0008420
evm.model.Ap11.1189	GO:0010613; GO:0030307; GO:0010557; GO:0051247; GO:2000812; GO:0030424; GO:0005737; GO:0005829; GO:0005634; GO:0048471
evm.model.Ap11.1188	GO:0006888; GO:0007030; GO:0006886; GO:0030663; GO:0030134; GO:0005783; GO:0005789; GO:0005793; GO:0033116; GO:0012507; GO:0005794
