gene_name	GeneOntologyIDs
Ahyacinthus05447	GO:0005874;GO:0005525;GO:0005200;GO:0007017
Ahyacinthus05448	
Ahyacinthus05449	GO:0043231;GO:0016020;GO:0051184
Ahyacinthus05450	GO:0043231;GO:0016020;GO:0051184
Ahyacinthus05451	GO:0005747;GO:0006120
Ahyacinthus05452	GO:1990380;GO:0004843;GO:0071108
Ahyacinthus05453	
Ahyacinthus05454	GO:0003723;GO:0003676
Ahyacinthus05455	GO:0030992;GO:0036064;GO:0005930;GO:0008017;GO:0070507;GO:0060271;GO:0042073
Ahyacinthus05456	GO:0005694;GO:0007131;GO:0007130
Ahyacinthus05457	GO:0005737;GO:0000062;GO:0006631
Ahyacinthus05458	GO:0005737;GO:0016020;GO:0005515
Ahyacinthus05459	GO:0005739
Ahyacinthus05460	GO:0005751
Ahyacinthus05461	
Ahyacinthus05462	
Ahyacinthus05463	GO:0005737;GO:0005739;GO:0005524;GO:0004812;GO:0000166;GO:0004820;GO:0006426;GO:0070150;GO:0006418
Ahyacinthus05464	GO:0005886;GO:0016020;GO:0071705;GO:0006865;GO:0035725
Ahyacinthus05465	GO:0005886;GO:0038023;GO:0007165;GO:0006954
Ahyacinthus05466	
Ahyacinthus05467	
Ahyacinthus05468	
Ahyacinthus05469	
Ahyacinthus05470	
Ahyacinthus05471	
Ahyacinthus05472	
Ahyacinthus05473	
Ahyacinthus05474	
Ahyacinthus05475	GO:0005783
Ahyacinthus05476	GO:0016020;GO:0005525;GO:0003924;GO:0007165
Ahyacinthus05477	GO:0000123;GO:0044545
Ahyacinthus05478	
Ahyacinthus05479	GO:0016538;GO:0006357
Ahyacinthus05480	GO:0005737;GO:0000151;GO:0061630;GO:0016567;GO:0071596
Ahyacinthus05481	GO:0005737;GO:0000151;GO:0005515;GO:0061630;GO:0016567;GO:0071596
Ahyacinthus05482	
Ahyacinthus05483	GO:0005525;GO:0005096;GO:0003924;GO:0005515;GO:0090630
Ahyacinthus05484	GO:0005879
Ahyacinthus05485	
Ahyacinthus05486	
Ahyacinthus05487	
Ahyacinthus05488	
Ahyacinthus05489	
Ahyacinthus05490	GO:0005615;GO:0070492
Ahyacinthus05491	GO:0016791
Ahyacinthus05492	GO:0005886
Ahyacinthus05493	GO:0005886;GO:0051301
Ahyacinthus05494	
Ahyacinthus05495	GO:0005524;GO:0051082;GO:0140662;GO:0016887;GO:0006457
Ahyacinthus05496	GO:0016020;GO:0005216;GO:0004888;GO:0005230;GO:0034220;GO:0006811
Ahyacinthus05497	GO:0016020;GO:0005216;GO:0004888;GO:0005230;GO:0034220;GO:0006811
Ahyacinthus05498	GO:0005634;GO:0031515;GO:0160107;GO:0030488
Ahyacinthus05499	GO:0030286;GO:0045505;GO:0051959;GO:0007018
Ahyacinthus05500	GO:0030286;GO:0005524;GO:0045505;GO:0008569;GO:0051959;GO:0007018
Ahyacinthus05501	GO:0005615;GO:0004252;GO:0006508
Ahyacinthus05502	GO:0005615;GO:0004252;GO:0006508
Ahyacinthus05503	GO:0005615;GO:0004252;GO:0006508
Ahyacinthus05504	GO:0005615;GO:0004252;GO:0006508
Ahyacinthus05505	GO:0003677;GO:0000981;GO:0006355
Ahyacinthus05506	GO:0003677;GO:0000981;GO:0000978;GO:0006357;GO:0006355
Ahyacinthus05507	GO:0003677;GO:0000981;GO:0006355
Ahyacinthus05508	GO:0005737;GO:0005884;GO:0032432;GO:0005515;GO:0051015;GO:0051639;GO:0051017
Ahyacinthus05509	
Ahyacinthus05510	
Ahyacinthus05511	
Ahyacinthus05512	
Ahyacinthus05513	GO:0005509
Ahyacinthus05514	
Ahyacinthus05515	
Ahyacinthus05516	
Ahyacinthus05517	GO:0005794;GO:0004653;GO:0006493
Ahyacinthus05518	GO:0005794;GO:0004653;GO:0006493
Ahyacinthus05519	GO:0003697
Ahyacinthus05520	GO:0005542;GO:0003824;GO:0016740
Ahyacinthus05521	GO:0000139;GO:0032936;GO:0005789;GO:0005515;GO:0032934;GO:0045540;GO:0032933
Ahyacinthus05522	GO:0043235;GO:0005886;GO:0005515;GO:0004714;GO:0004672;GO:0006468;GO:0007169;GO:0007275;GO:0033674
Ahyacinthus05523	GO:0005515
Ahyacinthus05524	GO:0005737;GO:0005929;GO:0015631;GO:0008285
Ahyacinthus05525	
Ahyacinthus05526	GO:0016020;GO:0015379;GO:0022857;GO:0015377;GO:0008511;GO:1902476;GO:0035725;GO:0006811;GO:1990573;GO:0006884;GO:0055064;GO:0055085;GO:0055075;GO:0055078
Ahyacinthus05527	
Ahyacinthus05528	GO:0004190;GO:0006508
Ahyacinthus05529	GO:0003676;GO:0015074
Ahyacinthus05530	GO:0008270;GO:0004190;GO:0003676;GO:0006508
Ahyacinthus05531	
Ahyacinthus05532	
Ahyacinthus05533	
Ahyacinthus05534	
Ahyacinthus05535	
Ahyacinthus05536	GO:0016020;GO:0015379;GO:0022857;GO:0015377;GO:0008511;GO:1902476;GO:0035725;GO:0006811;GO:1990573;GO:0006884;GO:0055064;GO:0055085;GO:0055075;GO:0055078
Ahyacinthus05537	GO:0016020;GO:0015379;GO:0022857;GO:0015377;GO:0008511;GO:1902476;GO:0035725;GO:0006811;GO:1990573;GO:0006884;GO:0055064;GO:0055085;GO:0055075;GO:0055078
Ahyacinthus05538	GO:0016020;GO:0015379;GO:0022857;GO:0015377;GO:0008511;GO:1902476;GO:0035725;GO:0006811;GO:1990573;GO:0006884;GO:0055064;GO:0055085;GO:0055075;GO:0055078
Ahyacinthus05539	GO:0005743;GO:0005524;GO:0004222;GO:0004176;GO:0016887;GO:0006515;GO:0006508;GO:0007005
Ahyacinthus05540	GO:0022625;GO:0005840;GO:0003735;GO:0070180;GO:0006412
Ahyacinthus05541	GO:0005737;GO:0004860;GO:0035556
Ahyacinthus05542	
Ahyacinthus05543	GO:0005509
Ahyacinthus05544	
Ahyacinthus05545	
Ahyacinthus05546	
Ahyacinthus05547	
Ahyacinthus05548	GO:0008305;GO:0009897;GO:0005178;GO:0007160;GO:0098609;GO:0007155;GO:0007229;GO:0033627
Ahyacinthus05549	
Ahyacinthus05550	GO:0005515
Ahyacinthus05551	
Ahyacinthus05552	GO:0005096;GO:0090630
Ahyacinthus05553	GO:0008305;GO:0009897;GO:0005178;GO:0007229;GO:0098609;GO:0007160;GO:0033627
Ahyacinthus05554	GO:0008305;GO:0009897;GO:0005178;GO:0007160;GO:0098609;GO:0007155;GO:0007229;GO:0033627
Ahyacinthus05555	
Ahyacinthus05556	
Ahyacinthus05557	
Ahyacinthus05558	
Ahyacinthus05559	
Ahyacinthus05560	GO:0008305;GO:0009897;GO:0005178;GO:0007229;GO:0098609;GO:0007160;GO:0033627
Ahyacinthus05561	
Ahyacinthus05562	
Ahyacinthus05563	GO:0005730;GO:0005622;GO:0005524;GO:0004386;GO:0003723;GO:0003676;GO:0000462
Ahyacinthus05564	GO:1990904;GO:0005829;GO:0046540;GO:0071007;GO:0030623;GO:0005525;GO:0003924;GO:0000398
Ahyacinthus05565	GO:1990904;GO:0005829;GO:0046540;GO:0071007;GO:0030623;GO:0003924;GO:0000398
Ahyacinthus05566	GO:0030246
Ahyacinthus05567	
Ahyacinthus05568	
Ahyacinthus05569	
Ahyacinthus05570	
Ahyacinthus05571	GO:0005615;GO:0005515;GO:0036122;GO:0030514;GO:0030154
Ahyacinthus05572	
Ahyacinthus05573	GO:0005515
Ahyacinthus05574	GO:0005515
Ahyacinthus05575	GO:0005634;GO:0031514;GO:0007286;GO:0035082
Ahyacinthus05576	
Ahyacinthus05577	GO:0031431;GO:0008270;GO:0043539;GO:0003676;GO:1901987;GO:0010571
Ahyacinthus05578	
Ahyacinthus05579	GO:0005886;GO:0016020;GO:0008528;GO:0004930;GO:0007188
Ahyacinthus05580	GO:0005762;GO:0003735;GO:0032543
Ahyacinthus05581	GO:0005829;GO:0004422;GO:0000287;GO:0032264;GO:0006178;GO:0032263;GO:0046100
Ahyacinthus05582	GO:0005783;GO:0009986;GO:0003756;GO:0034976;GO:0006457
Ahyacinthus05583	GO:0005789;GO:0008429;GO:0005544;GO:0008289;GO:0031210;GO:0005509;GO:0035091;GO:0061817;GO:0006869
Ahyacinthus05584	GO:0016857;GO:0004750;GO:0006098;GO:0005975
Ahyacinthus05585	GO:0005737
Ahyacinthus05586	GO:0005737
Ahyacinthus05587	
Ahyacinthus05588	
Ahyacinthus05589	
Ahyacinthus05590	GO:0005737
Ahyacinthus05591	
Ahyacinthus05592	
Ahyacinthus05593	
Ahyacinthus05594	
Ahyacinthus05595	GO:0005737
Ahyacinthus05596	
Ahyacinthus05597	GO:0005634;GO:0033260
Ahyacinthus05598	
Ahyacinthus05599	GO:0031011;GO:0006338
Ahyacinthus05600	GO:0098802;GO:0046872;GO:0008270;GO:0043122
Ahyacinthus05601	GO:0098802;GO:0005515;GO:0008270;GO:0043122
Ahyacinthus05602	
Ahyacinthus05603	GO:0019185;GO:0043565;GO:0042796;GO:0042795
Ahyacinthus05604	GO:0005912;GO:0043296;GO:0005938;GO:0016324;GO:0005515;GO:0035091;GO:0051660;GO:0008104;GO:0045197;GO:0007155;GO:0000226;GO:0030010
Ahyacinthus05605	GO:0003677;GO:0000981;GO:0006355
Ahyacinthus05606	GO:0003677;GO:0043565
Ahyacinthus05607	GO:0030017;GO:0003779;GO:0051091;GO:0045944;GO:0035025
Ahyacinthus05608	
Ahyacinthus05609	
Ahyacinthus05610	GO:0005524;GO:0004672;GO:0006468;GO:0007249
Ahyacinthus05611	
Ahyacinthus05612	GO:0005829;GO:0005515;GO:0022008
Ahyacinthus05613	GO:0003723;GO:0046872;GO:0017150
Ahyacinthus05614	GO:0030041;GO:0044782
Ahyacinthus05615	
Ahyacinthus05616	
Ahyacinthus05617	GO:0005634;GO:0048471;GO:0005829;GO:0005515;GO:0005096;GO:0031267;GO:0006913;GO:0090630
Ahyacinthus05618	GO:0005886;GO:0016020;GO:0015267;GO:0015250;GO:0005515;GO:0055085;GO:0035556;GO:0006833
Ahyacinthus05619	GO:0005737;GO:0005515
Ahyacinthus05620	GO:0005737;GO:0015629;GO:0005902;GO:0016020;GO:0016459;GO:0005886;GO:0005524;GO:0000146;GO:0051015;GO:0003774;GO:0006897;GO:0007015;GO:0030048
Ahyacinthus05621	
Ahyacinthus05622	
Ahyacinthus05623	
Ahyacinthus05624	GO:0005525;GO:0003924
Ahyacinthus05625	GO:0005515
Ahyacinthus05626	
Ahyacinthus05627	
Ahyacinthus05628	
Ahyacinthus05629	GO:0043235;GO:0005886;GO:0005515;GO:0005524;GO:0004713;GO:0004672;GO:0004714;GO:0006468;GO:0007169;GO:0007275;GO:0033674
Ahyacinthus05630	GO:0043235;GO:0005886;GO:0005515;GO:0005524;GO:0004713;GO:0004672;GO:0004714;GO:0006468;GO:0007169;GO:0007275;GO:0033674
Ahyacinthus05631	GO:0005634;GO:0005524;GO:0004672;GO:0004674;GO:0006468;GO:0018105;GO:0035556;GO:0007059
Ahyacinthus05632	
Ahyacinthus05633	GO:0010369;GO:0005634;GO:0003682
Ahyacinthus05634	GO:0010369;GO:0005634;GO:0003677;GO:0003682
Ahyacinthus05635	
Ahyacinthus05636	GO:0035267;GO:0006357
Ahyacinthus05637	GO:0030897;GO:0005770;GO:0005515;GO:0034058;GO:0006623;GO:0016236;GO:0009267;GO:0016192;GO:0006886
Ahyacinthus05638	GO:0003677;GO:0032549;GO:0003899;GO:0006351
Ahyacinthus05639	GO:0005634;GO:0016973
Ahyacinthus05640	GO:0000814;GO:0043328;GO:0071985
Ahyacinthus05641	GO:0005886;GO:0016020;GO:0140410;GO:0005385;GO:0046873;GO:0055085;GO:0030001;GO:0071578;GO:0030003
Ahyacinthus05642	
Ahyacinthus05643	GO:0005886;GO:0016020;GO:0140410;GO:0005385;GO:0046873;GO:0055085;GO:0030001;GO:0071578;GO:0030003
Ahyacinthus05644	GO:0005886;GO:0016020;GO:0140410;GO:0005385;GO:0046873;GO:0055085;GO:0030001;GO:0071578;GO:0030003
Ahyacinthus05645	
Ahyacinthus05646	GO:0005739;GO:0016746;GO:0004315;GO:0006633
Ahyacinthus05647	
Ahyacinthus05648	
Ahyacinthus05649	
Ahyacinthus05650	
Ahyacinthus05651	
Ahyacinthus05652	GO:0005509
Ahyacinthus05653	
Ahyacinthus05654	
Ahyacinthus05655	
Ahyacinthus05656	GO:0005886;GO:0001653;GO:0004383;GO:0004016;GO:0035556;GO:0007168;GO:0006182;GO:0009190
Ahyacinthus05657	
Ahyacinthus05658	
Ahyacinthus05659	GO:0005737;GO:0004514;GO:0016763;GO:0034213;GO:0009435
Ahyacinthus05660	GO:0005788;GO:0030970;GO:0036503;GO:0030968
Ahyacinthus05661	GO:0005854
Ahyacinthus05662	
Ahyacinthus05663	GO:0016020;GO:0015379;GO:0022857;GO:0015377;GO:0008511;GO:1902476;GO:0035725;GO:0006811;GO:1990573;GO:0006884;GO:0055064;GO:0055085;GO:0055075;GO:0055078
Ahyacinthus05664	
Ahyacinthus05665	GO:0005874;GO:0005525;GO:0005200;GO:0007017
Ahyacinthus05666	
Ahyacinthus05667	GO:0005789;GO:0016020;GO:0034203;GO:0006488
Ahyacinthus05668	GO:0005783;GO:0003756;GO:0006457
Ahyacinthus05669	
Ahyacinthus05670	GO:0005524;GO:0003777;GO:0008017;GO:0007018
Ahyacinthus05671	GO:0005737;GO:0016272;GO:0051082;GO:0006457;GO:1990114;GO:1990113;GO:1990115
Ahyacinthus05672	GO:0046983
Ahyacinthus05673	
Ahyacinthus05674	
Ahyacinthus05675	GO:0005515;GO:0046872;GO:0016702;GO:0034440
Ahyacinthus05676	GO:0016020;GO:0005509;GO:0005515;GO:0004930;GO:0004888;GO:0007166;GO:0007186
Ahyacinthus05677	
Ahyacinthus05678	GO:0003677;GO:0000981;GO:0006355
Ahyacinthus05679	GO:0016020;GO:0008320;GO:0006605;GO:0015031;GO:0006886
Ahyacinthus05680	GO:0005615;GO:0031012
Ahyacinthus05681	
Ahyacinthus05682	GO:0005615;GO:0031012;GO:0005201
Ahyacinthus05683	GO:0005615;GO:0005576;GO:0048019;GO:0039706;GO:0007275;GO:0030178;GO:0090090
Ahyacinthus05684	GO:0005737;GO:0017101;GO:0005829;GO:0004812;GO:0005524;GO:0004815;GO:0000166;GO:0003676;GO:0003723;GO:0006418;GO:0006422
Ahyacinthus05685	
Ahyacinthus05686	GO:0005839;GO:0051603
Ahyacinthus05687	GO:0008408;GO:0003676;GO:0006139
Ahyacinthus05688	GO:0008408;GO:0003676;GO:0006139
Ahyacinthus05689	GO:0008408;GO:0003676;GO:0006139
Ahyacinthus05690	GO:0005730;GO:0005840;GO:0022627;GO:0070181;GO:0003735;GO:0006412
Ahyacinthus05691	GO:0031901;GO:0031201;GO:0005886;GO:0035091;GO:0032266;GO:0015031;GO:2000786
Ahyacinthus05692	
Ahyacinthus05693	GO:0005737;GO:0005886;GO:0005515;GO:0005543
Ahyacinthus05694	GO:0005515
Ahyacinthus05695	GO:0005525;GO:0003924;GO:0007264
Ahyacinthus05696	GO:0005524;GO:0030975;GO:0004788;GO:0009229;GO:0006772
Ahyacinthus05697	GO:0005634;GO:0003677;GO:0000978;GO:0000981;GO:0003700;GO:0043565;GO:0006357;GO:0006355
Ahyacinthus05698	GO:0005634;GO:0003677;GO:0000981;GO:0000978;GO:0006357
Ahyacinthus05699	
Ahyacinthus05700	GO:0005634;GO:0003677;GO:0003700;GO:0000981;GO:0000978;GO:0006357;GO:0006355
Ahyacinthus05701	GO:0005634;GO:0003677;GO:0000981;GO:0000978;GO:0006357;GO:0006355;GO:0009952
Ahyacinthus05702	
Ahyacinthus05703	GO:0005634;GO:0003677;GO:0000981;GO:0000978;GO:0006357;GO:0006355
Ahyacinthus05704	
Ahyacinthus05705	GO:0005634;GO:0003677;GO:0000981;GO:0000978;GO:0006357;GO:0006355
Ahyacinthus05706	
Ahyacinthus05707	
Ahyacinthus05708	
Ahyacinthus05709	
Ahyacinthus05710	
Ahyacinthus05711	
Ahyacinthus05712	GO:0016020;GO:0022857;GO:0055085
Ahyacinthus05713	GO:0036064;GO:0070740;GO:0015631;GO:0018095;GO:0036211;GO:0000226
Ahyacinthus05714	
Ahyacinthus05715	
Ahyacinthus05716	GO:0005764;GO:0005776;GO:0005770;GO:0072383;GO:1901098
Ahyacinthus05717	GO:0003723;GO:0003676
Ahyacinthus05718	GO:1902554;GO:0005524;GO:0043539;GO:0004672;GO:0006468;GO:0006611;GO:0032147
Ahyacinthus05719	
Ahyacinthus05720	GO:0046922;GO:0036066
Ahyacinthus05721	GO:0005737;GO:0004726;GO:0004725;GO:0003993;GO:0006470
Ahyacinthus05722	GO:0140672;GO:0000123;GO:0005634;GO:0005515;GO:0010484;GO:0004402;GO:0016747;GO:0006338;GO:0043966;GO:0045944;GO:0006355
Ahyacinthus05723	GO:0019005;GO:0005515;GO:0031146
Ahyacinthus05724	GO:0005509;GO:0005515
Ahyacinthus05725	GO:0005634;GO:0000981;GO:0000977;GO:0000978;GO:0006357
Ahyacinthus05726	
Ahyacinthus05727	
Ahyacinthus05728	GO:0005509
Ahyacinthus05729	GO:0005509
Ahyacinthus05730	
Ahyacinthus05731	
Ahyacinthus05732	GO:0005509
Ahyacinthus05733	
Ahyacinthus05734	
Ahyacinthus05735	GO:0005509
Ahyacinthus05736	
Ahyacinthus05737	
Ahyacinthus05738	
Ahyacinthus05739	GO:0003676
Ahyacinthus05740	
Ahyacinthus05741	
Ahyacinthus05742	
Ahyacinthus05743	
Ahyacinthus05744	GO:0016020;GO:0005524;GO:0042626;GO:0016887;GO:0055085
Ahyacinthus05745	GO:0016020;GO:0005524;GO:0016887;GO:0015421
Ahyacinthus05746	GO:0005886;GO:0016020;GO:0005524;GO:0042626;GO:0140359;GO:0055085
Ahyacinthus05747	
Ahyacinthus05748	
Ahyacinthus05749	
Ahyacinthus05750	GO:0140445;GO:0005634;GO:0000723
Ahyacinthus05751	
Ahyacinthus05752	GO:0004842;GO:0008270;GO:0016567
Ahyacinthus05753	GO:0006355
Ahyacinthus05754	GO:0004222;GO:0006364
Ahyacinthus05755	GO:0016020;GO:0005515;GO:0035091;GO:0048264
Ahyacinthus05756	GO:0005874;GO:0005525;GO:0005200;GO:0003924;GO:0007017
Ahyacinthus05757	GO:0005794;GO:0004653;GO:0006493
Ahyacinthus05758	GO:0005634;GO:0003714;GO:0045892
Ahyacinthus05759	GO:0005783;GO:0005794;GO:0016020;GO:2001234
Ahyacinthus05760	
Ahyacinthus05761	
Ahyacinthus05762	
Ahyacinthus05763	
Ahyacinthus05764	GO:1990817;GO:0016779;GO:0031123
Ahyacinthus05765	GO:0005515
Ahyacinthus05766	GO:0005730;GO:0019843;GO:0003723;GO:0003676;GO:0042274
Ahyacinthus05767	GO:0005769;GO:0099518
Ahyacinthus05768	GO:0005634;GO:0005829;GO:0051087;GO:0051879;GO:0006457;GO:0051131
Ahyacinthus05769	
Ahyacinthus05770	GO:0005515;GO:0036503
Ahyacinthus05771	GO:0032970
Ahyacinthus05772	GO:0016020
Ahyacinthus05773	GO:0005886;GO:0016020;GO:0005385;GO:0008324;GO:0010043;GO:0061088;GO:0055085;GO:0071577;GO:0006812
Ahyacinthus05774	GO:0005737;GO:0005634;GO:0005622;GO:0003724;GO:0003678;GO:0002151;GO:0003723;GO:0004386
Ahyacinthus05775	GO:0005886;GO:0016020;GO:0004930;GO:0007186
Ahyacinthus05776	
Ahyacinthus05777	GO:0005524;GO:0004672;GO:0006468;GO:0035556
Ahyacinthus05778	GO:0016020;GO:0005262;GO:0005515;GO:0050982
Ahyacinthus05779	GO:0005886;GO:0005261;GO:0006816
Ahyacinthus05780	GO:0016020;GO:0005509;GO:0007160
Ahyacinthus05781	
Ahyacinthus05782	GO:0005886;GO:0004888;GO:0007165
Ahyacinthus05783	GO:0000785;GO:0005634;GO:0003677;GO:0006355
Ahyacinthus05784	GO:0005739;GO:1990234;GO:0004659;GO:0008299;GO:0006744
Ahyacinthus05785	GO:0005525
Ahyacinthus05786	GO:0005576
Ahyacinthus05787	
Ahyacinthus05788	
Ahyacinthus05789	GO:0032783;GO:0008023;GO:0003711;GO:0006368
Ahyacinthus05790	
Ahyacinthus05791	GO:0003824
Ahyacinthus05792	
Ahyacinthus05793	GO:0004190;GO:0006508
Ahyacinthus05794	GO:0003676;GO:0015074
Ahyacinthus05795	GO:0046930;GO:0015267;GO:0046931;GO:0006812;GO:0051715
Ahyacinthus05796	GO:0003824
Ahyacinthus05797	GO:0003824
Ahyacinthus05798	GO:0005524;GO:0004672;GO:0006468
Ahyacinthus05799	GO:0005737;GO:0005515;GO:0003682
Ahyacinthus05800	GO:0033179;GO:0005886;GO:0016471;GO:0000220;GO:0046961;GO:0051117;GO:0007035;GO:1902600
Ahyacinthus05801	
Ahyacinthus05802	GO:0005515
Ahyacinthus05803	GO:0005524;GO:0004672;GO:0004674;GO:0006468;GO:0018105;GO:0035556
Ahyacinthus05804	
Ahyacinthus05805	
Ahyacinthus05806	GO:0003824
Ahyacinthus05807	
Ahyacinthus05808	GO:0005737;GO:0005829;GO:0016831;GO:0016787;GO:0019748
Ahyacinthus05809	GO:0005737;GO:0005829;GO:0016831;GO:0019748
Ahyacinthus05810	GO:0008305;GO:0009986;GO:0005925;GO:0005178;GO:0007160;GO:0098609;GO:0007229;GO:0033627;GO:0016477
Ahyacinthus05811	GO:0008270;GO:0004190;GO:0003676;GO:0006508
Ahyacinthus05812	GO:0005886;GO:0016020;GO:0005524;GO:0042626;GO:0016887;GO:0140359;GO:0055085
Ahyacinthus05813	GO:0005886;GO:0016020;GO:0005524;GO:0042626;GO:0016887;GO:0140359;GO:0055085
Ahyacinthus05814	
Ahyacinthus05815	
Ahyacinthus05816	
Ahyacinthus05817	
Ahyacinthus05818	
Ahyacinthus05819	
Ahyacinthus05820	
Ahyacinthus05821	GO:0005802
Ahyacinthus05822	GO:0005886;GO:0016020;GO:0042626;GO:0055085
Ahyacinthus05823	GO:0003824
Ahyacinthus05824	
Ahyacinthus05825	
Ahyacinthus05826	GO:0008270;GO:0003676
Ahyacinthus05827	
Ahyacinthus05828	GO:0005802
Ahyacinthus05829	
Ahyacinthus05830	
Ahyacinthus05831	GO:0004842
Ahyacinthus05832	
Ahyacinthus05833	
Ahyacinthus05834	
Ahyacinthus05835	
Ahyacinthus05836	
Ahyacinthus05837	
Ahyacinthus05838	
Ahyacinthus05839	
Ahyacinthus05840	GO:0003824
Ahyacinthus05841	
Ahyacinthus05842	
Ahyacinthus05843	
Ahyacinthus05844	
Ahyacinthus05845	
Ahyacinthus05846	
Ahyacinthus05847	
Ahyacinthus05848	
Ahyacinthus05849	GO:0004842
Ahyacinthus05850	
Ahyacinthus05851	
Ahyacinthus05852	GO:0004523;GO:0003676;GO:0015074
Ahyacinthus05853	
Ahyacinthus05854	GO:0003824
Ahyacinthus05855	GO:0003677;GO:0006310;GO:0015074
Ahyacinthus05856	
Ahyacinthus05857	GO:0008270
Ahyacinthus05858	
Ahyacinthus05859	
Ahyacinthus05860	
Ahyacinthus05861	GO:0003676;GO:0015074
Ahyacinthus05862	GO:0008270
Ahyacinthus05863	
Ahyacinthus05864	GO:0005886;GO:0016020;GO:0071705;GO:0006865;GO:0035725
Ahyacinthus05865	GO:0005886;GO:0016020;GO:0071705;GO:0006865;GO:0035725
Ahyacinthus05866	
Ahyacinthus05867	GO:0005634;GO:0008168
Ahyacinthus05868	
Ahyacinthus05869	GO:0005634;GO:0003700;GO:0000981;GO:0043565;GO:0006357;GO:0030154;GO:0006355
Ahyacinthus05870	GO:0005634;GO:0003700;GO:0006355
Ahyacinthus05871	
Ahyacinthus05872	
Ahyacinthus05873	
Ahyacinthus05874	GO:0005615;GO:0036122;GO:0030514;GO:0030178
Ahyacinthus05875	GO:0031461;GO:0031625;GO:0006511
Ahyacinthus05876	
Ahyacinthus05877	GO:0003824;GO:0016715
Ahyacinthus05878	GO:0005829;GO:0016491;GO:0010349
Ahyacinthus05879	GO:0005813;GO:0005515
Ahyacinthus05880	GO:0005813;GO:0005886
Ahyacinthus05881	GO:0005829;GO:0061929
Ahyacinthus05882	
Ahyacinthus05883	
Ahyacinthus05884	GO:0005737
Ahyacinthus05885	
Ahyacinthus05886	
Ahyacinthus05887	
Ahyacinthus05888	
Ahyacinthus05889	GO:0004842;GO:0016567
Ahyacinthus05890	GO:0005515
Ahyacinthus05891	GO:0030126;GO:0005515;GO:0006888;GO:0006891;GO:0006886;GO:0006890
Ahyacinthus05892	GO:0005739;GO:0004740;GO:0004672;GO:0006468;GO:0010906
Ahyacinthus05893	
Ahyacinthus05894	GO:0005739;GO:0004740;GO:0004672;GO:0006468;GO:0010906
Ahyacinthus05895	GO:0005777;GO:0071949;GO:0016627;GO:0003997;GO:0050660;GO:0005504;GO:0033540;GO:0006635;GO:0055088;GO:0006631
Ahyacinthus05896	
Ahyacinthus05897	
Ahyacinthus05898	
Ahyacinthus05899	
Ahyacinthus05900	GO:0003676
Ahyacinthus05901	
Ahyacinthus05902	
Ahyacinthus05903	
Ahyacinthus05904	
Ahyacinthus05905	
Ahyacinthus05906	
Ahyacinthus05907	
Ahyacinthus05908	
Ahyacinthus05909	
Ahyacinthus05910	
Ahyacinthus05911	
Ahyacinthus05912	
Ahyacinthus05913	
Ahyacinthus05914	
Ahyacinthus05915	
Ahyacinthus05916	GO:0006915
Ahyacinthus05917	
Ahyacinthus05918	
Ahyacinthus05919	
Ahyacinthus05920	GO:0004842
Ahyacinthus05921	
Ahyacinthus05922	
Ahyacinthus05923	
Ahyacinthus05924	
Ahyacinthus05925	
Ahyacinthus05926	
Ahyacinthus05927	GO:0012505;GO:0007346
Ahyacinthus05928	GO:0012505;GO:0007346
Ahyacinthus05929	
Ahyacinthus05930	
Ahyacinthus05931	
Ahyacinthus05932	GO:0008270;GO:0003676
Ahyacinthus05933	GO:0005634;GO:0005664;GO:0000808;GO:0003688;GO:0006260
Ahyacinthus05934	GO:0005634;GO:0005664;GO:0000808;GO:0003688;GO:0006260
Ahyacinthus05935	
Ahyacinthus05936	
Ahyacinthus05937	
Ahyacinthus05938	
Ahyacinthus05939	
Ahyacinthus05940	
Ahyacinthus05941	GO:0004842
Ahyacinthus05942	
Ahyacinthus05943	
Ahyacinthus05944	
Ahyacinthus05945	GO:0003676
Ahyacinthus05946	GO:0005524;GO:0016887
Ahyacinthus05947	
Ahyacinthus05948	
Ahyacinthus05949	
Ahyacinthus05950	
Ahyacinthus05951	
Ahyacinthus05952	
Ahyacinthus05953	
Ahyacinthus05954	
Ahyacinthus05955	GO:0005634
Ahyacinthus05956	
Ahyacinthus05957	
Ahyacinthus05958	
Ahyacinthus05959	
Ahyacinthus05960	
Ahyacinthus05961	GO:0043565
Ahyacinthus05962	
Ahyacinthus05963	
Ahyacinthus05964	
Ahyacinthus05965	
Ahyacinthus05966	
Ahyacinthus05967	
Ahyacinthus05968	
Ahyacinthus05969	
Ahyacinthus05970	
Ahyacinthus05971	GO:0003676;GO:0015074
Ahyacinthus05972	
Ahyacinthus05973	
Ahyacinthus05974	
Ahyacinthus05975	
Ahyacinthus05976	
Ahyacinthus05977	GO:0004842
Ahyacinthus05978	GO:0005737;GO:0005634;GO:0005694;GO:0009378;GO:0043138;GO:0006268;GO:0032508;GO:0006310;GO:0000724;GO:0006281
Ahyacinthus05979	
Ahyacinthus05980	
Ahyacinthus05981	GO:0003676
Ahyacinthus05982	
Ahyacinthus05983	
Ahyacinthus05984	
Ahyacinthus05985	
Ahyacinthus05986	
Ahyacinthus05987	
Ahyacinthus05988	GO:0043231;GO:0016020;GO:0051184;GO:0022857;GO:0055085
Ahyacinthus05989	GO:0005794;GO:0004653;GO:0006493
Ahyacinthus05990	GO:0005794;GO:0004653;GO:0006493
Ahyacinthus05991	
