Coords	Name	MIRNA	apoc_2_S31_L001_R1_001_trim_condensed	apoc_3_S32_L001_R1_001_trim_condensed	apoc_4_S33_L001_R1_001_trim_condensed
Ap12:10446489-10446905	Cluster_8344	N	9	2	1
Ap12:10462235-10462651	Cluster_8345	N	0	0	2
Ap12:10483667-10484084	Cluster_8346	N	0	1	2
Ap12:10486820-10487493	Cluster_8347	N	0	2	2
Ap12:10526951-10527367	Cluster_8348	N	2	0	0
Ap12:10540590-10541009	Cluster_8349	N	0	5	3
Ap12:10556441-10556857	Cluster_8350	N	0	2	0
Ap12:10624601-10625016	Cluster_8351	N	0	2	4
Ap12:10635109-10635526	Cluster_8352	N	3	0	0
Ap12:10657335-10657749	Cluster_8353	N	0	0	2
Ap12:10668210-10668626	Cluster_8354	N	2	0	0
Ap12:10685662-10686079	Cluster_8355	N	1	1	1
Ap12:10701002-10701420	Cluster_8356	N	5	10	9
Ap12:10707304-10707722	Cluster_8357	N	0	3	10
Ap12:10715178-10715595	Cluster_8358	N	3	0	0
Ap12:10730847-10731262	Cluster_8359	N	0	1	1
Ap12:10742676-10743084	Cluster_8360	N	0	2	0
Ap12:10760032-10760449	Cluster_8361	N	5	1	0
Ap12:10768895-10769311	Cluster_8362	N	0	4	6
Ap12:10787066-10787481	Cluster_8363	N	4	1	0
Ap12:10805831-10806289	Cluster_8364	N	0	0	4
Ap12:10815454-10815870	Cluster_8365	N	0	0	3
Ap12:10826997-10827413	Cluster_8366	N	1	2	0
Ap12:10849949-10850365	Cluster_8367	N	2	0	0
Ap12:10852023-10852446	Cluster_8368	N	1	6	2
Ap12:10856982-10857399	Cluster_8369	N	1	5	8
Ap12:10859556-10860000	Cluster_8370	N	0	2	0
Ap12:10885606-10886022	Cluster_8371	N	1	0	1
Ap12:10887034-10887446	Cluster_8372	N	0	1	1
Ap12:10896304-10896869	Cluster_8373	N	0	0	6
Ap12:10910078-10910493	Cluster_8374	N	0	0	2
Ap12:10910952-10911368	Cluster_8375	N	6	0	4
Ap12:10915035-10915450	Cluster_8376	N	0	0	2
Ap12:10938104-10938520	Cluster_8377	N	2	0	0
Ap12:10952578-10952992	Cluster_8378	N	0	0	3
Ap12:10957979-10958397	Cluster_8379	N	4	3	0
Ap12:10969241-10969656	Cluster_8380	N	0	2	0
Ap12:10979677-10980094	Cluster_8381	N	2	0	0
Ap12:10986018-10986434	Cluster_8382	N	2	0	0
Ap12:10989849-10990274	Cluster_8383	N	2	0	0
Ap12:10999636-11000052	Cluster_8384	N	2	5	3
Ap12:11006225-11007017	Cluster_8385	N	3	1	1
Ap12:11025081-11025500	Cluster_8386	N	1	0	4
Ap12:11030402-11030817	Cluster_8387	N	0	2	0
Ap12:11032731-11033185	Cluster_8388	N	3	40	94
Ap12:11039229-11039652	Cluster_8389	N	0	0	3
Ap12:11066409-11066827	Cluster_8390	N	16	62	48
Ap12:11080270-11080686	Cluster_8391	N	4	5	3
Ap12:11088038-11088454	Cluster_8392	N	2	1	2
Ap12:11088837-11089252	Cluster_8393	N	0	2	1
Ap12:11093745-11094162	Cluster_8394	N	1	34	214
Ap12:11108958-11109567	Cluster_8395	N	0	2	2
Ap12:11120424-11120840	Cluster_8396	N	0	1	1
Ap12:11135389-11135806	Cluster_8397	N	0	4	0
Ap12:11147690-11148108	Cluster_8398	N	1	3	0
Ap12:11148353-11148770	Cluster_8399	N	0	0	3
Ap12:11157431-11157836	Cluster_8400	N	0	0	2
Ap12:11168094-11168511	Cluster_8401	N	2	0	0
Ap12:11179792-11180285	Cluster_8402	N	2	1	2
Ap12:11202967-11203382	Cluster_8403	N	1	1	0
Ap12:11214933-11215357	Cluster_8404	N	1	1	0
Ap12:11218845-11219263	Cluster_8405	N	31	19	39
Ap12:11226470-11226884	Cluster_8406	N	0	0	2
Ap12:11236667-11237085	Cluster_8407	N	0	0	3
Ap12:11256177-11256591	Cluster_8408	N	0	1	1
Ap12:11266721-11267136	Cluster_8409	N	0	2	0
Ap12:11282593-11283012	Cluster_8410	N	8	0	0
Ap12:11289130-11289552	Cluster_8411	N	6	0	0
Ap12:11298442-11298857	Cluster_8412	N	0	0	2
Ap12:11301018-11301434	Cluster_8413	N	1	1	0
Ap12:11302279-11302694	Cluster_8414	N	2	0	0
Ap12:11318705-11319120	Cluster_8415	N	2	5	6
Ap12:11324855-11325338	Cluster_8416	N	427	56	31
Ap12:11327437-11327915	Cluster_8417	N	42	3	4
Ap12:11341753-11342232	Cluster_8418	N	126	27	21
Ap12:11344825-11345306	Cluster_8419	N	44	4	0
Ap12:11345723-11346209	Cluster_8420	N	65	4	12
Ap12:11346880-11347411	Cluster_8421	N	7	0	4
Ap12:11349768-11350307	Cluster_8422	N	79	9	10
Ap12:11350396-11350991	Cluster_8423	N	32	15	11
Ap12:11351650-11352080	Cluster_8424	N	2	0	0
Ap12:11363058-11363596	Cluster_8425	N	4	31	35
Ap12:11385556-11385974	Cluster_8426	N	1	0	3
Ap12:11396841-11397264	Cluster_8427	N	0	2	0
Ap12:11401539-11401953	Cluster_8428	N	0	0	2
Ap12:11411657-11412072	Cluster_8429	N	2	0	1
Ap12:11416921-11417338	Cluster_8430	N	0	1	2
Ap12:11422833-11423247	Cluster_8431	N	0	1	1
Ap12:11438826-11439243	Cluster_8432	N	1	0	1
Ap12:11446431-11446847	Cluster_8433	N	1	1	2
Ap12:11456822-11457238	Cluster_8434	N	2	0	0
Ap12:11458497-11458912	Cluster_8435	N	0	2	0
Ap12:11472381-11472796	Cluster_8436	N	2	1	0
Ap12:11526435-11526853	Cluster_8437	N	52	2	2
Ap12:11533208-11533625	Cluster_8438	N	0	5	0
Ap12:11558359-11558787	Cluster_8439	N	1	1	1
Ap12:11568215-11568633	Cluster_8440	N	2	0	1
Ap12:11586068-11586483	Cluster_8441	N	0	0	2
Ap12:11587219-11587637	Cluster_8442	N	3	0	0
Ap12:11605337-11605757	Cluster_8443	N	2	0	0
Ap12:11622217-11622634	Cluster_8444	N	0	3	1
Ap12:11638230-11638645	Cluster_8445	N	1	2	1
Ap12:11645745-11646160	Cluster_8446	N	0	0	4
Ap12:11658240-11658656	Cluster_8447	N	3	0	0
Ap12:11686718-11687136	Cluster_8448	N	0	0	2
Ap12:11711991-11712407	Cluster_8449	N	0	1	1
Ap12:11713136-11713558	Cluster_8450	N	0	4	36
Ap12:11726575-11726992	Cluster_8451	N	1	1	0
Ap12:11728007-11728423	Cluster_8452	N	0	1	1
Ap12:11742501-11742911	Cluster_8453	N	0	2	0
Ap12:11761428-11761845	Cluster_8454	N	1	1	1
Ap12:11763999-11764415	Cluster_8455	N	2	0	0
Ap12:11769946-11770365	Cluster_8456	N	0	0	2
Ap12:11787607-11788024	Cluster_8457	N	0	0	3
Ap12:11788689-11789105	Cluster_8458	N	0	0	3
Ap12:11805531-11805948	Cluster_8459	N	0	2	0
Ap12:11810429-11810972	Cluster_8460	N	1	0	4
Ap12:11818713-11819239	Cluster_8461	N	0	1	5
Ap12:11819810-11820227	Cluster_8462	N	0	0	2
Ap12:11823752-11824322	Cluster_8463	N	5	1	6
Ap12:11836882-11837298	Cluster_8464	N	0	2	0
Ap12:11841071-11841488	Cluster_8465	N	0	2	0
Ap12:11848847-11849516	Cluster_8466	N	16	2	1
Ap12:11862704-11863122	Cluster_8467	N	2	0	0
Ap12:11864348-11864787	Cluster_8468	N	4	0	3
Ap12:11865092-11865930	Cluster_8469	N	6	0	2
Ap12:11877333-11877753	Cluster_8470	N	0	0	3
Ap12:11882029-11882831	Cluster_8471	N	2	0	2
Ap12:11883902-11884321	Cluster_8472	N	2	5	0
Ap12:11890804-11891220	Cluster_8473	N	0	0	2
Ap12:11897582-11897997	Cluster_8474	N	0	1	1
Ap12:11914779-11915195	Cluster_8475	N	1	0	1
Ap12:11918541-11918958	Cluster_8476	N	1	2	4
Ap12:11943813-11944230	Cluster_8477	N	3	0	0
Ap12:11954188-11954609	Cluster_8478	N	0	1	1
Ap12:11965256-11965673	Cluster_8479	N	0	2	0
Ap12:11976089-11976499	Cluster_8480	N	0	2	0
Ap12:12046139-12046558	Cluster_8481	N	0	4	3
Ap12:12057046-12057463	Cluster_8482	N	4	0	0
Ap12:12078276-12078692	Cluster_8483	N	0	1	2
Ap12:12085818-12086254	Cluster_8484	N	2	0	0
Ap12:12093544-12093960	Cluster_8485	N	0	1	10
Ap12:12096491-12096905	Cluster_8486	N	0	0	2
Ap12:12109655-12110070	Cluster_8487	N	1	3	2
Ap12:12169595-12170011	Cluster_8488	N	1	0	4
Ap12:12191892-12192309	Cluster_8489	N	2	0	0
Ap12:12196223-12196638	Cluster_8490	N	1	0	1
Ap12:12217435-12217849	Cluster_8491	N	2	0	0
Ap12:12231299-12231718	Cluster_8492	N	3	0	1
Ap12:12234043-12234460	Cluster_8493	N	0	3	0
Ap12:12243156-12243570	Cluster_8494	N	0	2	0
Ap12:12244761-12245176	Cluster_8495	N	0	0	2
Ap12:12249936-12250338	Cluster_8496	N	1	2	0
Ap12:12252193-12252625	Cluster_8497	N	2	0	0
Ap12:12253813-12254219	Cluster_8498	N	0	0	3
Ap12:12257290-12257713	Cluster_8499	N	0	0	4
Ap12:12263176-12263888	Cluster_8500	N	2	1	1
Ap12:12274454-12274869	Cluster_8501	N	0	0	2
Ap12:12305410-12305825	Cluster_8502	N	0	3	0
Ap12:12323681-12324098	Cluster_8503	N	2	2	0
Ap12:12352215-12353004	Cluster_8504	N	4	12	8
Ap12:12362667-12363097	Cluster_8505	N	0	7	0
Ap12:12378363-12378778	Cluster_8506	N	0	4	0
Ap12:12380234-12380652	Cluster_8507	N	2	0	0
Ap12:12394851-12395268	Cluster_8508	N	0	0	2
Ap12:12416052-12416468	Cluster_8509	N	0	0	3
Ap12:12446002-12446418	Cluster_8510	N	0	1	3
Ap12:12472052-12472578	Cluster_8511	N	31	3	3
Ap12:12480835-12481244	Cluster_8512	N	2	0	0
Ap12:12486025-12486454	Cluster_8513	N	2	0	1
Ap12:12497973-12498695	Cluster_8514	N	7	2	4
Ap12:12498980-12499406	Cluster_8515	N	2	0	0
Ap12:12500517-12500929	Cluster_8516	N	0	0	4
Ap12:12513480-12513911	Cluster_8517	N	2	1	0
Ap12:12516395-12516823	Cluster_8518	N	1	1	1
Ap12:12517084-12517500	Cluster_8519	N	1	0	2
Ap12:12517677-12518095	Cluster_8520	N	4	0	0
Ap12:12529181-12529596	Cluster_8521	N	0	0	2
Ap12:12529891-12530306	Cluster_8522	N	0	3	1
Ap12:12558979-12559395	Cluster_8523	N	1	1	0
Ap12:12579331-12579751	Cluster_8524	N	5	1	1
Ap12:12580868-12581288	Cluster_8525	N	0	2	0
Ap12:12582479-12582913	Cluster_8526	N	0	2	0
Ap12:12586974-12587390	Cluster_8527	N	1	0	65
Ap12:12588339-12588755	Cluster_8528	N	1	4	5
Ap12:12599049-12599465	Cluster_8529	N	0	2	0
Ap12:12603512-12603928	Cluster_8530	N	4	0	2
Ap12:12607119-12607536	Cluster_8531	N	0	0	2
Ap12:12609978-12610394	Cluster_8532	N	0	4	0
Ap12:12610636-12611306	Cluster_8533	N	12	3	0
Ap12:12614578-12615184	Cluster_8534	N	6	4	0
Ap12:12615464-12615924	Cluster_8535	N	7	1	1
Ap12:12616341-12616826	Cluster_8536	N	8	0	0
Ap12:12617021-12617650	Cluster_8537	N	9	1	2
Ap12:12623123-12623539	Cluster_8538	N	3	0	0
Ap12:12664730-12665156	Cluster_8539	N	2	0	0
Ap12:12678758-12679174	Cluster_8540	N	0	0	13
Ap12:12681049-12681474	Cluster_8541	N	0	0	2
Ap12:12685314-12685733	Cluster_8542	N	0	2	0
Ap12:12694781-12695195	Cluster_8543	N	0	0	2
Ap12:12695619-12696034	Cluster_8544	N	0	0	2
Ap12:12696226-12696643	Cluster_8545	N	1	26	28
Ap12:12726569-12726984	Cluster_8546	N	0	2	0
Ap12:12728035-12728468	Cluster_8547	N	2	0	0
Ap12:12730284-12730706	Cluster_8548	N	2	0	0
Ap12:12732306-12732721	Cluster_8549	N	2	0	1
Ap12:12742801-12743215	Cluster_8550	N	3	0	0
Ap12:12744414-12744829	Cluster_8551	N	0	1	1
Ap12:12747232-12747642	Cluster_8552	N	0	1	1
Ap12:12769595-12770009	Cluster_8553	N	1	0	2
Ap12:12773781-12774196	Cluster_8554	N	2	1	1
Ap12:12796517-12796923	Cluster_8555	N	1	1	1
Ap12:12850814-12851230	Cluster_8556	N	3	1	1
Ap12:12857495-12857911	Cluster_8557	N	2	0	5
Ap12:12860693-12861114	Cluster_8558	N	0	0	3
Ap12:12863795-12864211	Cluster_8559	N	0	0	3
Ap12:12865325-12865758	Cluster_8560	N	0	2	0
Ap12:12869870-12870289	Cluster_8561	N	2	0	0
Ap12:12870597-12871025	Cluster_8562	N	5	0	0
Ap12:12897060-12897952	Cluster_8563	N	5	5	1
Ap12:12899305-12899721	Cluster_8564	N	0	1	3
Ap12:12904441-12905074	Cluster_8565	N	3	3	2
Ap12:12905308-12906402	Cluster_8566	N	13	4	5
Ap12:12911711-12912136	Cluster_8567	N	2	0	0
Ap12:12916951-12917368	Cluster_8568	N	0	0	3
Ap12:12942393-12942809	Cluster_8569	N	2	1	1
Ap12:13022148-13022565	Cluster_8570	N	1	7	9
Ap12:13026892-13027312	Cluster_8571	N	0	0	2
Ap12:13028418-13028836	Cluster_8572	N	4	0	2
Ap12:13030131-13030546	Cluster_8573	N	0	0	8
Ap12:13052631-13053046	Cluster_8574	N	0	3	0
Ap12:13072863-13073279	Cluster_8575	N	1	0	1
Ap12:13093170-13093596	Cluster_8576	N	0	3	0
Ap12:13158397-13158811	Cluster_8577	N	1	1	0
Ap12:13178147-13178563	Cluster_8578	N	1	1	0
Ap12:13179561-13179978	Cluster_8579	N	0	3	2
Ap12:13209572-13209987	Cluster_8580	N	0	1	3
Ap12:13238334-13238750	Cluster_8581	N	0	0	3
Ap12:13245958-13246374	Cluster_8582	N	95	176	110
Ap12:13256060-13256477	Cluster_8583	N	0	0	6
Ap12:13302197-13302613	Cluster_8584	N	1	2	0
Ap12:13321148-13321566	Cluster_8585	N	7	8	14
Ap12:13344414-13344829	Cluster_8586	N	0	1	2
Ap12:13361732-13362147	Cluster_8587	N	0	0	2
Ap12:13393703-13394118	Cluster_8588	N	1	0	3
Ap12:13394352-13394765	Cluster_8589	N	2	0	0
Ap12:13420542-13420956	Cluster_8590	N	0	1	1
Ap12:13435340-13435756	Cluster_8591	N	0	2	3
Ap12:13449143-13449563	Cluster_8592	N	0	6	13
Ap12:13454953-13455372	Cluster_8593	N	3	26	15
Ap12:13475431-13475861	Cluster_8594	N	3	0	0
Ap12:13480296-13480713	Cluster_8595	N	2	1	0
Ap12:13491191-13491608	Cluster_8596	N	4	52	55
Ap12:13494229-13494666	Cluster_8597	N	0	0	2
Ap12:13529638-13530053	Cluster_8598	N	3	0	0
Ap12:13531495-13531914	Cluster_8599	N	6	22	21
Ap12:13540060-13540478	Cluster_8600	N	0	0	5
Ap12:13548901-13549331	Cluster_8601	N	2	1	0
Ap12:13581074-13581489	Cluster_8602	N	0	0	2
Ap12:13592178-13592594	Cluster_8603	N	1	1	0
Ap12:13600455-13600873	Cluster_8604	N	0	1	2
Ap12:13604999-13605423	Cluster_8605	N	0	2	0
Ap12:13616122-13616551	Cluster_8606	N	2	0	1
Ap12:13617219-13617632	Cluster_8607	N	0	1	1
Ap12:13641885-13642301	Cluster_8608	N	1	3	0
Ap12:13645543-13645959	Cluster_8609	N	1	2	0
Ap12:13646761-13647480	Cluster_8610	N	0	1	7
Ap12:13652102-13652530	Cluster_8611	N	2	0	0
Ap12:13653527-13653943	Cluster_8612	N	71	1	10
Ap12:13660587-13661014	Cluster_8613	N	1	0	1
Ap12:13669076-13669530	Cluster_8614	N	28	0	0
Ap12:13679082-13679496	Cluster_8615	N	0	0	2
Ap12:13681627-13682041	Cluster_8616	N	0	2	1
Ap12:13683391-13684074	Cluster_8617	N	1	3	4
Ap12:13730852-13731270	Cluster_8618	N	0	3	0
Ap12:13738683-13739099	Cluster_8619	N	0	1	2
Ap12:13759389-13759806	Cluster_8620	N	0	0	3
Ap12:13785230-13786295	Cluster_8621	N	52	7	19
Ap12:13804069-13804889	Cluster_8622	N	1	4	15
Ap12:13814881-13815296	Cluster_8623	N	0	0	4
Ap12:13826802-13827218	Cluster_8624	N	0	0	4
Ap12:13827492-13827908	Cluster_8625	N	0	0	2
Ap12:13892954-13893370	Cluster_8626	N	0	2	0
Ap12:13894738-13895154	Cluster_8627	N	0	0	12
Ap12:13906136-13906553	Cluster_8628	N	0	0	3
Ap12:13918626-13919040	Cluster_8629	N	0	0	2
Ap12:13936277-13936696	Cluster_8630	N	2	0	3
Ap12:14010277-14010691	Cluster_8631	N	0	1	1
Ap12:14011475-14011891	Cluster_8632	N	2	0	0
Ap12:14019602-14020017	Cluster_8633	N	1	0	1
Ap12:14026616-14027032	Cluster_8634	N	0	4	0
Ap12:14039444-14039861	Cluster_8635	N	1	1	4
Ap12:14068625-14069039	Cluster_8636	N	0	1	1
Ap12:14069753-14070169	Cluster_8637	N	0	7	3
Ap12:14081258-14081674	Cluster_8638	N	0	4	2
Ap12:14084378-14084795	Cluster_8639	N	0	2	0
Ap12:14089590-14090006	Cluster_8640	N	0	2	0
Ap12:14099164-14099583	Cluster_8641	N	72	20	13
Ap12:14113434-14113850	Cluster_8642	N	0	0	2
Ap12:14119438-14120080	Cluster_8643	N	5	0	1
Ap12:14129247-14129987	Cluster_8644	N	0	4	15
Ap12:14138818-14139233	Cluster_8645	N	0	0	2
Ap12:14140824-14141684	Cluster_8646	N	5	2	0
Ap12:14151007-14151425	Cluster_8647	N	1	1	0
Ap12:14155877-14156292	Cluster_8648	N	0	3	0
Ap12:14173100-14173517	Cluster_8649	N	2	0	0
Ap12:14180405-14180822	Cluster_8650	N	0	0	3
Ap12:14206976-14207415	Cluster_8651	N	0	0	17
Ap12:14233050-14233465	Cluster_8652	N	0	0	3
Ap12:14238206-14238621	Cluster_8653	N	0	2	1
Ap12:14240976-14241393	Cluster_8654	N	0	3	0
Ap12:14273978-14274394	Cluster_8655	N	0	0	4
Ap12:14314415-14314838	Cluster_8656	N	2	0	0
Ap12:14328455-14328870	Cluster_8657	N	0	0	6
Ap12:14357368-14357783	Cluster_8658	N	0	0	2
Ap12:14361256-14361796	Cluster_8659	N	94	16	3
Ap12:14393967-14394386	Cluster_8660	N	0	1	3
Ap12:14407360-14407775	Cluster_8661	N	0	2	0
Ap12:14421999-14422413	Cluster_8662	N	0	2	0
Ap12:14430913-14431333	Cluster_8663	N	0	0	3
Ap12:14446560-14446980	Cluster_8664	N	3	0	0
Ap12:14448586-14449001	Cluster_8665	N	0	5	4
Ap12:14449717-14450132	Cluster_8666	N	0	1	1
Ap12:14453204-14453620	Cluster_8667	N	0	0	4
Ap12:14459231-14459648	Cluster_8668	N	0	1	1
Ap12:14470144-14470559	Cluster_8669	N	0	1	1
Ap12:14489091-14489659	Cluster_8670	N	109	338	204
Ap12:14492386-14492802	Cluster_8671	N	0	1	1
Ap12:14504472-14504875	Cluster_8672	N	1	1	0
Ap12:14523451-14523865	Cluster_8673	N	0	1	2
Ap12:14525459-14525878	Cluster_8674	N	123	5	5
Ap12:14591876-14592305	Cluster_8675	N	0	3	0
Ap12:14605293-14605713	Cluster_8676	N	0	0	20
Ap12:14611426-14611842	Cluster_8677	N	2	0	0
Ap12:14620845-14621260	Cluster_8678	N	0	2	0
Ap12:14624478-14624901	Cluster_8679	N	2	0	0
Ap12:14634490-14634908	Cluster_8680	N	80	51	39
Ap12:14652507-14652928	Cluster_8681	N	0	4	0
Ap12:14654385-14654803	Cluster_8682	N	0	5	3
Ap12:14656759-14657175	Cluster_8683	N	0	0	2
Ap12:14673357-14673773	Cluster_8684	N	1	2	1
Ap12:14690459-14690886	Cluster_8685	N	2	1	0
Ap12:14692096-14693054	Cluster_8686	N	6	1	1
Ap12:14750996-14751412	Cluster_8687	N	0	0	2
Ap12:14753045-14753461	Cluster_8688	N	3	0	0
Ap12:14754693-14755446	Cluster_8689	N	5	3	0
Ap12:14756606-14757024	Cluster_8690	N	3	0	0
Ap12:14758645-14759062	Cluster_8691	N	0	2	0
Ap12:14762834-14763518	Cluster_8692	N	1	2	2
Ap12:14763997-14764412	Cluster_8693	N	1	0	1
Ap12:14772303-14772720	Cluster_8694	N	2	0	0
Ap12:14775528-14775946	Cluster_8695	N	20	13	25
Ap12:14777171-14777584	Cluster_8696	N	0	3	0
Ap12:14780463-14780881	Cluster_8697	N	2	0	0
Ap12:14791100-14791515	Cluster_8698	N	0	2	0
Ap12:14793142-14793557	Cluster_8699	N	1	1	1
Ap12:14834903-14835323	Cluster_8700	N	0	2	0
Ap12:14857269-14857738	Cluster_8701	N	6	1	0
Ap12:14857821-14858933	Cluster_8702	N	23	0	11
Ap12:14859920-14860359	Cluster_8703	N	5	1	0
Ap12:14869322-14869749	Cluster_8704	N	3	0	0
Ap12:14874486-14874901	Cluster_8705	N	0	0	2
Ap12:14884947-14885379	Cluster_8706	N	0	2	0
Ap12:14892236-14892660	Cluster_8707	N	0	0	4
Ap12:14906811-14907227	Cluster_8708	N	0	0	4
Ap12:14927534-14927951	Cluster_8709	N	15	2	8
Ap12:14934919-14935325	Cluster_8710	N	0	3	0
Ap12:14967440-14967855	Cluster_8711	N	0	0	17
Ap12:14974464-14974880	Cluster_8712	N	0	0	2
Ap12:14975812-14976352	Cluster_8713	N	20	0	1
Ap12:14982105-14982521	Cluster_8714	N	0	0	4
Ap12:14986457-14986873	Cluster_8715	N	0	0	3
Ap12:14987895-14988312	Cluster_8716	N	0	2	0
Ap12:15024365-15024779	Cluster_8717	N	0	0	2
Ap12:15025198-15025613	Cluster_8718	N	1	0	1
Ap12:15032275-15032692	Cluster_8719	N	3	3	7
Ap12:15034350-15034765	Cluster_8720	N	0	1	1
Ap12:15036146-15036563	Cluster_8721	N	19	5	17
Ap12:15061145-15061560	Cluster_8722	N	1	0	2
Ap12:15063748-15064164	Cluster_8723	N	3	0	0
Ap12:15067657-15068071	Cluster_8724	N	0	0	2
Ap12:15068661-15069081	Cluster_8725	N	1	10	0
Ap12:15073331-15073834	Cluster_8726	N	2	1	19
Ap12:15085491-15085911	Cluster_8727	N	127	15	7
Ap12:15104720-15105135	Cluster_8728	N	0	0	2
Ap12:15106055-15106469	Cluster_8729	N	0	0	2
Ap12:15109230-15109646	Cluster_8730	N	2	1	0
Ap12:15129157-15129572	Cluster_8731	N	2	0	0
Ap12:15153494-15153909	Cluster_8732	N	0	2	3
Ap12:15161506-15161924	Cluster_8733	N	5	5	3
Ap12:15165732-15166140	Cluster_8734	N	2	0	0
Ap12:15167169-15167586	Cluster_8735	N	0	2	0
Ap12:15170524-15170940	Cluster_8736	N	0	0	2
Ap12:15213132-15213550	Cluster_8737	N	3	11	3
Ap12:15223616-15224034	Cluster_8738	N	2	0	0
Ap12:15227985-15228402	Cluster_8739	N	0	3	1
Ap12:15237040-15237457	Cluster_8740	N	2	1	1
Ap12:15242713-15243456	Cluster_8741	N	3	3	1
Ap12:15243734-15244207	Cluster_8742	N	0	5	0
Ap12:15244752-15245169	Cluster_8743	N	0	4	0
Ap12:15246604-15247243	Cluster_8744	N	0	5	11
Ap12:15249016-15249447	Cluster_8745	N	1	1	2
Ap12:15250499-15250917	Cluster_8746	N	1	3	5
Ap12:15272978-15273473	Cluster_8747	N	0	2	7
Ap12:15298213-15298629	Cluster_8748	N	0	2	0
Ap12:15300977-15301392	Cluster_8749	N	0	1	2
Ap12:15307428-15307852	Cluster_8750	N	5	0	0
Ap12:15321709-15322125	Cluster_8751	N	2	4	5
Ap12:15339593-15340021	Cluster_8752	N	2	0	1
Ap12:15346307-15346879	Cluster_8753	N	2	2	1
Ap12:15347011-15347449	Cluster_8754	N	2	4	0
Ap12:15360661-15361079	Cluster_8755	N	0	4	0
Ap12:15370521-15370935	Cluster_8756	N	0	0	4
Ap12:15415187-15415604	Cluster_8757	N	4	0	0
Ap12:15454909-15455325	Cluster_8758	N	0	0	10
Ap12:15468196-15468613	Cluster_8759	N	0	2	14
Ap12:15494765-15495182	Cluster_8760	N	13	0	15
Ap12:15502977-15503391	Cluster_8761	N	0	1	1
Ap12:15504269-15504684	Cluster_8762	N	1	2	4
Ap12:15523389-15523804	Cluster_8763	N	0	0	2
Ap12:15542350-15542767	Cluster_8764	N	0	4	0
Ap12:15546418-15546842	Cluster_8765	N	2	0	0
Ap12:15558217-15558632	Cluster_8766	N	0	2	0
Ap12:15560803-15561220	Cluster_8767	N	2	0	0
Ap12:15573303-15573723	Cluster_8768	N	1	2	0
Ap12:15581886-15582314	Cluster_8769	N	1	0	2
Ap12:15592024-15592441	Cluster_8770	N	0	1	1
Ap12:15602217-15602637	Cluster_8771	N	128	16	8
Ap12:15605958-15606374	Cluster_8772	N	0	2	2
Ap12:15633872-15634290	Cluster_8773	N	6	0	1
Ap12:15641612-15642029	Cluster_8774	N	2	10	26
Ap12:15657849-15658567	Cluster_8775	N	2	3	0
Ap12:15671830-15672244	Cluster_8776	N	0	0	2
Ap12:15681715-15682129	Cluster_8777	N	0	2	1
Ap12:15701845-15702259	Cluster_8778	N	0	0	4
Ap12:15708756-15709171	Cluster_8779	N	0	0	2
Ap12:15726002-15726417	Cluster_8780	N	6	7	0
Ap12:15735037-15735777	Cluster_8781	N	0	2	11
Ap12:15753339-15753754	Cluster_8782	N	1	4	6
Ap12:15765851-15766266	Cluster_8783	N	0	0	4
Ap12:15788190-15788606	Cluster_8784	N	0	0	2
Ap12:15797188-15797605	Cluster_8785	N	2	0	1
Ap12:15802428-15802843	Cluster_8786	N	0	2	0
Ap12:15805460-15805878	Cluster_8787	N	0	1	2
Ap12:15812343-15812849	Cluster_8788	N	2	2	1
Ap12:15812884-15813312	Cluster_8789	N	2	0	0
Ap12:15834707-15835124	Cluster_8790	N	1	1	1
Ap12:15841212-15841627	Cluster_8791	N	1	1	0
Ap12:15846386-15847383	Cluster_8792	N	19	8	5
Ap12:15861668-15862083	Cluster_8793	N	0	3	0
Ap12:15865627-15866041	Cluster_8794	N	0	3	0
Ap12:15882019-15882434	Cluster_8795	N	0	0	2
Ap12:15886255-15886678	Cluster_8796	N	2	0	0
Ap12:15890278-15890699	Cluster_8797	N	2	0	0
Ap12:15893275-15893692	Cluster_8798	N	2	1	1
Ap12:15899275-15899691	Cluster_8799	N	0	0	2
Ap12:15913895-15914312	Cluster_8800	N	1	3	0
Ap12:15916322-15916741	Cluster_8801	N	1	3	1
Ap12:15919660-15920077	Cluster_8802	N	0	0	2
Ap12:15923233-15923648	Cluster_8803	N	3	3	5
Ap12:15929560-15929976	Cluster_8804	N	0	2	0
Ap12:15950948-15951375	Cluster_8805	N	3	2	0
Ap12:15970609-15971026	Cluster_8806	N	0	0	2
Ap12:15974998-15975412	Cluster_8807	N	0	0	2
Ap12:15997252-15997669	Cluster_8808	N	1	0	2
Ap12:16000992-16001734	Cluster_8809	N	3	11	13
Ap12:16024091-16024507	Cluster_8810	N	0	1	3
Ap12:16038634-16039049	Cluster_8811	N	0	0	2
Ap12:16040139-16040554	Cluster_8812	N	0	4	0
Ap12:16073000-16073421	Cluster_8813	N	3	0	0
Ap12:16074340-16074967	Cluster_8814	N	15	1	3
Ap12:16079168-16079648	Cluster_8815	N	5	0	0
Ap12:16079901-16080392	Cluster_8816	N	6	2	2
Ap12:16085085-16085502	Cluster_8817	N	2	3	3
Ap12:16095988-16096406	Cluster_8818	N	0	0	2
Ap12:16123166-16123673	Cluster_8819	N	0	6	14
Ap12:16133685-16134184	Cluster_8820	N	5	0	0
Ap12:16142229-16142643	Cluster_8821	N	0	0	3
Ap12:16147894-16148311	Cluster_8822	N	1	5	1
