"","target","species","OG","Nvec","Ahya","Apoc"
"NV2t009305001.1","NV2t009305001.1","Nvec","OG_362",1,1,1
"NV2t009367001.1","NV2t009367001.1","Nvec","OG_702",1,0,0
"NV2t009367005.1","NV2t009367005.1","Nvec","OG_1005",1,0,0
"NV2t009686001.1","NV2t009686001.1","Nvec","OG_8935",1,1,0
"NV2t009900001.1","NV2t009900001.1","Nvec","OG_11119",1,1,0
"NV2t009925002.1","NV2t009925002.1","Nvec","OG_702",1,0,0
"NV2t010434001.1","NV2t010434001.1","Nvec","OG_2039",1,0,1
"NV2t010434002.1","NV2t010434002.1","Nvec","OG_2039",1,0,1
"NV2t010544002.1","NV2t010544002.1","Nvec","OG_6791",1,0,0
"NV2t010544003.1","NV2t010544003.1","Nvec","OG_6791",1,0,0
"NV2t010544004.1","NV2t010544004.1","Nvec","OG_6791",1,0,0
"NV2t010544005.1","NV2t010544005.1","Nvec","OG_6791",1,0,0
"NV2t010544006.1","NV2t010544006.1","Nvec","OG_6791",1,0,0
"NV2t010713001.1","NV2t010713001.1","Nvec","OG_4226",1,0,0
"NV2t011832001.1","NV2t011832001.1","Nvec","OG_2746",1,0,0
"NV2t011832002.1","NV2t011832002.1","Nvec","OG_2746",1,0,0
"NV2t011860001.1","NV2t011860001.1","Nvec","OG_5900",1,0,0
"NV2t012080001.1","NV2t012080001.1","Nvec","OG_4089",1,0,0
"NV2t012128001.1","NV2t012128001.1","Nvec","OG_12557",1,1,0
"NV2t012128002.1","NV2t012128002.1","Nvec","OG_12557",1,1,0
"NV2t012128003.1","NV2t012128003.1","Nvec","OG_12557",1,1,0
"NV2t012128004.1","NV2t012128004.1","Nvec","OG_12557",1,1,0
"NV2t012128005.1","NV2t012128005.1","Nvec","OG_12557",1,1,0
"NV2t012284001.1","NV2t012284001.1","Nvec","OG_2648",1,0,0
"NV2t012708001.1","NV2t012708001.1","Nvec","OG_2704",1,1,0
"NV2t012727001.1","NV2t012727001.1","Nvec","OG_6383",1,0,0
"NV2t012727002.1","NV2t012727002.1","Nvec","OG_6383",1,0,0
"NV2t012822001.1","NV2t012822001.1","Nvec","OG_9701",1,0,0
"NV2t012822002.1","NV2t012822002.1","Nvec","OG_9701",1,0,0
"NV2t012822003.1","NV2t012822003.1","Nvec","OG_9701",1,0,0
"NV2t012822004.1","NV2t012822004.1","Nvec","OG_9701",1,0,0
"NV2t012861001.1","NV2t012861001.1","Nvec","OG_9814",1,0,0
"NV2t013314001.1","NV2t013314001.1","Nvec","OG_676",1,0,0
"NV2t013314002.1","NV2t013314002.1","Nvec","OG_676",1,0,0
"NV2t013893002.1","NV2t013893002.1","Nvec","OG_6834",1,0,0
"NV2t013893003.1","NV2t013893003.1","Nvec","OG_6834",1,0,0
"NV2t013938001.1","NV2t013938001.1","Nvec","OG_5159",1,1,0
"NV2t013938002.1","NV2t013938002.1","Nvec","OG_5159",1,1,0
"NV2t013985003.1","NV2t013985003.1","Nvec","OG_10207",1,1,0
"NV2t014297001.1","NV2t014297001.1","Nvec","OG_1242",1,0,0
"NV2t014673001.1","NV2t014673001.1","Nvec","OG_11908",1,0,0
"NV2t014680001.1","NV2t014680001.1","Nvec","OG_1017",1,1,1
"NV2t014781001.1","NV2t014781001.1","Nvec","OG_1519",1,0,0
"NV2t014907001.1","NV2t014907001.1","Nvec","OG_10311",1,1,0
"NV2t015224001.1","NV2t015224001.1","Nvec","OG_637",1,1,0
"NV2t015477001.1","NV2t015477001.1","Nvec","OG_9281",1,0,0
"NV2t015477002.1","NV2t015477002.1","Nvec","OG_9281",1,0,0
"NV2t015480001.1","NV2t015480001.1","Nvec","OG_9281",1,0,0
"NV2t016754001.1","NV2t016754001.1","Nvec","OG_7845",1,0,0
"NV2t016754002.1","NV2t016754002.1","Nvec","OG_7845",1,0,0
"NV2t016943001.1","NV2t016943001.1","Nvec","OG_7746",1,0,0
"NV2t016973001.1","NV2t016973001.1","Nvec","OG_1405",1,0,0
"NV2t017548001.1","NV2t017548001.1","Nvec","OG_1853",1,0,0
"NV2t017838001.1","NV2t017838001.1","Nvec","OG_6254",1,0,0
"NV2t018066001.1","NV2t018066001.1","Nvec","OG_127",1,1,0
"NV2t018281001.1","NV2t018281001.1","Nvec","OG_998",1,1,1
"NV2t018618001.1","NV2t018618001.1","Nvec","OG_3309",1,0,0
"NV2t018942001.1","NV2t018942001.1","Nvec","OG_6139",1,1,0
"NV2t019257001.1","NV2t019257001.1","Nvec","OG_248",1,1,1
"NV2t019257002.1","NV2t019257002.1","Nvec","OG_8935",1,1,0
"NV2t019375002.1","NV2t019375002.1","Nvec","OG_5119",1,0,1
"NV2t019375003.1","NV2t019375003.1","Nvec","OG_5119",1,0,1
"NV2t019823001.1","NV2t019823001.1","Nvec","OG_2880",1,1,0
"NV2t019861001.1","NV2t019861001.1","Nvec","OG_814",1,1,1
"NV2t019879001.1","NV2t019879001.1","Nvec","OG_10599",1,0,0
"NV2t019903001.1","NV2t019903001.1","Nvec","OG_1375",1,0,0
"NV2t020277001.1","NV2t020277001.1","Nvec","OG_10574",1,0,0
"NV2t020277002.1","NV2t020277002.1","Nvec","OG_10574",1,0,0
"NV2t020277003.1","NV2t020277003.1","Nvec","OG_10574",1,0,0
"NV2t020277004.1","NV2t020277004.1","Nvec","OG_10574",1,0,0
"NV2t020468001.1","NV2t020468001.1","Nvec","OG_11259",1,0,0
"NV2t020537001.1","NV2t020537001.1","Nvec","OG_10689",1,0,0
"NV2t020537002.1","NV2t020537002.1","Nvec","OG_10689",1,0,0
"NV2t020833001.1","NV2t020833001.1","Nvec","OG_10700",1,0,0
"NV2t020913001.1","NV2t020913001.1","Nvec","OG_593",1,1,1
"NV2t020913002.1","NV2t020913002.1","Nvec","OG_593",1,1,1
"NV2t020960001.1","NV2t020960001.1","Nvec","OG_6111",1,0,0
"NV2t021375001.1","NV2t021375001.1","Nvec","OG_305",1,1,1
"NV2t022162001.1","NV2t022162001.1","Nvec","OG_9040",1,0,0
"NV2t022296001.1","NV2t022296001.1","Nvec","OG_8569",1,1,0
"NV2t023046001.1","NV2t023046001.1","Nvec","OG_5963",1,0,1
"NV2t023562002.1","NV2t023562002.1","Nvec","OG_392",1,1,1
"NV2t023562003.1","NV2t023562003.1","Nvec","OG_392",1,1,1
"NV2t023562004.1","NV2t023562004.1","Nvec","OG_392",1,1,1
"NV2t023566001.1","NV2t023566001.1","Nvec","OG_392",1,1,1
"NV2t023566002.1","NV2t023566002.1","Nvec","OG_392",1,1,1
"NV2t023865001.1","NV2t023865001.1","Nvec","OG_11388",1,0,0
"NV2t023987001.1","NV2t023987001.1","Nvec","OG_702",1,0,0
"NV2t024038001.1","NV2t024038001.1","Nvec","OG_6508",1,0,0
"NV2t024161001.1","NV2t024161001.1","Nvec","OG_11685",1,0,0
"NV2t024310001.1","NV2t024310001.1","Nvec","OG_11455",1,0,0
"NV2t024329001.1","NV2t024329001.1","Nvec","OG_794",1,0,1
"NV2t024329002.1","NV2t024329002.1","Nvec","OG_794",1,0,1
"NV2t024738001.1","NV2t024738001.1","Nvec","OG_6327",1,0,0
"NV2t024779001.1","NV2t024779001.1","Nvec","OG_11717",1,0,0
"NV2t024845002.1","NV2t024845002.1","Nvec","OG_8756",1,0,0
"NV2t024845003.1","NV2t024845003.1","Nvec","OG_8756",1,0,0
"NV2t024845004.1","NV2t024845004.1","Nvec","OG_8756",1,0,0
"NV2t024920001.1","NV2t024920001.1","Nvec","OG_11579",1,1,1
"NV2t024947002.1","NV2t024947002.1","Nvec","OG_11767",1,0,0
"NV2t025236001.1","NV2t025236001.1","Nvec","OG_702",1,0,0
"NV2t025321001.1","NV2t025321001.1","Nvec","OG_3502",1,0,0
"NV2t025321002.1","NV2t025321002.1","Nvec","OG_3502",1,0,0
"NV2t025321003.1","NV2t025321003.1","Nvec","OG_3502",1,0,0
"NV2t025357002.1","NV2t025357002.1","Nvec","OG_11430",1,0,0
"NV2t000018001.1","NV2t000018001.1","Nvec","OG_2757",1,0,0
"NV2t000052001.1","NV2t000052001.1","Nvec","OG_2256",1,0,0
"NV2t000066001.1","NV2t000066001.1","Nvec","OG_7170",1,0,0
"NV2t000066002.1","NV2t000066002.1","Nvec","OG_7170",1,0,0
"NV2t000066003.1","NV2t000066003.1","Nvec","OG_7170",1,0,0
"NV2t000074001.1","NV2t000074001.1","Nvec","OG_7519",1,0,0
"NV2t000077001.1","NV2t000077001.1","Nvec","OG_617",1,1,1
"NV2t000088001.1","NV2t000088001.1","Nvec","OG_12644",1,0,0
"NV2t000095001.1","NV2t000095001.1","Nvec","OG_12710",1,0,0
"NV2t000230001.1","NV2t000230001.1","Nvec","OG_353",1,1,0
"NV2t000231001.1","NV2t000231001.1","Nvec","OG_6008",1,0,0
"NV2t000231002.1","NV2t000231002.1","Nvec","OG_6008",1,0,0
"NV2t000231003.1","NV2t000231003.1","Nvec","OG_6008",1,0,0
"NV2t000353001.1","NV2t000353001.1","Nvec","OG_2285",1,1,0
"NV2t000371001.1","NV2t000371001.1","Nvec","OG_7638",1,0,0
"NV2t000395001.1","NV2t000395001.1","Nvec","OG_186",1,1,1
"NV2t000428001.1","NV2t000428001.1","Nvec","OG_5857",1,0,0
"NV2t000436001.1","NV2t000436001.1","Nvec","OG_353",1,1,0
"NV2t000436002.1","NV2t000436002.1","Nvec","OG_353",1,1,0
"NV2t000436003.1","NV2t000436003.1","Nvec","OG_353",1,1,0
"NV2t000445001.1","NV2t000445001.1","Nvec","OG_4989",1,1,0
"NV2t000482001.1","NV2t000482001.1","Nvec","OG_6474",1,1,0
"NV2t000522001.1","NV2t000522001.1","Nvec","OG_6441",1,1,1
"NV2t000523001.1","NV2t000523001.1","Nvec","OG_6441",1,1,1
"NV2t000528001.1","NV2t000528001.1","Nvec","OG_7436",1,0,0
"NV2t000565001.1","NV2t000565001.1","Nvec","OG_7205",1,0,0
"NV2t000651001.1","NV2t000651001.1","Nvec","OG_6688",1,0,0
"NV2t000676001.1","NV2t000676001.1","Nvec","OG_7396",1,1,0
"NV2t000696001.1","NV2t000696001.1","Nvec","OG_5426",1,0,0
"NV2t000763001.1","NV2t000763001.1","Nvec","OG_5193",1,1,1
"NV2t000816001.1","NV2t000816001.1","Nvec","OG_5988",1,0,0
"NV2t001025001.1","NV2t001025001.1","Nvec","OG_225",1,0,0
"NV2t001025003.1","NV2t001025003.1","Nvec","OG_225",1,0,0
"NV2t001073001.1","NV2t001073001.1","Nvec","OG_2267",1,0,0
"NV2t001080001.1","NV2t001080001.1","Nvec","OG_2267",1,0,0
"NV2t001170001.1","NV2t001170001.1","Nvec","OG_12715",1,1,0
"NV2t001171001.1","NV2t001171001.1","Nvec","OG_1067",1,0,1
"NV2t001236001.1","NV2t001236001.1","Nvec","OG_7458",1,0,0
"NV2t001236002.1","NV2t001236002.1","Nvec","OG_7458",1,0,0
"NV2t001236003.1","NV2t001236003.1","Nvec","OG_7458",1,0,0
"NV2t001428001.1","NV2t001428001.1","Nvec","OG_2279",1,1,1
"NV2t001449001.1","NV2t001449001.1","Nvec","OG_7440",1,0,0
"NV2t001449002.1","NV2t001449002.1","Nvec","OG_7440",1,0,0
"NV2t001712001.1","NV2t001712001.1","Nvec","OG_7275",1,0,0
"NV2t001769001.1","NV2t001769001.1","Nvec","OG_7279",1,0,0
"NV2t001785001.1","NV2t001785001.1","Nvec","OG_6004",1,1,0
"NV2t001785002.1","NV2t001785002.1","Nvec","OG_6004",1,1,0
"NV2t001867001.1","NV2t001867001.1","Nvec","OG_7581",1,0,0
"NV2t001902001.1","NV2t001902001.1","Nvec","OG_7466",1,0,0
"NV2t001919001.1","NV2t001919001.1","Nvec","OG_198",1,1,0
"NV2t002077001.1","NV2t002077001.1","Nvec","OG_3726",1,1,0
"NV2t002115003.1","NV2t002115003.1","Nvec","OG_7159",1,1,0
"NV2t002115004.1","NV2t002115004.1","Nvec","OG_7159",1,1,0
"NV2t002125001.1","NV2t002125001.1","Nvec","OG_193",1,1,0
"NV2t002125002.1","NV2t002125002.1","Nvec","OG_193",1,1,0
"NV2t002184001.1","NV2t002184001.1","Nvec","OG_618",1,0,0
"NV2t002189001.1","NV2t002189001.1","Nvec","OG_7165",1,0,0
"NV2t002189002.1","NV2t002189002.1","Nvec","OG_7165",1,0,0
"NV2t002270001.1","NV2t002270001.1","Nvec","OG_7327",1,0,0
"NV2t002270002.1","NV2t002270002.1","Nvec","OG_7327",1,0,0
"NV2t002360001.1","NV2t002360001.1","Nvec","OG_318",1,0,1
"NV2t002402001.1","NV2t002402001.1","Nvec","OG_8902",1,0,0
"NV2t002402002.1","NV2t002402002.1","Nvec","OG_8902",1,0,0
"NV2t002402003.1","NV2t002402003.1","Nvec","OG_8902",1,0,0
"NV2t002472001.1","NV2t002472001.1","Nvec","OG_8737",1,0,0
"NV2t002508001.1","NV2t002508001.1","Nvec","OG_3901",1,0,1
"NV2t002518001.1","NV2t002518001.1","Nvec","OG_3911",1,0,1
"NV2t002620001.1","NV2t002620001.1","Nvec","OG_5929",1,0,0
"NV2t002620002.1","NV2t002620002.1","Nvec","OG_5929",1,0,0
"NV2t002620003.1","NV2t002620003.1","Nvec","OG_5929",1,0,0
"NV2t002623001.1","NV2t002623001.1","Nvec","OG_5929",1,0,0
"NV2t002627001.1","NV2t002627001.1","Nvec","OG_5929",1,0,0
"NV2t002627003.1","NV2t002627003.1","Nvec","OG_5929",1,0,0
"NV2t002714001.1","NV2t002714001.1","Nvec","OG_6397",1,1,1
"NV2t002716001.1","NV2t002716001.1","Nvec","OG_6397",1,1,1
"NV2t002755001.1","NV2t002755001.1","Nvec","OG_1276",1,0,0
"NV2t002864001.1","NV2t002864001.1","Nvec","OG_349",1,0,1
"NV2t002867001.1","NV2t002867001.1","Nvec","OG_150",1,1,1
"NV2t002878001.1","NV2t002878001.1","Nvec","OG_1002",1,0,0
"NV2t002899001.1","NV2t002899001.1","Nvec","OG_3916",1,1,1
"NV2t002925001.1","NV2t002925001.1","Nvec","OG_3930",1,0,0
"NV2t003005001.1","NV2t003005001.1","Nvec","OG_8863",1,0,0
"NV2t003037001.1","NV2t003037001.1","Nvec","OG_8794",1,1,0
"NV2t003062001.1","NV2t003062001.1","Nvec","OG_5254",1,1,1
"NV2t003062002.1","NV2t003062002.1","Nvec","OG_5254",1,1,1
"NV2t003062003.1","NV2t003062003.1","Nvec","OG_5254",1,1,1
"NV2t003135001.1","NV2t003135001.1","Nvec","OG_8849",1,0,1
"NV2t003135002.1","NV2t003135002.1","Nvec","OG_8849",1,0,1
"NV2t003155001.1","NV2t003155001.1","Nvec","OG_3991",1,1,0
"NV2t003155002.1","NV2t003155002.1","Nvec","OG_3991",1,1,0
"NV2t003161001.1","NV2t003161001.1","Nvec","OG_8741",1,0,0
"NV2t003344001.1","NV2t003344001.1","Nvec","OG_437",1,0,0
"NV2t003344002.1","NV2t003344002.1","Nvec","OG_437",1,0,0
"NV2t003345001.1","NV2t003345001.1","Nvec","OG_8867",1,1,0
"NV2t003360001.1","NV2t003360001.1","Nvec","OG_8894",1,0,0
"NV2t003360002.1","NV2t003360002.1","Nvec","OG_8894",1,0,0
"NV2t003360003.1","NV2t003360003.1","Nvec","OG_8894",1,0,0
"NV2t003375001.1","NV2t003375001.1","Nvec","OG_752",1,0,1
"NV2t003375002.1","NV2t003375002.1","Nvec","OG_752",1,0,1
"NV2t003375003.1","NV2t003375003.1","Nvec","OG_752",1,0,1
"NV2t003379001.1","NV2t003379001.1","Nvec","OG_8823",1,0,0
"NV2t003421001.1","NV2t003421001.1","Nvec","OG_2142",1,0,0
"NV2t003484001.1","NV2t003484001.1","Nvec","OG_8817",1,0,0
"NV2t003484002.1","NV2t003484002.1","Nvec","OG_8817",1,0,0
"NV2t003484003.1","NV2t003484003.1","Nvec","OG_8817",1,0,0
"NV2t003543001.1","NV2t003543001.1","Nvec","OG_369",1,1,1
"NV2t003582001.1","NV2t003582001.1","Nvec","OG_747",1,0,0
"NV2t003593001.1","NV2t003593001.1","Nvec","OG_8627",1,0,0
"NV2t003673001.1","NV2t003673001.1","Nvec","OG_5289",1,1,0
"NV2t003740001.1","NV2t003740001.1","Nvec","OG_3864",1,1,0
"NV2t003745001.1","NV2t003745001.1","Nvec","OG_8635",1,0,1
"NV2t003854001.1","NV2t003854001.1","Nvec","OG_4029",1,1,0
"NV2t003891001.1","NV2t003891001.1","Nvec","OG_8835",1,0,0
"NV2t003909001.1","NV2t003909001.1","Nvec","OG_8871",1,0,0
"NV2t003977001.1","NV2t003977001.1","Nvec","OG_6420",1,0,0
"NV2t003977002.1","NV2t003977002.1","Nvec","OG_6420",1,0,0
"NV2t003977003.1","NV2t003977003.1","Nvec","OG_6420",1,0,0
"NV2t003977004.1","NV2t003977004.1","Nvec","OG_6420",1,0,0
"NV2t003977005.1","NV2t003977005.1","Nvec","OG_6420",1,0,0
"NV2t004085001.1","NV2t004085001.1","Nvec","OG_772",1,0,0
"NV2t004109001.1","NV2t004109001.1","Nvec","OG_1648",1,1,0
"NV2t004109002.1","NV2t004109002.1","Nvec","OG_1648",1,1,0
"NV2t004109003.1","NV2t004109003.1","Nvec","OG_1648",1,1,0
"NV2t004109004.1","NV2t004109004.1","Nvec","OG_1648",1,1,0
"NV2t004121001.1","NV2t004121001.1","Nvec","OG_12007",1,0,0
"NV2t004173001.1","NV2t004173001.1","Nvec","OG_5655",1,0,0
"NV2t004190001.1","NV2t004190001.1","Nvec","OG_1705",1,0,0
"NV2t004204001.1","NV2t004204001.1","Nvec","OG_11854",1,1,0
"NV2t004207001.1","NV2t004207001.1","Nvec","OG_11886",1,0,1
"NV2t004226001.1","NV2t004226001.1","Nvec","OG_1743",1,0,1
"NV2t004226002.1","NV2t004226002.1","Nvec","OG_1743",1,0,1
"NV2t004315001.1","NV2t004315001.1","Nvec","OG_683",1,1,1
"NV2t004452001.1","NV2t004452001.1","Nvec","OG_245",1,0,0
"NV2t004484001.1","NV2t004484001.1","Nvec","OG_699",1,1,0
"NV2t004742002.1","NV2t004742002.1","Nvec","OG_1655",1,1,1
"NV2t004745002.1","NV2t004745002.1","Nvec","OG_1593",1,0,0
"NV2t004826001.1","NV2t004826001.1","Nvec","OG_1721",1,0,0
"NV2t004826002.1","NV2t004826002.1","Nvec","OG_1721",1,0,0
"NV2t004833001.1","NV2t004833001.1","Nvec","OG_1539",1,0,0
"NV2t004845001.1","NV2t004845001.1","Nvec","OG_5662",1,0,0
"NV2t004877002.1","NV2t004877002.1","Nvec","OG_1007",1,0,0
"NV2t004917001.1","NV2t004917001.1","Nvec","OG_11934",1,0,0
"NV2t004942001.1","NV2t004942001.1","Nvec","OG_10651",1,1,0
"NV2t004990002.1","NV2t004990002.1","Nvec","OG_12154",1,1,0
"NV2t005036001.1","NV2t005036001.1","Nvec","OG_12037",1,0,0
"NV2t005041001.1","NV2t005041001.1","Nvec","OG_251",1,0,0
"NV2t005044001.1","NV2t005044001.1","Nvec","OG_1072",1,0,0
"NV2t005242001.1","NV2t005242001.1","Nvec","OG_1685",1,0,1
"NV2t005242002.1","NV2t005242002.1","Nvec","OG_1685",1,0,1
"NV2t005242003.1","NV2t005242003.1","Nvec","OG_1685",1,0,1
"NV2t005258001.1","NV2t005258001.1","Nvec","OG_11799",1,0,0
"NV2t005258002.1","NV2t005258002.1","Nvec","OG_11799",1,0,0
"NV2t005258003.1","NV2t005258003.1","Nvec","OG_11799",1,0,0
"NV2t005258004.1","NV2t005258004.1","Nvec","OG_11799",1,0,0
"NV2t005258005.1","NV2t005258005.1","Nvec","OG_11799",1,0,0
"NV2t005275001.1","NV2t005275001.1","Nvec","OG_5668",1,0,0
"NV2t005281001.1","NV2t005281001.1","Nvec","OG_11909",1,0,0
"NV2t005354001.1","NV2t005354001.1","Nvec","OG_1629",1,0,0
"NV2t005354002.1","NV2t005354002.1","Nvec","OG_1629",1,0,0
"NV2t005509001.1","NV2t005509001.1","Nvec","OG_267",1,1,1
"NV2t005524011.1","NV2t005524011.1","Nvec","OG_9547",1,0,0
"NV2t005524012.1","NV2t005524012.1","Nvec","OG_9547",1,0,0
"NV2t005524013.1","NV2t005524013.1","Nvec","OG_9547",1,0,0
"NV2t005524014.1","NV2t005524014.1","Nvec","OG_9547",1,0,0
"NV2t005532001.1","NV2t005532001.1","Nvec","OG_9522",1,0,0
"NV2t005532002.1","NV2t005532002.1","Nvec","OG_9522",1,0,0
"NV2t005532003.1","NV2t005532003.1","Nvec","OG_9522",1,0,0
"NV2t005577001.1","NV2t005577001.1","Nvec","OG_12564",1,0,0
"NV2t005577002.1","NV2t005577002.1","Nvec","OG_12564",1,0,0
"NV2t005581001.1","NV2t005581001.1","Nvec","OG_9364",1,0,0
"NV2t005705001.1","NV2t005705001.1","Nvec","OG_12565",1,1,0
"NV2t005705002.1","NV2t005705002.1","Nvec","OG_12565",1,1,0
"NV2t005709001.1","NV2t005709001.1","Nvec","OG_128",1,0,1
"NV2t005709002.1","NV2t005709002.1","Nvec","OG_128",1,0,1
"NV2t005709005.1","NV2t005709005.1","Nvec","OG_128",1,0,1
"NV2t005709007.1","NV2t005709007.1","Nvec","OG_128",1,0,1
"NV2t005709008.1","NV2t005709008.1","Nvec","OG_128",1,0,1
"NV2t005709009.1","NV2t005709009.1","Nvec","OG_128",1,0,1
"NV2t005709010.1","NV2t005709010.1","Nvec","OG_128",1,0,1
"NV2t005709011.1","NV2t005709011.1","Nvec","OG_128",1,0,1
"NV2t005709013.1","NV2t005709013.1","Nvec","OG_128",1,0,1
"NV2t005709014.1","NV2t005709014.1","Nvec","OG_128",1,0,1
"NV2t005709015.1","NV2t005709015.1","Nvec","OG_128",1,0,1
"NV2t005709016.1","NV2t005709016.1","Nvec","OG_128",1,0,1
"NV2t005709017.1","NV2t005709017.1","Nvec","OG_128",1,0,1
"NV2t005709018.1","NV2t005709018.1","Nvec","OG_128",1,0,1
"NV2t005709019.1","NV2t005709019.1","Nvec","OG_128",1,0,1
"NV2t005714001.1","NV2t005714001.1","Nvec","OG_9474",1,0,0
"NV2t005714002.1","NV2t005714002.1","Nvec","OG_9474",1,0,0
"NV2t005765001.1","NV2t005765001.1","Nvec","OG_5261",1,1,0
"NV2t005824001.1","NV2t005824001.1","Nvec","OG_573",1,0,1
"NV2t005824002.1","NV2t005824002.1","Nvec","OG_573",1,0,1
"NV2t005853001.1","NV2t005853001.1","Nvec","OG_6329",1,0,0
"NV2t005886001.1","NV2t005886001.1","Nvec","OG_5589",1,0,0
"NV2t006021001.1","NV2t006021001.1","Nvec","OG_8256",1,0,0
"NV2t006039001.1","NV2t006039001.1","Nvec","OG_817",1,0,1
"NV2t006060002.1","NV2t006060002.1","Nvec","OG_964",1,0,1
"NV2t006073001.1","NV2t006073001.1","Nvec","OG_4906",1,0,0
"NV2t006085001.1","NV2t006085001.1","Nvec","OG_4869",1,0,0
"NV2t006201001.1","NV2t006201001.1","Nvec","OG_9595",1,0,0
"NV2t006240001.1","NV2t006240001.1","Nvec","OG_313",1,0,0
"NV2t006288002.1","NV2t006288002.1","Nvec","OG_5517",1,0,0
"NV2t006288003.1","NV2t006288003.1","Nvec","OG_5517",1,0,0
"NV2t006311001.1","NV2t006311001.1","Nvec","OG_339",1,0,0
"NV2t006517001.1","NV2t006517001.1","Nvec","OG_9418",1,0,0
"NV2t006519001.1","NV2t006519001.1","Nvec","OG_6072",1,0,0
"NV2t006519002.1","NV2t006519002.1","Nvec","OG_6072",1,0,0
"NV2t006563001.1","NV2t006563001.1","Nvec","OG_4951",1,0,0
"NV2t006572001.1","NV2t006572001.1","Nvec","OG_436",1,1,1
"NV2t006603001.1","NV2t006603001.1","Nvec","OG_4820",1,1,1
"NV2t006630001.1","NV2t006630001.1","Nvec","OG_2153",1,0,0
"NV2t006666001.1","NV2t006666001.1","Nvec","OG_9025",1,1,0
"NV2t006725001.1","NV2t006725001.1","Nvec","OG_608",1,1,1
"NV2t006729001.1","NV2t006729001.1","Nvec","OG_4867",1,0,0
"NV2t006947001.1","NV2t006947001.1","Nvec","OG_8385",1,0,0
"NV2t006998001.1","NV2t006998001.1","Nvec","OG_143",1,0,0
"NV2t006998002.1","NV2t006998002.1","Nvec","OG_143",1,0,0
"NV2t007016001.1","NV2t007016001.1","Nvec","OG_8472",1,1,0
"NV2t007055001.1","NV2t007055001.1","Nvec","OG_3208",1,0,0
"NV2t007055002.1","NV2t007055002.1","Nvec","OG_3208",1,0,0
"NV2t007084001.1","NV2t007084001.1","Nvec","OG_5272",1,0,0
"NV2t007116001.1","NV2t007116001.1","Nvec","OG_562",1,0,1
"NV2t007116003.1","NV2t007116003.1","Nvec","OG_562",1,0,1
"NV2t007163001.1","NV2t007163001.1","Nvec","OG_3166",1,0,0
"NV2t007251001.1","NV2t007251001.1","Nvec","OG_2093",1,0,0
"NV2t007285001.1","NV2t007285001.1","Nvec","OG_3220",1,0,0
"NV2t007303001.1","NV2t007303001.1","Nvec","OG_8600",1,0,0
"NV2t007303002.1","NV2t007303002.1","Nvec","OG_8600",1,0,0
"NV2t007303003.1","NV2t007303003.1","Nvec","OG_8600",1,0,0
"NV2t007336001.1","NV2t007336001.1","Nvec","OG_895",1,0,0
"NV2t007351001.1","NV2t007351001.1","Nvec","OG_3071",1,0,0
"NV2t007351002.1","NV2t007351002.1","Nvec","OG_3071",1,0,0
"NV2t007351003.1","NV2t007351003.1","Nvec","OG_3071",1,0,0
"NV2t007394001.1","NV2t007394001.1","Nvec","OG_8553",1,0,0
"NV2t007394002.1","NV2t007394002.1","Nvec","OG_8553",1,0,0
"NV2t007394003.1","NV2t007394003.1","Nvec","OG_8553",1,0,0
"NV2t007394004.1","NV2t007394004.1","Nvec","OG_8553",1,0,0
"NV2t007434001.1","NV2t007434001.1","Nvec","OG_8186",1,1,1
"NV2t007461001.1","NV2t007461001.1","Nvec","OG_8603",1,0,0
"NV2t007504001.1","NV2t007504001.1","Nvec","OG_8558",1,1,0
"NV2t007565001.1","NV2t007565001.1","Nvec","OG_6630",1,0,0
"NV2t007572001.1","NV2t007572001.1","Nvec","OG_8559",1,0,0
"NV2t007630001.1","NV2t007630001.1","Nvec","OG_8468",1,0,0
"NV2t007715001.1","NV2t007715001.1","Nvec","OG_3065",1,0,0
"NV2t007715002.1","NV2t007715002.1","Nvec","OG_3065",1,0,0
"NV2t007837001.1","NV2t007837001.1","Nvec","OG_6249",1,0,0
"NV2t007852001.1","NV2t007852001.1","Nvec","OG_3148",1,1,0
"NV2t007852002.1","NV2t007852002.1","Nvec","OG_3148",1,1,0
"NV2t007852003.1","NV2t007852003.1","Nvec","OG_3148",1,1,0
"NV2t007852004.1","NV2t007852004.1","Nvec","OG_3148",1,1,0
"NV2t007865001.1","NV2t007865001.1","Nvec","OG_8353",1,0,0
"NV2t007898002.1","NV2t007898002.1","Nvec","OG_8191",1,1,0
"NV2t007912001.1","NV2t007912001.1","Nvec","OG_7644",1,0,0
"NV2t007934002.1","NV2t007934002.1","Nvec","OG_6760",1,0,0
"NV2t007983001.1","NV2t007983001.1","Nvec","OG_8540",1,0,0
"NV2t008086001.1","NV2t008086001.1","Nvec","OG_300",1,1,1
"NV2t008087001.1","NV2t008087001.1","Nvec","OG_300",1,1,1
"NV2t008142001.1","NV2t008142001.1","Nvec","OG_332",1,1,1
"NV2t008264001.1","NV2t008264001.1","Nvec","OG_10115",1,0,0
"NV2t008267008.1","NV2t008267008.1","Nvec","OG_4447",1,0,0
"NV2t008267009.1","NV2t008267009.1","Nvec","OG_4447",1,0,0
"NV2t008342001.1","NV2t008342001.1","Nvec","OG_10125",1,1,0
"NV2t008343001.1","NV2t008343001.1","Nvec","OG_10295",1,0,0
"NV2t008343002.1","NV2t008343002.1","Nvec","OG_10295",1,0,0
